health_facility:type,healthcare:speciality,building:part,social_facility,payment:cash,housenumer,addr:housenumber,description,fenced,addr:state,ele,source,covered,image,fax,emergency,jastrzebiegis:opis,contact:facebook,leisure,historic,addr:street,fixme,name:en,contact:fax,name,designation,website:operator,addr:postcode,ref:nid,name:etymology:wikidata,internet_access,int_name,fence,ewmapa:warstwa,parking,loc_name,name:ru,building:fireproof,phone_1,note:official_name,wikipedia,access,mapillary,operator:centre,boundary,addr:street:sym_ul,ref,email,fixme2,barrier,contact:email,addr:province,jastrzebiegis:id,phone1,addr:city:simc,source:geometry,addr:city,building:use:pl,toilets:wheelchair,source_ref,building:type:pl,lon,contact:website,roof:colour,layer,height,email_1,alt_name,construction_date,operator,name:pl,name:de,boat,fee,protect_class,heritage:since,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,addr:province:en,phone,old_name,smoking,aeroway,dispensing,note:name,landuse,roof:levels,amenity,operator:type,reg_name,addr:suburb,official_name,wikidata,waterway,short_name,building:levels,note,building:usage:pl,data_zmiany,source:addr,building:material,addr:full,fence_type,lat,medical_system:western,building,building:colour,url,wheelchair,addr:place,healthcare,addr:country,heritage:operator
,,,,,,27,,,,,,,,,,,,,,Powstańców,,,,Szpital im. Ignacego Mościckiego Lecznica Dzieci i Dorosłych,,,41-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chorzów,,,,,18.9505310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2933457,,,,,,,,PL,
,,,,,,21,,,,,"51°12'57""N 22°34'7""E",,,,yes,,,,,Zbigniewa Herberta,,,,Szpital im. Jana Bożego,szpital,,20-468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lublin,,,,,22.5693612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.2153263,,hospital,,,,,hospital,,
,,,,,,28,,,,,,,,,,,,,,Stefana Żeromskiego,,,,Szpital im. Jana Pawła II,,,29-100,,,,,,,,,,,,,,,,,,26464,,,,,,,,,0948472,,Włoszczowa,,,,,19.9731347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,,50.8464519,,yes,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital im. Mikołaja Kopernika,,,,,,,,,,,,,,,,,,,Szpital im. Mikołaja Kopernika,,,,,,,sekretariat.kopernik@copernicus.gda.pl,,,,,,,,,,,18.6367395,,,,,,,,Copernicus Podmiot Leczniczy Sp. z o. o.,,,,,,,,+48 58 7640100,,,,,https://copernicus.gda.pl,,,1956-2007 Szpital Wojewódzki im. Mikołaja Kopernika;Pomorskie Centrum Traumatologii im. Mikołaja Kopernika,,,,,,,hospital,,,,,,,,,,,,,,,,54.3502561,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital im. Mikołaja Kopernika,,,,,,,,,,,Szpital Kolejowy,,,,,,,,Szpital im. Mikołaja Kopernika,,,,,,,sekretariat.kopernik@copernicus.gda.pl,,,,,,,,,,,18.6351402,,,,,,,,Copernicus Podmiot Leczniczy Sp. z o. o.,,,,,,,,+48 58 7640100,,,,,https://copernicus.gda.pl,,,Okręgowy Szpital Kolejowy,,,,,,,hospital,,,,,,,,,,,,,,,,54.3525794,,,,,,,hospital,,
,,,,,,10,,,,,,,,,,,,,,Księdza Piotra Skargi,,,,Szpital im. Piotra Skargi,,,05-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grójec,,,,,20.8678481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.8677262,,hospital,,,,,,,
,,,,,,5,,,,,,,,,yes,,,,,Szpitalna,,,,Szpital im. Radzimira Śmigielskiego,,,66-440,,,,,,,,,,,,,,,,,,,,,,fence,,,,,0935699,,Skwierzyna,,,,,15.5050510,,,,,,,,,,,,,,,,,,,,,,,+48 95 717 00 39,,,,,,,,hospital,,,,,,,,,,,,,,,,52.5941214,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,Bolesława Limanowskiego,,,,Szpital im. Tytusa Chałubińskiego,,,63-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostrów Wielkopolski,,,,,17.8292807,,,,,,,,,,,,,,,,,,,,,http://www.szpital.osw.pl/,,062 595-11-00,,,,,,,,hospital,,,,,,,,,,,,,,,,51.6553568,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital im. dr. J. Dietla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9533670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.4017116,,,,,,,,,
,,,,,,14,,,,,,,,,yes,,,,,Warszawska,,,,Szpital im. Świętego Ducha w Rawie Mazowieckiej,,,96-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rawa Mazowiecka,,,,,20.2588668,,,,,,Szpital Św. Ducha,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7664990,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital im. św. Jadwigi Śląskiej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0604149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.3189368,,,,,,,,,
,,,,,,1,,,,,http://ump.waw.pl/%20retrieved%2011:18:52%2011/17/09%20(UMP-Tarnow/src/POI-szpitale.pnt-converted.txt),,,,no,,,,,Szpitalna,,,,Szpital im.Sebastiana Petrycego,,,33-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dąbrowa Tarnowska,,,,,20.9745103,,,,,,,,,,,,,,,24/7,,,,,,https://zozdt.pl/,,+48 14 642 28 31,,,,,,,,hospital,,,,,,,,,Całodobowa Opieka Medyczna,,,,,,,50.1767269,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital miejski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0862767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.8626942,,,,,,,hospital,,
,,,,,,2,,,,,Starostwo Powiatowe w Pyrzycach,,,,,,,,,Jana Pawła II,,,,Szpital miejski,,,74-200,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,Pyrzyce,,,,,14.8951722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,3,,,,pyrzyce.e-mapa.net,,,,53.1469320,,yes,,,,,,,
,,,,,,3,,,,,,,,,yes,,,,,Słoneczna,,,,Szpital miejski w Rabce Zdroju,,,34-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabka-Zdrój,,,,,19.9706168,,,,,,,,,,,,,,,,,,,,,http://www.szpitalwrabce.pl/index.php,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.6089083,,,,,,,hospital,,
,,,,,,16,,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,Marii Curie-Skłodowskiej,,,,Szpital nr 1,,,48-340,,,,,,,,,,,,,,,,,,03148,,,,,,,,,0965341,,Głuchołazy,,,,,17.3854369,,,,,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej ZOZ w Głuchołazach,,,,,,,,,,,,,http://www.zoz.glucholazy.pl/,,,,,,,,,,hospital,,,,,,,,,,,,glucholazy.e-mapa.net,,,,50.3155926,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital nr 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6400149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.7528882,,hospital,,,,,,,
,,,,,,2,,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,Józefa Lompy,,,,Szpital nr 2,,,48-340,,,,,,,,,,,,,,,,,,11246,,,,,,,,,0965341,,Głuchołazy,,,,,17.3833807,,,,,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej ZOZ w Głuchołazach,,,,,,,,,,,,,http://www.zoz.glucholazy.pl/,,,,,,,,,,hospital,,,,,,,,,,,,glucholazy.e-mapa.net,,,,50.3019009,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital nr 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6400233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.7530821,,hospital,,,,,,,
,,,,,,,,,,3,,,,,,,,,,,,,,Szpital oddział zakaźny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4697083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.6448120,,yes,,,,,,,
,,,,,,3,,,,,,,,,,,,,,Koło Strzelnicy,,,,"Szpital ortopedyczny ""ORTOPEDICUM""",,,30-219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraków,,,,,19.8803494,,,,,,,,Ortopedicum,,,,,,,,,,,,,http://www.ortopedicum.pl/,,+48 12 425 3851,,,,,,,,hospital,,,,,,,,2,,,,,,,,50.0637818,,hospital,,,,,,,
,general,,,,,3,,,,,,,,,,,,,,Bartoszycka,,,,Szpital powiatowy im. Marii Skłodowskiej-Curie,,,11-100,,,,,,,,,,,,,,,,,,00821,,,,,,,,,0964732,,Lidzbark Warmiński,,,,,20.5909671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,emuia.gugik.gov.pl,,,,54.1258065,,yes,,,,,hospital,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital powiatowy w Pińczowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5298184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.5181714,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital powiatowy w Więcborku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4908429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.3553688,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital powiatowy w Wągrowcu,,,,,,,,,,,,,,,,,,,,,,,szpital@wagrowiec.pl,,,,,,,,,,,,,,17.2037411,,,,,,,,,,,,,,,,,,,,,http://szpitalwagrowiec.pl/,,+48 67 268 15 00,,,,,,,,hospital,,,,,,,,,,,,,,,,52.8176567,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital rejonowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5807023,,,,,,,,,,,,,,,,,,,,,http://szpitalwojewodzki.pl/mazowieckie/szpital-rejonowy-zwolen.html,,+48 676 2239,,,,,,,,hospital,,,,,,,,,,,,,,,,51.3553164,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpital specjalistyczny imienia Stefana Żeromskiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0474167,,,,,,,,,,,,,,,,,,,,,http://www.zeromski-szpital.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0636561,,,,,no,,,,
,,,,,,3,,,,,Starostwo Powiatowe w Nysie,,,+48 77 43 90 302,,,,,,Stanisława Staszica,,,,Szpital w Paczkowie im. Św. Jana Pawła II,,,48-370,,,,,,,,,,,,,,,,,,21071,,,,,,,,,0965855,,Paczków,,,,,17.0028333,,,,,,,,Zespół Opieki Zdrowotnej w Nysie,,,,,,,,,,,,,http://www.zoznysa.pl/,,+48 77 43 90 308,,,,,,,,hospital,,,,,,,,2,,,,paczkow.e-mapa.net,,,,50.4631834,,hospital,,,,,,,
,,,,,,7,,,,,,,,,,,,,,Traugutta,,,,Szpital w Słupcy,,,62-400,,,,,,,,,,,,,,,,,,,,biuro@szpital.slupca.pl,,,,,,,0949247,,Słupca,,,,,17.8706689,,,,,,,,,,,,,,,,,,,,,http://szpital.slupca.pl/,,+48 63 275 23 00,,,,,,,,hospital,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Słupcy,,,,,,,,,,,,52.2932784,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital w Wodzisławiu Śląskim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4609873,,,,,,,,,,,,,,,,,,,,,http://www.zoz.wodzislaw.pl,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0096933,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Śląski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6384851,,,,,,,,,,,,,,,,,,,,,http://szpital.netus.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.7461535,,,,,,,hospital,,
,,,,,,10,,,,,,,,,,,,,,Franciszka Żwirki i Stanisława Wigury,,,,Szpital Średzki,,,63-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Środa Wielkopolska,,,,,17.2852607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,52.2276352,,yes,,,,,,,
,,,,,,50,,,,,,,,,yes,,,,,Aleja Jana Pawła II,,,,Szpital Św. Wojciecha,,,80-462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,18.6129698,,,,,,,,Copernicus Podmiot Leczniczy Sp. z o. o.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.4040749,,,,,yes,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Świętej Anny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0256341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.0617724,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Świętej Anny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0338502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.3542771,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital Świętej Trójcy,,,,,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,19.6956636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.5394412,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,Bolesława Chrobrego,,,,Szpital św. Antoniego,,,57-200,,,,,,,,,,,,,,,,,,01742,,,,,,,,,0984692,,Ząbkowice Śląskie,,,,,16.8171632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,emuia.gugik.gov.pl,,,,50.5875696,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,Szpitalna,,,,Szpital św. Jerzego,,,72-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamień Pomorski,,,,,14.7774802,,,,,,,,EMC Szpitale,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.9698957,,,,,,,,,
,,,,,,31,,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,,,,Częstochowska,,,,Szpital św. Rocha,,,46-040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozimek,,,,,18.2198894,,,,,,,,,,,,,,,,,,,,,http://ozimek.emc-sa.pl/pl/szpital-sw-rocha,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.6816811,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Szpital św. Tadeusza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3784183,,,,,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej,,,,,,,,,,,,,https://spzoz.lukow.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.9251435,,,,,,,,,
,,,,,,,,,,,Poznań Ortofotomapa 2016,,,+48 61 623 34 98,,,,,,,,,,Szpital św. Wojciecha,,,,,,,,,,,,,,,,,,,,,,,rejestracja@szpitalswwojciecha.pl,,,,,,,,,,,,,,16.9926794,,,,,,,,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-16:00; Su off,,,,,,http://www.szpitalswwojciecha.pl/,,+48 61 623 31 11,,,,,,,,hospital,,,,Wielkopolskie Centrum Medyczne Spółka z ograniczoną odpowiedzialnością S.K.A.,,,,,,,,,,,,52.3626020,,,,,,,,,
,,,,,,1,,,,,,,,,,,,,,Seweryna Goszczyńskiego,,,,Szpital świętej Elżbiety,,,02-616,,,,,,,,,,,,,,,,,,05867,,,,,,,,,0918123,,Warszawa,,,,,21.0201984,,,,,,,,,,,,,,,,,,,,,https://szpitalse.pl/,,,,,,,,,,hospital,,,,Szpital świętej Elżbiety - Mokotowskie Centrum Medyczne,,,,,,,,mapa.um.warszawa.pl,,,,52.1955159,,,,,,,,,
,,,,,,,,,,,,,,,yes,,,,,,,,,Szpitalny Oddział Ratunkowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4087415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.4813910,,yes,,,,,,,
,,,,,,48,,,,,,,,,,,,,,Władysława Broniewskiego,,,,ULTRAMEDIC Centrum Medyczne,,,43-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielsko-Biała,,,,,19.0502748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.8160822,,,,,,,,,
,,,,,,,,,,,geoportal.gov.pl:ortofoto,,,,,,,,,,,,,Ujastek Grupa Neomedic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0691070,,,,,,,,,,,,,,,,,,,,,http://ujastek.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0819687,,,,,,,,,
,,,,,,4,,,,,,,,,,,,,,Montelupich,,,,Uniwersytecka Klinika Stomatologiczna,,,31-155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraków,,,,,19.9406579,,,,,,,,Uniwersytet Jagielloński,,,,,,,,,,,,,https://www.uks.com.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0737200,,yes,,,,,hospital,PL,
,,,,,,,,,,,,,,,yes,,,,,,,,,Uniwersytecki Szpital Dziecięcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9997597,,,,,,,,,,,,,,,,,,,,,https://www.szpitalzdrowia.pl/,,+48 12 658 20 11,,,,,,,,hospital,,,,,,,,,,,,,,,,50.0135884,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Uniwersytecki Szpital Dziecięcy w Lublinie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5599535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.2607470,,,,,,,,,
,,,,,,30,,,,,,,,,,,,,,Aleja Warszawska,,,,Uniwersytecki Szpital Kliniczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olsztyn,,,,,20.4692540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,53.7737975,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Uniwersytecki Szpital Kliniczny im. Jana Mikulicza-Radeckiego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0320947,,,,,,,,,,,,,,,,,,,,,http://www.usk.wroc.pl,,,Akademicki Szpital Kliniczny im. Jana Mikulicza-Radeckiego,,,,,,,hospital,,,,,,,,,,,,,,,,51.0727454,,,,,yes,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Uniwersytecki Szpital Kliniczny im. WAM - Centralny Szpital Weteranów,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4432056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7601882,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Uniwersytecki Szpital Kliniczny im. WAM – Centralny Szpital Weteranów,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4683742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7790809,,,,,,,,,
,,,,,,113,,,,,,,,,,,,,,Stefana Żeromskiego,,,,Uniwersytecki Szpital Kliniczny im. Wojskowej Akademii Medycznej,,,90-549,,,,,,,,,,,,,pl:Uniwersytecki Szpital Kliniczny nr 2 im. WAM w Łodzi – Centralny Szpital Weteranów,,,,,,,sekretariat@skwam.lodz.pl,,,,,,,,,Łódź,,,,,19.4477591,,,,,,,,,,,,,,,,,,,,,http://www.uskwam.umed.lodz.pl,,+48 42 6393424,,,,,,,,hospital,,,,,Q9366805,,,6,,,,,,,,51.7592927,,yes,,,yes,,,,
,,,,,,1,,,,,,,,,,,,,,Plac generała Józefa Hallera,,,,Uniwersytecki Szpital Kliniczny im. Wojskowej Akademii Medycznej,,,90-647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łódź,,,,,19.4372567,,,,,,,,,,,,,,,,,,,,,http://www.usk.umed.lodz.pl,,,,,,,,,,hospital,,,,,,,,4,,,,,,,,51.7681760,,yes,,,,,,,
,,,,,,22,,,,,,,,,,,,,,Doktora Stefana Kopcińskiego,,,,Uniwersytecki Szpital Kliniczny nr 1 im. N. Barlickiego. SPZOZ,,,90-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łódź,,,,,19.4826244,,,,,,,,,,,,,,,,+48 42 677 6950,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7748992,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Uniwersytecki Szpital Ortopedyczno Rehabilitacyjny w Zakopanem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9860094,,,,,,Kabeka,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.2871461,,,,,,,hospital,,
,,,,,,7,,,,,,,,,,,,,,Dębinki,,,,Uniwersyteckie Centrum Kliniczne,,,80-952,,,,,,,,,,,,,pl:Uniwersyteckie Centrum Kliniczne w Gdańsku,,,,,,,,,,,,,,,,Gdańsk,,,,,18.6263015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q9366804,,,,,,,,,,,54.3670961,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Uniwersyteckie Centrum Kliniczne im. prof. K. Gibińskiego Śląskiego Uniwersytetu Medycznego w Katowicach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0183410,,,,,,,,,,,,,,,,,,,,,http://www.okulistyka.katowice.pl/,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.2457764,,,,,,,,,
,tropical,,,,,,,,,,,,,,no,,,,,,,,,Uniwersyteckie Centrum Medycyny Morskiej i Tropikalnej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5474512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.4875288,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Utrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8344012,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,river,,,,,,,,,,52.1634680,,,,,,,,,
,,,,,,7,,,,,,,,,,,,,,Sanatoryjna,,,,Uzdrowiskowy Instytut Zdrowia,,,43-450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ustroń,,,,,18.8253442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,49.7218023,,yes,,,,,,,
,,,,,,8,,,,,,,,,,,,,,Juliusza Słowackiego,,,,Uzdrowiskowy Szpital Dziecięcy „Olszówka”,,,34-700,,,,,,,,,,,,,,,,,,20286,,,,,,,,,0962503,,Rabka-Zdrój,,,,,19.9704210,,,,,,,,,,,,,,,,,,,,,,,18 26 77 011,,,,,,,,hospital,,,,,,,,,,,,emuia.gugik.gov.pl,,,,49.6107654,,hospital,,,,,hospital,,
,,,,,,6,,,,,,,,,,,,,,Uniczowska,,,,VITA LONGA,,,40-748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katowice,,,,,18.9694461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,50.1759428,,,,,,,hospital,,
,,,,,,,,,,,,,,,,,,,,,,,,Vratislavia Medica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0292403,,,,,,,,,,,,,,,,,,,,,https://www.vratislavia-medica.pl/,,,Wrocławskie Centrum Rehabilitacji i Medycyny Sportowej,,,,,,,hospital,,,,"Vratislavia Medica, Szpital im. Św. Jana Pawła II",,,,,,,,,,,,51.1582036,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,WOPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9237751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.4440199,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,WSS Oddział Pulmonologiczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0258772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,54.4726532,,hospital,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,WSS im. M. Pirogowa. Ośrodek Szpitalny im. M. Madurowicza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4250496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,51.7524387,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Zalesie,,,,WSZPZO im. prof. Eugeniusza Wilczkowskiego,,,09-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gostynin,,,,,19.5037525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,52.4007754,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,Szpitalna,,,,WZZOZ Centrum Leczenia Chorób Płuc i Rehabilitacji w Łodzi,,,95-080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuszyn,,,,,19.5042929,,,,,,,,,,,,,,,,,,,,,http://www.centrumpluc.com.pl,,+48 42 614 37 96,,,,,,,,hospital,,,,,,,,,,,,EMUiA@iMPA (tuszyn.e-mapa.net),,,,51.6002138,,yes,,,,,,,
,,,,,,43,,,,,,,,,,,,,,Mikołaja Kopernika,,,,Warszawski Szpital Dla Dzieci,,,00-328,,,,,,,,,,,,,pl:Warszawski Szpital dla Dzieci,,,,,09282,,,,,,,,,0918123,,Warszawa,,,,,21.0193237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q9371216,,,,,,,mapa.um.warszawa.pl,,,,52.2376088,,yes,,,,,hospital,,
