health_facility:type,office,healthcare:speciality,building:part,social_facility,name:ca,addr:housenumber,created_by,name:de,source,emergency_telephone_code,addr:village,addr:street:ca,contact:website,fax,short_name:es,short_name,building:roof,leisure,municipio,addr:street,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,catastro:ref:street,addr:postcode,roof:material,name:etymology:wikidata,roof:orientation,source:geometry:date,name:eu,disused,name:es,int_name,designation,owner,loc_name,name:ast,description,network,lon,ine:municipio,access,mapillary,brand:wikidata,mappinggroup,ref,email,highway,entidad,barrier,contact:email,addr:province,roof:shape,building:use,addr:city:ca,air_conditioning,emergency,b5m:urlOrto,addr:city,building:cladding,toilets:wheelchair,building:facade:material,image,roof:colour,layer,height,lat,alt_name,operator,ele,brand:wikipedia,fee,area,opening_hours,contact:phone,addr:housename,parroquia,catastro:ref,start_date,website,entrance,nohousenumber,source:date,phone,source:data,old_name,smoking,architect,landuse,source:amenity,wheelchair,history,amenity,operator:type,source:geometry,addr:hamlet,addr:unit,source:opening_hours,building:level,wikidata,addr:street:es,sport,medical_system:western,addr:district,building:levels,note,phone_1,b5m:url,source:addr,building:material,fence_type,emergency_phone,b5m:id,short_name:gl,date,local_code,03_tr_E_ID,building:shape,building,building:colour,addr:city:es,roof:levels,addr:place,name:gl,building:levels:underground,healthcare,addr:country,urgency
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.7252157,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4565237,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.5362049,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3270804,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.1595320,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8486143,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,Calle Lavadera,,,,,Consultorio Médico,,,,09195,,,,,,,,,,,,,,,-3.7394001,,,,,,,,,,,,,,,,,no,,,,,,,,,,42.3019064,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-0.1012531,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7805572,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.5376673,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2119340,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.7032542,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4545611,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,45,,,,,,,,,,,,,,Calle Iglesia,,,,,Consultorio Médico,,,,37591,,,,,,,,,,,,,,,-6.4533581,,,,,,,,,,,,Salamanca,,,,,,,Zamarra,,,,,,,,40.5183633,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,ES,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.4139529,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5028258,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.4911615,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4536076,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-0.5023676,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3832287,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.6711440,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3214453,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.5861399,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8011196,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,37,,,,,,,,,,,,,,Calle la Iglesia,,,,,Consultorio Médico,,,,37510,,,,,,,,,,,,,,,-6.4566489,,,,,,,,,,,,Salamanca,,,,,,,Zamarra,,,,,,,,40.4725380,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,civic,,,,Villarejo,,,,ES,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.1816396,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5657605,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,civic,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.3588193,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4993579,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,civic,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.2396243,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5506962,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.5303706,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4998351,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,civic,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.4062483,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3956225,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.5770883,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4856090,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,civic,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.4119669,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3407478,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.6965783,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9084094,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-0.5805277,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3966127,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.7661348,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9887516,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.3914046,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7648985,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.2636623,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8991918,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.3036671,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9177348,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.2709838,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5033870,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,2,,,,,,,,,,,,,,civic,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-7.1721138,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2087539,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.0645298,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5212203,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,3,,,,,,,,,,,,,,civic,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.4797260,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9736865,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.2571939,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9528462,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,3,,,,,,,,,,,,,,Plaza de la Constitución,,,,,Consultorio Médico,,,,37497,,,,,,,,,,,,,,,-6.7020956,,,,,,,,,,,,Salamanca,,,,,,,Gallegos de Argañan,,,,,,,,40.6310391,,,,,,,,,,,,,,,,,+34 923 05 36 64,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,ES,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.5691536,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4319865,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.4276642,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7393453,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.7426505,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0486593,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.3886526,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8593954,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.7518321,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5472046,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.1226237,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9985835,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.5404619,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3899294,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.4270063,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0696556,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.4084264,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3798385,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.6431362,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1896558,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.4155936,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9617244,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.6264115,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7370350,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.6670676,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7263655,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-4.0007765,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8399798,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-4.9895022,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3549931,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.6974419,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2592052,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.7876521,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5100833,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.5503937,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9454965,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.1225037,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9104187,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.1839820,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1252131,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.8370174,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5779964,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-0.7475544,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0254894,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.8063825,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0543556,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.1948929,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5690043,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.3078451,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8918089,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.6407224,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8061094,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.8236152,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3111908,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-4.6135897,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2545174,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.6277725,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1734999,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.5852708,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3143817,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.1116795,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6332005,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.1004137,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6633793,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.4776373,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6886005,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.1354639,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6940443,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.6843129,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4925588,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.4985401,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0306621,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.6143739,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8496687,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.5491559,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9812142,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.7894862,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3656983,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-4.0668045,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1480555,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.0681202,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9136703,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-3.7786723,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3449959,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.2217756,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9116241,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.1663180,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3563392,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.5120579,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6124166,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.8124345,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0773906,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,13,,,,,,,,,,,,,,Calle Real,,,,,Consultorio Médico,,,,47162,,,,,,,,,,,,,,,-4.6390028,,,,,,,,,,,,Valladolid,,,,,,,Aldeamayor de San Martín,,,,,,,,41.5138505,,,,,,,Mo-Fr 09:00-15:00,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-4.7934371,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2129825,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-5.1560515,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8064456,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,,,Consultorio Médico,,,,,,,,,,,,,,,,,,,-6.1404931,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7085470,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,clinic,,
