comment,roof:levels,amenity,maxspeed,fence,healthcare:speciality,Inaltime,contact:website,roof:colour,internet_access:fee,USE,height,LEVELS,wikidata,alt_name,operator,ele,is_in,addr:housenumber,addr:postcode:source,note,emergency,designation,is_in:country,building:levels,opening_hours,is_in:city,addr:housename,created_by,name,access,source,lon,CLC:details,start_date,is_in:county,email,highway,website,PERIMETER,fax,name:ro,description,barrier,CLC:explanation,contact:phone,is_in:country_code,pre-CLC:landuse,is_in:state,phone,historic,old_name,lat,name:hu,fence_type,ID,addr:street,building,is_in:state_code,name:en,operator:type,addr:city,ENCLOSED_AREA,roof:shape,url,addr:postcode,wheelchair,addr:interpolation,source:geometry,name:etymology:wikidata,LMI,roof:orientation,healthcare,industrial,addr:country,internet_access
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Militar,,,27.5744181,,,,,,,,,,,,,,,,,,,,47.1734909,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,Spitalul militar,,,,46,,,,,Romania,,,Sibiu,,,Spitalul Militar de Urgențe “Dr. Alexandru Augustin” Sibiu,,,24.1390507,,,Sibiu,,,http://www.spitalmilitarsb.ro/,,,,,,,,RO,,,,,,45.7842809,,,,Bulevardul Victoriei,yes,,,,Sibiu,,,,550024,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,199,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,"Spitalul Militar de Urgență ""Dr. Aristide Serfioti""",,,28.0430112,,,,,,,,,,,,,,,,,,,,45.4509906,,,,Strada Traian,,,,,Galați,,,,800150,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,96,,,,,,,,,,,Spitalul Militar de Urgență Constanța,,,28.6515365,,,,,,,,,,,,,,,,,,,,44.1898705,,,,Bulevardul Mamaia,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,47,,,yes,,,,,,,,Spitalul Militar de Urgență „Dr. Ion Jianu”,,,24.8611518,,,,,,,,,,,,,,,,,,,,44.8647656,,,,Strada Negru Vodă,,,,,Pitești,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,no,,,,,,,,Spitalul Monza,,,26.1485609,,,,,,,,,,,,,,,,,,,,44.4390520,,,,,hospital,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,Spitalul Municipal,,,25.5438100,,,,,,,,,,,,,,,,,,,,47.5326974,,,,Strada Sirenei,yes,,,,,,,,,,all,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal,,,24.2939970,,,,,,,,,,,,,,,,,,,,46.3301232,,,,,hospital,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal,,,24.3562038,,,,,,,,,,,,,,,,,,,,46.1640984,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,2,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul Municipal,,,27.0507508,,,,,,,,,,,,,,,,,,,,45.3792600,,,,Strada Nicolae Bălcescu,,,,,Râmnicu Sărat,,,,125300,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal,,,22.3492329,,,,,,,,,,,,,,,,,,,,46.6694179,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Lugoj,,,Spitalul Municipal,,,21.8890667,,,,,,,,,,,,,,,,,,,,45.6931465,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal,,,26.0197179,,,,,,,,,,,,,,,,,,,,44.9317692,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,5,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,yes,,,,,,,,Spitalul Municipal,,,28.5880518,,,,,,,,,,,,,,,,,,,,43.8199347,,,,Strada George Emil Palade,yes,,,,Mangalia,,,,905500,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal,,,25.6015691,,,,,,,,,,,,,,,,,,,,46.7234476,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,Spitalul Municipal,,,25.5432236,,,,,,,,,,,,,,,,,,,,47.5324823,,,,Strada Sirenei,yes,,,,,,,,,,all,,,,,,,,
,,hospital,,,,,,,,,,,,,Health Ministery,,,,,,,,,,,,,,Spitalul Municipal,,,25.4577661,,,,,,,,,,,,,,,,,,,,44.9196511,,,,,yes,,,public,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal Aiud,,,23.7229517,,,,,,,,,,,,,,,,,,,,46.3076924,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal Anghel Saligny Fetesti,,,27.8272396,,,,,,,,,,,,,,,,,,,,44.4085079,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,general,,,,,,,,,,Ministerul Sânâtâții,,,5,,,yes,,,,,,,,Spitalul Municipal Calafat,,,22.9451648,,,,spitalcalafat@gmail.com,,http://spitalcalafat.ro/,,,,,,,,,,,0251230606,,,43.9945049,,,,Strada Traian,,,,,Calafat,,,,205200,,,,,,,,,,yes
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Municipal Clinicile Noi,,,21.2267758,,,,,,,,,,,,,,,,,,,,45.7600362,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,6-8,,,yes,,,,,,,,Spitalul Municipal Curtea de Argeș,,,24.6780480,,,,,,,,,,,,,,,,,,,,45.1497909,,,,Strada Cuza Vodă,,,,,Curtea de Argeș,,,,115300,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,Câmpina,117,,,yes,,Romania,,,,,,Spitalul Municipal Câmpina,,,25.7324997,,,,,,,,,,,,,,,,,,,,45.1279657,,,,Bulevardul Carol I,yes,,,,Câmpina,,,,105600,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Spitalul Municipal Dr. Alexandru Simionescu Hunedoara,,,19,,,yes,,,,,,,,Spitalul Municipal Dr. Alexandru Simionescu Hunedoara,,,22.9051789,,,,,,,,,,,,,,,,,,,,45.7505611,,,,Strada Victoriei,,,,,Hunedoara,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Municipal Dr. Aurel Tulbure,,,24.9586302,,,,,,,,,,,,,,,,,,,,45.8404604,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Municipal Fetesti,,,27.8275408,,,,,,,,,,,,,,,,,,,,44.4087321,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,28,,,,,,,,,,,Spitalul Municipal Filantropia,,,23.8256429,,,,,,,,,,,,,,,,,,,,44.3139433,,,,Strada Sărarilor,,,,,Craiova,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Municipal Gherla,,,23.9039300,,,,,,,,,,,,,,,,,,,,47.0243802,,,,,no,,,,Gherla,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Municipal Moinești,,,26.4882530,,,,,,,,,,,,,,,,,,,,46.4768969,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Municipal Moreni,,,25.6466378,,,,,,,,,,,,,,,,,,,,44.9780458,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal Motru,,,22.9737900,,,,,,,,,,,,,,,,,,,,44.8034758,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Municipal Odorheiu Secuiesc,,,25.2997939,,,,,,http://hospital-odorhei.ro/,,,Spitalul Municipal Odorheiu Secuiesc,,,,,,,,,,,46.3067846,Székelyudvarhelyi Városi Kórház,,,,,,,,Odorheiu Secuiesc,,,,535600,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,1,,,,,,,,,,,Spitalul Municipal Onești Sfântul Ierarh Doctor Luca,,,26.7645768,,,,,,http://www.spitalonesti.ro/,,,,,,,,,,,+40234323111,,,46.2556671,,,,Strada Perchiului,,,,,Onești,,,,601048,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,29,,,,,,,,,,,Spitalul Municipal Profesor Doctor Irinel Popescu,,,23.3481571,,,,,,,,,,,,,,,,,,,,44.0295699,,,,Strada Victoriei,,,,,Băilești,,,,205100,,,,,,,,,,
,,hospital,RO:urban,,,,,,,,,,,,,,,,,,,,,,,Salonta,,,Spitalul Municipal Salonta,,,21.6687814,,,,,,,,,,,,,,,,,,,,46.8040383,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal Satu Mare,,,22.8719044,,,,,,,,,,,,,,,,,,,,47.7985985,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Municipal Sebeș,,,23.5684148,,,,,,,,,,,,,,,,,,,,45.9510827,,,,,hospital,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,24/7,,,,Spitalul Municipal Sighetul Marmației,,,23.8776611,,,,,,,,,,,,,,,,,,,,47.9270876,,,,,,,Sighet City Hospital,,,,,,435500,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal Turda,,,23.7763439,,,,,,,,,,,,,,,,,,,,46.5796490,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Târgoviște,,,Spitalul Municipal Târgoviște,,,25.4575916,,,,,,,,,,,,,,,,,,,,44.9199663,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,3,,,,,,,,,,,Spitalul Municipal Urziceni,,,26.6485576,,,,,,,,,,,,,,,,,,,,44.7115072,,,,Strada Teilor,yes,,,,,,,,925300,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipal de Urgență,,,22.2273490,,,,,,,,,,,,,,,,,,,,45.4121002,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Municipla Codlea,,,25.4469717,,,,,,,,,,,,,,,,,,,,45.7024076,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Mârzescu,,http://www.pug-puz.ro/ ; legea544/2001,25.5965809,,,,,,,,,,,,,,,,,,,,45.6521855,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Ocna Mureș,,,23.8604145,,,,,,,,,,,,,,,,,,,,46.3794467,,,,,apartments,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orasenesc Covasna,,,26.1623109,,,,,,,,,,,,,,,,,,,,45.8439523,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,general;paediatrics;gynaecology;cardiology;internal,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orășenesc,,,24.5091982,,,,,,,,,,,,,,,,,,,,43.7735992,,,,Bulevardul Carpați,,,,,Corabia,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orășenesc,,,22.1689169,,,,,,,,,,,,,,,,,,,,45.8451529,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,35,,,,,,,,,,,Spitalul Orășenesc,,,26.3578738,,,,,,,,,,,,,,,,,,,,47.2071905,,,,,yes,,,,Târgu Neamț,,,,,,,,,,,,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,no,,,,,,,,Spitalul Orășenesc,,,24.2611988,,,,,,,,,,,,,,,,,,,,44.6594166,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,1,,,,,,,,,,,Spitalul Orășenesc,,Bing,21.6226628,,,,,,,,,,,,,,,,,,,,44.7267676,,,,Strada Sfânta Varvara,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orășenesc Balș,,,24.1144018,,,,,,,,,,,,,,,,,,,,44.3476232,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orășenesc Cugir,,,23.3625885,,,,,,,,,,,,,,,,,,,,45.8368809,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,yes,,,,,,,,Spitalul Orășenesc Gura Humorului,,,25.8892650,,,,,,,,,,,,,,,,,,,,47.5550911,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orășenesc Hațeg,,,22.9505373,,,,,,,,,,,,,,,,,,,,45.6107031,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,15,,,,,,,,,,,Spitalul Orășenesc Hârlău,,,26.8966852,,,,,,,,,,,,,,,,,,,,47.4313636,,,,Strada Bogdan Vodă,,,,,Hârlău,,,,705100,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,34,,,,,,,,,Spitalul Orășenesc Măcin,,Spitalul Orășenesc Măcin,,,28.1348757,,,,,,,,,,,,,,,,,,,,45.2455121,,,,Strada Mircea Vodă,yes,,,,,,,,825300,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orășenesc Nehoiu,,,26.3003905,,,,,,,,,,,,,,,,,,,,45.4196155,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Ministerul Sanatatii,,,50,,,,,,,,,,,Spitalul Orășenesc Segarcea,,,23.7438444,,,,,,,,,,,,,,,,,,,,44.0992131,,,,Strada Unirii,,,,public,Segarcea,,,,205400,,,,,,,hospital,,RO,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orășenesc Slănic,,,25.9395287,,,,,,,,,,,,,,,,,,,,45.2408451,,,,Aleea Spitalului,yes,,,,Slănic,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orășenesc Vălenii de Munte,,,26.0351795,,,,,,,,,,,fence,,,,,,,,,45.1774868,,,,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Orășenesc Ștei,,,22.4593181,,,,,,,,,,,,,,,,,,,,46.5355893,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,București,,,"Spitalul Panait Sârbu, Maternitate",,,26.0599761,,,,,,,,,,,,,,,,,,,,44.4498260,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Pelican,,,21.9161302,,,,,,,,,,,,,,,,,,,,47.0762803,,,,,yes,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Polizu,,,26.0807139,,,,,,,,,,,,,,,,,,,,44.4473175,,,,Strada Gheorghe Polizu,hospital,,,,București,,,,011012,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,49,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,București,,,Spitalul Prof. Dr. Constantin Angelescu,,,26.1127791,,,,,,,,,,,,,,,,,,,,44.4278136,,,,Aleea Căuzași,,,,,București,,,,030803,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Reghin,,,24.6948866,,,,,,,,,Spitalul Reghin,,,,,,,,,,,46.7820885,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Regina Maria,,,,,,,,,5,,,,,Spitalul Sfântul Constantin,,,25.6062565,,,,,,http://www.spitalulsfconstantin.ro/,,,,,,,,,,,,,,45.6512104,,,,,yes,,St. Constantin Hospital,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,5,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul Sfântul Sava Buzău,,,26.8227071,,,,,,http://www.spitalulsfsava.ro/,,,,,,,,,,,0238 712 607,,,45.1492302,,,,Strada Crizantemelor,,,,,Buzău,,,,120194,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul TBC,,,27.6630412,,,,,,,,,,,,,,,,,,,,46.2258245,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul TBC,,,24.7944380,,,,,,,,,Spitalul TBC,,,,,,,,,building,,46.2231891,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul TBC Sf Andrei,,,24.6907266,,,,,,,,,,,,,,,,,,,,45.1866880,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul TBC Titu Maiorescu,,,25.7840465,,,,,,,,,,,,,,,,,,,,44.1898270,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,2,,,,,,,,,,,Spitalul Tractorul,,,25.6076391,,,,,,,,,,,,,,,,,,,,45.6657220,,,,Strada Olteț,,,,,Brașov,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,Spitalul Militar Central,,,,134,,,yes,,,,,,,,Spitalul Universitar de Urgență Militar Central „Dr. Carol Davila”,,,26.0718695,,,,,,http://www.scumc.ro/,,,,,,,,,,,,,,44.4420564,,,,Calea Plevnei,,,,,București,,,,010905,,,,,,,hospital,,,
,,hospital,,,,,,,,,20,,,,,,,,,,,,,,,,,,Spitalul Vechi,,,26.2416549,,,,,,,,,,,,,,,,,,,,47.6380605,,,4784,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,20,,,,,,,,,,,,,,,,,,Spitalul Vechi,,,26.2414689,,,,,,,,,,,,,,,,,,,,47.6379436,,,4786,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,20,,,,,,,,,,,,,,,,,,Spitalul Vechi,,,26.2420041,,,,,,,,,,,,,,,,,,,,47.6374988,,,4785,,,,,,,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul Vișeu,,,24.4256596,,,,,,,,,,,,,,,,,,,,47.7100659,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spitalul clinic de copii ""dr. Victor Gomoiu""",,,26.1420128,,,,,,,,,,,,,,,,,,,,44.4331945,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,36,,,,,,,,,,,Spitalul clinic de ginecologie Dr. Ioan Aurel Sbârcea - Brașov,,"Bing, survey",25.5848622,,,,,,,,,,,,,,,,,,,,45.6405517,,,,Strada George Barițiu,yes,,,,Brașov,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,62,,,yes,,,,,Iași,,,Spitalul clinic de urgență pentru copii „Sfânta Maria”,,,27.6060470,,,,,,http://www.sfmaria-iasi.ro/,,,,,,,,,,,+40 232 264266,,,47.1598106,,,,Strada Vasile Lupu,,,,,Iași,,,,700309,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Boli Cronice și Geriatrie Sfântul Luca,,,26.1295504,,,,,,,,,,,,,,,,,,,,44.3838258,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Galați,,,Spitalul de Boli Infecțioase,,,28.0351359,,,,,,,,,,,,,,,,,,,,45.4660297,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Boli Infecțioase,,,28.0340118,,,,,,,,,,,,,,,,,,,,45.4651730,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,Lugoj,,,Spitalul de Boli Infecțioase,,,21.8873927,,,,,,,,,,,,,,,,,,,,45.6904245,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Boli Infecțioase,,,25.5975999,,,,,,,,,,,,,,,,,,,,45.6567340,,,,,yes,,,,,,,,,,,bing,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Boli Infecțioase,,,27.6705988,,,,,,,,,,,,,,,,,,,,46.2357028,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Boli Psihice Cronice Borșa,,,23.6558411,,,,,,,,,,,,,,,,,,,,46.9328793,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,Romania,,,Sibiu,,,Spitalul de Boli infecțioase (copii),,,24.1396102,,,Sibiu,,,,,,,,,,,RO,,,,,,45.7907001,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Bătrâni,,,24.5048595,,,,,,,,,,,,,,,,,,,,46.9116150,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,no,,,,,,,,Spitalul de Chimilogie,,,24.2956288,,,,,,,,,,,,,,,,,,,,45.2001425,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Copii Sfântul Nicolae,,,27.6705296,,,,,,,,,,,,,,,,,,,,46.2406856,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,1-3,,,,,,,,,,,Spitalul de Neurologie și Psihiatrie Carol Davila,,,23.5693592,,,,,,,,,,,,,,,,,,,,46.0694495,,,,FIXME,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Neuropsihiatrie,,,22.4652181,,,,,,,,,,,,,,,,,,,,46.5480368,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Neuropsihiatrie Săpoca,,,26.7455858,,,,,,,,,,,fence,,,,,,,,,45.2379591,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,296,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,Brăila,,,Spitalul de Obstetrică și Ginecologie,,,27.9727262,,,,,,,,,,,,,,,,,,,,45.2802820,,,,Bulevardul Independenței,,,,,Brăila,,,,810129,,,,,,,,,,
,,hospital,,,,,,,,,,,,,Spitalul Județean de Urgență Mavromati,,,6,,,yes,,,,,,,,Spitalul de Obstetrică și Ginecologie,,,26.6544283,,,,sog_bt@spitalulmavromati.ro,,http://www.spitalulmavromati.ro/,,,,,,,,,,,0231 584 017,,,47.7406388,,,,Bulevardul George Enescu,,,,,Botoșani,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,98-100,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul de Ortopedie MedLife,,survey,26.1279705,,,,,,,,,,,,,,,,,,,,44.4429344,,,,Bulevardul Ferdinand I,yes,,,,București,,,,021394,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,Romania,,,Sibiu,,,"Spitalul de Pediatrie ""Luther""",,,24.1474232,,,Sibiu,,,,,,,,,,,RO,,,,,,45.7930512,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,paediatrics,,,,,,,,,,,,,1,,,yes,,,10,,,,,Spitalul de Pediatrie Pitești,,,24.8655570,,,,,,,,,,,,,,,,,,,,44.8503574,,,,Bulevardul Eroilor,,,,,Pitești,,,,,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Pneumoftiziologie,,http://www.pug-puz.ro/ ; legea544/2001,25.5985618,,,,,,,,,,,,,,,,,,,,45.6523470,,,,,yes,,,,,,,,,,,,,,,,,,
,,hospital,,,pneumology,,,,,,,,,,Spitalul Județean de Urgență Mavromati,,,24,,,yes,,,,,,,,Spitalul de Pneumoftiziologie,,,26.6639864,,,,sesizari@pneumobt.ro,,http://www.pneumobt.ro/,,0231-584024,,,,,,,,,0231-584083,,,47.7351407,,,,Strada Trandafirilor,,,,,Botoșani,,,,710202,,,,,,,,,,yes
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Pneumoftiziologie,,,23.5524573,,,,,,,,,,,,,,,,,,,,47.6622537,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,pulmonology,,,,,,,,,,Ministerul Sănătății,,,117,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,"Spitalul de Pneumoftiziologie Galați, TBC",,,28.0436175,,,,"contact@pneumogalati.ro, spitalultbc@gmail.com",,https://pneumogalati.ro/,,,,,,,,,,,,,,45.4564206,,,,Strada Științei,,,,,Galați,,,,800189,,,,,,,hospital,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,București,,,Spitalul de Pneumoftiziologie Marius Nasta,,,26.0932848,,,,,,,,,,,fence,,,,,,,,,44.4066722,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,1,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,,,,Spitalul de Pneumoftiziologie Sfântul Ștefan,,survey,26.1052969,,,,,,,,,,,,,,,,,,,,44.4538434,,,,Strada Dinu Vintilă,yes,,,,București,,,,021101,,,,,,,,,,
,,hospital,,,psychiatry;child_psychiatry,,,,,,,,,,,,,,,,,,,,,,,,Spitalul de Psihiatrie,,,22.8717807,,,,,,,,,,,,,,,,,,,,47.7991135,,,,,hospital,,,,,,,,,,,,,,,,,,
,,hospital,,,psychiatry,,,,,,,,,,Spitalul Județean de Urgență Mavromati,,,116,,,yes,,,,,,,,Spitalul de Psihiatrie,,,26.6903534,,,,,,http://www.spitalpsihiatriebotosani.ro,,,,,,,,,,,,,,47.7329011,,,,Strada I.C. Brătianu,,,,,Botoșani,,,,710319,,,,,,,,,,
