shop,name:cy,healthcare:speciality,building:part,wikipedia:en,postal_code,source:outline,fhrs:structural,ref:seedcode,is_in,addr:housenumber,note,old:fhrs:id,man_made,electricity,created_by,pharmacy,source,is_in:town,capacity:disabled,health_specialty:physiotherapy,multipolygon,fhrs:local_authority_id,health_specialty:geriatrics,fax,survey:date,short_name,check_date,leisure,note:outline,historic,facebook,name:uk,motor_vehicle,source:area,smoothness,wikimedia_commons,addr:street,name:em,source:name,fixme,name:en,contact:fax,name,designation,addr:postcode,roof:material,addr:state,name:etymology:wikidata,fhrs:rating,disused,opening_hours:minor_injuries,health_specialty:renal_dialysis,amenity_1,Source,loc_name,description,healthcare:speciality:mental_health,not:addr:postcode,operational_status,wikipedia,minor_injuries_unit,access,fhrs:authority,alt_website,fhrs:confidence_management,email,highway,barrier,contact:email,addr:province,fhrs:id,roof:shape,specialism,insurance:health,source:geometry,addr:city,source:building,military,toilets:wheelchair,internet_access,drive_through,fhrs:businesstype,lon,contact:website,roof:colour,layer,private,height,lat,alt_name,fhrs:hygiene,operator,previous_name,fee,ref:university_of_cambridge,area,opening_hours,hospital,contact:phone,addr:housename,healthcare:speciality:rehabilitation,type,start_date,website,brand,telephone,phone,health_specialty:dentistry,old_name,smoking,disused:fhrs:id,addr:village,abandoned,note:wikidata,source:id,historic:operator,architect,wheelchair:description,dispensing,landuse,source:amenity,hospital:for,amenity,operator:type,reg_name,addr:suburb,surface,building:min_level,wikidata,source:postcode,addr:town,emergency,addr:district,building:levels,lit,FIXME,source:addr,ref:edubase,addr:full,fence_type,last_check,addr:county,source:addr:postcode,ref:charity,building,building:colour,fhrs:inspectiondate,name:gd,url,wheelchair,addr:place,outpatients,beds,healthcare,position,addr:country,operator:wikidata
,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,Irvinestown Road,,,,,,South West Acute Hospital,,BT74 6DN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enniskillen,,,,,,,-7.6414020,,,,,,54.3663052,,,Western Trust,,,,,,,02866382000,,,,,,,,028 6638 2000,,,,,,,,,,,,,,,,hospital,,,,,,Q28231997,,,yes,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South West Regional Laboratories,,BS2 8EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6009020,,,,,,51.4599627,,,Public Health England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS_OpenData_Streetview,,,,,,,,,,,,,,,,,,,,Tremona Road,,,,,,Southampton General Hospital,,SO16 6YD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southampton,,,,,,,-1.4344882,,,,,,50.9346335,General Hospital,,University Hospitals Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7569131,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southend University Hospital,,SS0 0RY,,,,,,,,,,,,,,,en:Southend University Hospital NHS Foundation Trust,,,,,,,,,,,,,,,,,,,,,,,0.6850417,,,,,,51.5547277,,,,,,,,,,+44 1702 435555,,,,,http://www.southend.nhs.uk/,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7569543,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper Shoreham Road,,,,,,Southlands Hospital,,BN43 6TQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shoreham-by-Sea,,,,,,,-0.2588555,,,,,,50.8408720,,,Western Sussex Hospitals NHS Foundation Trust,,,,,,,,Southlands Hospital,,,,https://www.westernsussexhospitals.nhs.uk/our-hospitals/southlands-hospital/,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7570897,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southmead Road,,,,,,Southmead Hospital,,BS10 5NB,,,,,,,,,,,,,,,en:Southmead Hospital,,,,,,,,,,,,,,,,Bristol,,,,,,,-2.5946593,,,,,,51.4992178,,,North Bristol NHS Trust,,,,,,,,,,,,https://www.nbt.nhs.uk/our-hospitals/southmead-hospital,,,+44 117 9505050,,,,,,,,,,,,,,,,hospital,,,,,,Q7570900,,,yes,,,,,,,,,,,,,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,Southport and Formby District General Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9804380,,,,,,53.6321327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30280717,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,,,,,,,Southwold Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6785048,,,,,,52.3293381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spa Medica eye clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5486665,,,,,,53.6830079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Watton Road,,,,,,Spire,,NR4 7TD,,,,,,,,,,,,,,,,,,,,,cservice-nw@spirehealthcare.com,,,,,647549,,,,,Norwich,,,,,,,1.2234582,,,,,,52.6267319,,,,,,,,,,,,,,,,,,+44 1603 456181,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.spirehealthcare.com/Norwich/,,,,,hospital,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impton Lane,,,,,,Spire Alexandra Hospital,,ME5 9PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chatham,,,,,,,0.5258305,https://www.spirehealthcare.com/spire-alexandra-hospital/,,,,,51.3279933,,,Spire Healthcare Group PLC,,,,,,,+44 1634 934245,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,Walderslade,,,,,,no,,,,,,,,,,,,,hospital,,,,,,,,,,,GB,
,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redland Hill,,,,,,Spire Bristol,,BS6 6UT,,,,,,,,,,,,,,,,,,,,,,,,,,310453,,,,,Bristol,,,,,,,-2.6150875,,,,,,51.4721551,The Glen Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,Redland,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croescadarn Road,,,,,,Spire Cardiff Hospital,,CF23 8XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardiff,,,,,,,-3.1419050,,,,,,51.5308293,,,,,,,,,,,Spire Cardiff Hospital,,,,https://www.spirehealthcare.com/cardiff/,,,+44 29 2054 2509,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spire Cheshire Hospital,,WA4 4LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5762991,,,,,,53.3371489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spire Cosmetic Surgery Clare Park Hospital,,GU10 5XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farnham,,,,,,,-0.8476951,,,,,,51.2250845,,,Spire Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,
,,general,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,Bath Road,,,,,,Spire Dunedin Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reading,,,,,,,-0.9854054,,,,,,51.4503583,,,Spire Healthcare,,,,,,,+44 118 958 7676,,,,,https://www.spirehealthcare.com/spire-dunedin-hospital/,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,surgery;psychiatry;dentistry;orthopaedics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Walburgas Road,,,,,,Spire Fylde Coast Hospital,,FY3 8BP,,,,,,,,,,,,,,,,,,,,,,,,,,140582,,,,,Blackpool,,,,,,,-3.0188787,,,,,,53.8267561,,,Spire,,,,,,,,,,,,https://www.spirehealthcare.com/spire-fylde-coast-hospital/,,,+44 1253 394 188,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spire Gatwick Park Hospital (Private),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1848551,,,,,,51.1675748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,OS OpenData StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,Spire Hospital Portsmouth,Private,PO9 5NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9554529,,,,,,50.8683025,,,,,,,,,,,,,,,https://www.spirehealthcare.com/spire-portsmouth-hospital,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jackson Avenue,,,,,,Spire Leeds Hospital,,LS8 1NT,,,,,,,,,,,,,,,,,,,,,,,,,,322000,,,,,,,,,,,,-1.5149117,,,,,,53.8315991,,,,,,,,,,,,,,,https://www.spirehealthcare.com/leeds/,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,Spire Leicester Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0786815,,,,,,52.6135292,,,,,,,,,,,,,,,https://www.spirehealthcare.com/leicester/,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,,,,,,,Spire Liverpool Hospital,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,-2.9245402,,,,,,53.3845830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spire London East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0448492,,,,,,51.5880097,,,,,,,,,,,,,,,https://www.spirehealthcare.com/roding/,,,,,Spire Roding Hospital,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spire Murrayfield Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2673733,,,,,,55.9446258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tollerton Lane,,,,,,Spire Nottingham Hospital,,NG12 4GA,,,,,,,,,,,,,,,,,,,,,,,,,,998076,,,,,,,,,,,,-1.0821379,,,,,,52.9185025,,,,,,,,,,,,,,,https://www.spirehealthcare.com/spire-nottingham-hospital/,,+441158280606,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spire Southampton Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4337051,,,,,,50.9300195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bath Road,,,,,,Spire Southbank Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Worcester,,,,,,,-2.2173451,,,,,,52.1815766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Picktree Lane,,survey,,,,Spire Washington Hospital,,NE38 9JZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunderland,,,,,,,-1.5594497,,,,,,54.8798109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakleigh Park North,,,,,,Springdene Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1681892,,,,,,51.6345967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawn Lane,,,,,,Springfield Hospital,,CM1 7GU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chelmsford,,,,,,,0.4845615,,,,,,51.7527105,,,Ramsay Health Care,,,,,,,,,,,,,,,+44 1245 952741,,,,,,,,,,,,,,,,hospital,private,,,,,,,,no,,,,,,,,,,,,,,,,,http://www.springfieldhospital.co.uk/,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springfield University Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1742543,,,,,,51.4347323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7580974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,,,,,,,Springwood Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8856748,,,,,,53.3642510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Albans City Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3438233,,,,,,51.7610433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q30292901,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Market Street,,,,,,St Andrew's Surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastleigh,,,,,,,-1.3524687,,,,,,50.9655729,,,,,,,,,,,St Andrew's Surgery,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Andrews Community Hospital,,,,,,,,,,,,,,,,,en:St Andrews Community Hospital,,,,,,,,,,,,,,,,,,,yes,,,,-2.8066733,,,,,,56.3271036,,,NHS Fife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7592438,,,no,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cliftonville Road,,,,,,St Andrews Hospital,,NN1 5DG,,,,,,,,,,,,,,,,,,,,,info@standrew.co.uk,,,,,,,,,,Northampton,,,,,,,-0.8765672,,,,,,52.2383724,,,,,,,,,,,,,,,http://www.standrewshealthcare.co.uk/,,,+44 1604 616000,,,,,,,,,,,,,,,,hospital,,,,,,Q60740184,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Ann's Road,,,,,,St Ann's Hospital,,N15 3TH,,,,,,,,,,,,,,,en:St Ann's Hospital,,,,,,,,,,,,,,,,London,,,,,,,-0.0926909,,,,,,51.5788988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q7592462,,,no,,,,,,,,,,,,,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,St Annes Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2275360,,,,,,53.3754219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Annes House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5637676,,,,,,50.8861087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SM3 9DW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Anthony's,,,,,,,,,,,,,,,,,"en:St. Anthony's Hospital, North Cheam",,,,,,,,,,,,,,,,,,,,,,,-0.2199891,,,,,,51.3794467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q16900532,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Aubyn Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8936750,,,,,,51.9182529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,Cobridge Road,,,,,,St Augustines Hospital,,ST1 5JP,,,,,,,,,,,,,,,,,,,,,,,,,,1083229,,,,,,,,,,,,-2.1886343,,,,,,53.0340135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,FHRS Open Data,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,approx-ish area,,,,,,,,,,,,,,,Barts,,,,,,,,,,,,,,,,,St Bartholomew's Hospital,,,,,,,,,,,,,,,,,en:St Bartholomew's Hospital,,,,,,,,,,,,,,,,,,,,,,,-0.1010907,,,,,,51.5178927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q164946,,,,,,,,,,,,,,,,,,,,,limited,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Bernards Hospital (West London Mental Health NHS Trust),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3498349,,,,,,51.5088427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,Spring Road,,,,,,St Catherine's Nursing Home,,SG6 3PR,,,,,,,,,,,,,,,,,,,,,,,,,,961342,,,,,Letchworth Garden City,,,,,,,-0.2315003,,,,,,51.9693940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,FHRS Open Data,,,,,Hertfordshire,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Catherines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0248002,,,,,,53.3808809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q65064867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Charles' Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2193030,,,,,,51.5225834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q27081429,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,701903,,,,,,,,,,,,,,,Plas Hyfryd,,,,St Davids Independant Hospital,,St Davids Independant Hospital,,LL21 9BG,,,,,,,,,,,,,,,,,,Denbighshire,,,,,,,,920886,,,,,Corwen,,,,,,,-3.3044479,,,,,,52.9845118,,,MHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Carrog,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blackshaw Road,,,,,,St George's Hospital,,SW17 0QT,,,,,,,,,,,,,,,en:St George's Hospital,,,,,,,,,,,298392,,,,,London,,,,,,,-0.1740975,http://www.stgeorges.nhs.uk,,,,,51.4287410,,,,,,,,,,+44 20 86721255,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q3495316,,,yes,,,,,FHRS Open Data,,,,,,,,,,,,,,,,1300,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St George's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6807642,,,,,,55.1764580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,NPE/Local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,St George's Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1121945,,,,,,52.8126501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Georges Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5591108,,,,,,53.2440816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1A,,,,,,,,,,,,,,,,,,,,,,,,,,,Nelsons Lane,,,,,,St Helen's Rehabilitation Hospital,,YO24 1HD,,,,,,,,,,,,,,,,,,,,,,,,,,245686,,,,,York,,,,,,,-1.1052069,,,,,,53.9437401,,,York NHS Trust,,,,,,,,,,,,https://www.yorkhospitals.nhs.uk/our-hospitals/st-helens/,,,+44 1904 724626,,,,,,,,,,,,,,,,hospital,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,rehabilitation,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St James' Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,-1.0516236,,,,,,50.7939915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q65058975,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Joseph's Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0116803,,,,,,53.5082217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,704153,,,,,,,,,,,,,,,Upper Denbigh Road,,,,St Kentigern Hospice,,St Kentigern's Hospice,,LL17 0RS,,,,,,,,,,,,,,,,,,Denbighshire,,,,,,,,921716,,,,,St Asaph,,,,,,,-3.4348854,,,,,,53.2514366,,,,,,,,,,,H M Stanley Hospital,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Leonards hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8570693,,,,,,50.8174173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,,,,,,,St Luke's Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2172098,,,,,,51.7572759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,,,,,,,,,,,,,,,St Lukes Hospice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4512459,,,,,,51.5617099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Lukes Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.6530242,,,,,,54.3641071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Q65043116,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Lukes Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9312308,,,,,,52.4860993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Margaret's Hospital,,PH3 1JH,,,,,,,,,,,,,,,,,,,,,,,,,,924259,,,,,Auchterarder,,,,,,,-3.7192729,,,,,,56.2942687,,,,,,,,,,,,,,,https://www.nhstayside.scot.nhs.uk/GoingToHospital/OurPremisesA-Z/StMargaretsHospital/index.htm,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
