health_facility:type,shop,office,healthcare:speciality,OGD-Stmk:ARZTNR,description:de,health_specialty:ophthalmology,insurance:OEDA,addr:housenumber,description,addr:state,name:de,source,addr:village,addr:conscriptionnumber,healthcare:speciality:de,insurance:BVA,fax,at_bev:addr_date,emergency,contracts,historic,addr:street,fixme,contact:fax,addr:city,designation,addr:postcode,roof:material,insurance:SVA,health_specialty:surgery,insurance:VA,int_name,owner,full_name,insurance,phone_1,insurance:KFAW,wikipedia,insurance:KFAG,ref,email,source:housenumber,contact:email,contact:phone1,roof:shape,doctors,health_specialty:internal_medicine,general_medicine,health_specialty:general,health_person:type,health_specialty:radiology,toilets:wheelchair,source_ref,origin,lon,contact:website,roof:colour,lat,alt_name,building:roof:shape,source_1,operator,insurance:GKK,short_name,opening_hours,contact:phone,addr:housename,name,contact:mobile,OGD-Stmk:OBJECTID,start_date,website,phone,old_name,smoking,url,dispensing,landuse,amenity,addr:suburb,wikidata,medical_system:western,addr:district,building:levels,image,note,source:addr,building:material,addr:full,health_specialty:massage_therapy,min_height,health_specialty:orthopaedics,date,building,building:colour,health_specialty:optometry,wheelchair,addr:place,healthcare,addr:country
,,,general,,,,,293a,Praxis für Allgemeinmedizin mit Hausapotheke,,,,,,,,,,,,,Weidach,,,Leutasch,,6105,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1584103,,,47.3696608,,,,,,,"Mo08:30–12:00,17:00–19:00; Tu08:30–12:00; We08:30–12:00,17:00–19:00; Th08:30–12:00; Fr08:30–12:00,17:00–19:00",,,Dr. Oswald Heis,,,,,+43 5214 6910,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,,,,,,41,,,,,,,,,,2016-10-02,,,,Leonsteinerstraße,,,Grünburg,,4592,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2355143,,,47.9093956,,,,,,,,,,Dr. Otmar Eckhart,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,17,,,,,,,,,,2016-10-02,,,,Brucknerweg,,,Frankenburg am Hausruck,,4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4876187,,,48.0699164,,,,,,,,,,Dr. Ottinger Franz,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6133933,,,48.0463675,,,,,,,,,,Dr. Panhofer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,6,,,,"plan.at 2009,geoimage.at",,,,,,,,,,Hauptstraße,,,,,2404,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8609396,,,48.1119126,,,,,,,,,,Dr. Paula Schmied,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,general,,,,,49,,,,geoimage.at,,,,,,,,,,Neubaugasse,,,Sankt Andrä am Zicksee,,7161,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9466696,,,47.7877348,,,,,,,,,,Dr. Payrich - Prakt. Arzt,,,,,,,,,,,doctors,,,,,,,,,,"Neubaugasse 49, 7161 St.Andrä am Zicksee",,,,,house,,,,,,
,,,,,,,,2,,,,,,,,,,2017-04-07,,,,Pantaleoner Straße,,,St. Pantaleon,,5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8930402,,,48.0110122,,,,,,,,,,Dr. Permanschlager,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,paediatrics,,Kinderarzt,,,25,,,,,,,,,,2018-10-01,,,,Grazer Straße,,,Güssing,,7540,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3197061,,,47.0475883,,,,,,,,,,Dr. Peter Arends,,,,,,,,,,,doctors,,,,,,,,,,,,,,,house,,,,,doctor,AT
,,,general,3979.0,,,yes,160,,,,Land Steiermark - data.steiermark.gv.at,,,Arzt für Allgemeinmedizin,yes,,,,,,,,+43 3173 4033,Ratten,,8673,,yes,,yes,,,,"BVA, GKK, KFAG, KFAW, SVA, OEDA, VA",,yes,,yes,,,,,,,,,,,,,,,,15.7236422,,,47.4852220,,,,,yes,,,+43 3173 2444,,Dr. Peter Fuchs,,1990,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,Kirchenviertel,doctor,AT
,,,,,,,,592,,,,,,,,,,,,,,Juns,,,Tux,,6293,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7153430,,,47.1406563,,,,,,,"Mo-Th 08:00-12:00,16:00-18:00; Fr 08:00-12:00",,,Dr. Peter Peer,,,,https://www.dr-peer.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,1,,,,geoimage.at,,,,,,,,,,Ulmenweg,,,Ansfelden,,4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2936055,,,48.2247482,,,,,,,"Mo 07:30-11:30, 14:00-17:00; Tu 07:30-11:30; We 16:00-18:00; Th 07:30-11:00; Fr 07:30-11:00",,,Dr. Petra Steinhart,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5552431,,,47.5031629,,,,,,,,,,Dr. Pfefferkorn,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9585674,,,47.9027549,,,,,,,,,,Dr. Pils,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,,,,,,39,,,,,,,,,,,,,,Karl-Schwed-Gasse,,,Wien,,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2800900,,,48.1580674,,,,,,,"Mo 08:00-09:00 ""Nur Blutabnahme"" || Mo 15:00-19:00; Tu 11:00-15:00; We-Th 08:00-12:00; Fr 12:00-15:00",,,Dr. Reinhard Smutny,,,,http://www.dr-smutny.at/,+43 1 887 36 53,,,,,,doctors,,,,,,,,,,,,,,,office,,,yes,,,AT
,,,internal,,,,,7,,,,,,,,,,,,,,Neustiftstraße,,,Frauenkirchen,,7132,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9223415,,,47.8374867,,,,,,,,,,Dr. Reinhold Fasching,,,,,0043 2172 289 70,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,
,,,,,,,,18,,,,,,,,,,,,,,Alhartinger Weg,,,Leonding,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2461157,,,48.2818557,,,,,,,,+43732672611,,Dr. Reinhold Függer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,house,,,,,,AT
,,,,,,,,29,,,,,,,,,,,,,,Herzogstraße,,,Leonding,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2544966,,,48.2491673,,,,,,,,+43 664 5145199,,Dr. Renate Thiele,,,,,,,,,,,doctors,,,,,,,Allgemeinmedizin,,,,,,,,house,,,,,,AT
,,,,,,,,32,,,,,,,,,,,,,,Steingarten,,,Schönau im Mühlkreis,,4274,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7276171,,,48.4001780,,,,,,,"Mo 08:00-12:00, 17:00-19:00; Tu 17:00-19:00; We, Th, Fr 08:00-12:00",+43 7261 72047,,Dr. Richard Winklehner,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,13,,,,geoimage.at,,,,,,,,,,Altbauerstraße,,,Ansfelden,,4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2923495,www.dr-lanzersdorfer.at,,48.2250672,,,,,,,,+43 676 7400980,,Dr. Roland Lanzersdorfer,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,4,,,,,,,,,,,,,,Pürrergasse,,,Katzelsdorf an der Leitha,,2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2711044,,,47.7812179,,,,,,,,,,Dr. Rudlof Bogad,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,368,,,,geoimage.at,,,,,,2017-10-01,,,,,,,Andelsbuch,,6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8950106,,,47.4112452,,,,,,,,,,Dr. Rudolf Rüscher,,,,http://www.dr-ruescher.at,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,Hof,,AT
,,,,,,,,13,,,,,,,,,,,,,,Dietrichsteinerstraße,,,Faak am See,,9583,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9121290,,,46.5667843,,,,,,,,,,Dr. Rudolf Staudacher,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,3539.0,,,,24,,,,Land Steiermark - data.steiermark.gv.at;geoimage.at,,,Arzt für Allgemeinmedizin,yes,,2017-04-07,,,,Brucker Straße,,+43 3124 224444,Gratkorn,,8101,,yes,,yes,,,,"BVA, GKK, KFAG, SVA, VA",,,,yes,,,,,,,,,,,,,,,,15.3353093,,,47.1354966,,,,,yes,,,+43 3124 22444,,Dr. Salam Jabbour,,1065,,,,,,,,,doctors,Kirchenviertel,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,physician,,,,,,1,,,,bing,,,,,,,,,,Hartbergerstraße,,,Buchkirchen,,4611,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0191563,,,48.2237144,,,,,,,"Mo,Tu 07:00-11:00; We 07:00-11:00,17:00-19:00; Th 07:00-09:00; Fr 07:00-11:00,15:00-17:00",,,Dr. Sandra Michaela Brunner,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,123,,,,,,,,,,2017-10-01,,,,,,,Gemeinde Zwettl-Niederösterreich,,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1625611,,,48.6720830,,,,,,,,,,"Dr. Schmid Bernhard, prakt. Arzt",,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,Großglobnitz,doctor,AT
,,,general;surgery,,,,,33,,,,GeoImage.at,,,,,,,,,,Schubertviertel,,,Sankt Valentin,,4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5286975,,,48.1729118,,,,,,,,,,Dr. Schnopfhagen-Matura,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5563660,,,48.2369942,,,,,,,,,,Dr. Schultes,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,14,,,,geoimage.at;engerwitzdorf.gv.at,,,,,,,,,,Kreuzfeld,,,Schweinbach,,4209,,,,,,,Dr. Gottfried Schuster,,,,,,,,,,,,,,yes,,,,,,,14.4175507,,,48.3412943,,,,,,,"Mo,Th,Fr 08:00-12:00; Tu 08:00-12:00,17:00-19:00; Sa 08:00-10:00",,,Dr. Schuster,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,35,,,,,,,,,,,,,,Richtstraße,,,Villach,,9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8441234,,,46.5964335,,,,,,,,,,Dr. Schwaiger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,,,,,photograph + knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,http://wiki.openstreetmap.org/index.php/User:Han013/Bezau,,9.8940563,,,47.3790507,,,,,,,,,,Dr. Schwarzmann,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,,
,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4468010,,,48.2159664,,,,,,,,,,Dr. Schöninger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,Kristein,,
,,,,,,,,2,,,,,,,,,,2017-10-01,,,,Josef-Marx-Gasse,,,Ferlach,,9170,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3015219,,,46.5243180,,,,,,,,,,Dr. Sereinigg,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,4104.0,,,yes,144,,,,"local_knowledge, Land Steiermark - data.steiermark.gv.at",,,Arzt für Allgemeinmedizin,yes,,2019-10-01,,,,,,+43 3583/22494,Sankt Georgen ob Judenburg,,8756,,yes,,yes,,,,"BVA,GKK, KFAG, KFAW, OEDA, SVA, VA",,yes,,yes,,,,dr.wess@wess.at,,,,,,,,,,,,14.4980691,,,47.2087954,,,,,yes,,"Mo,Fr 08:00-12:00; Tu 08:00-12:00,17:00-18:00; We 08:00-12:00,18:00-19:00; Th 08:00-10:00",+43 3583 2249,,Dr. Siegfried Wess,,2239,,http://www.wess.at/,+43 35 83 - 22 49,,,,,,doctors,,,,Murtal,2,,,,,,,,,,yes,,,,Sankt Georgen ob Judenburg,doctor,AT
,,,,,,,,11,,,,,,,,,,,,,,Adalbert Stifter-Gasse,,,Deutsch-Wagram,,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5956035,,,48.3148250,,,,,,,,,,Dr. Smoliner,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,108,,,,,,,,,,,,,,Baderplatz,,,Hallstatt,,4830,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6496391,,,47.5619081,,,,,,,,,,Dr. Sonja Gapp,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,1,,,,,,,,,,,,,,Johann-Strauß-Straße,,,Vöcklamarkt,,4870,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4869880,,,47.9985266,,,,,,,,,,Dr. Spießberger Johannes,,,,,+43 7682 2322,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,11,,,,geoimage.at,,,,,,2016-10-02,,,,Bachweg,,,Frankenburg am Hausruck,,4873,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4933962,,,48.0662439,,,,,,,,,,Dr. Stadlmayr,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,no,,,AT
,,,general,,,,,14,Gemeindearzt,,,,,,,,,,,,,Sulzhofen,,,Sulz,,6832,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6531241,,,47.2901036,,,,,,,"Mo,Th 07:30-11:00; 14:00-16:00; Tu 07:30-11:00; 16:30-18:30; Fr 07:30-11:00; We off",,,Dr. Stefan Walser,,,,,,Dr. Jürgen Tschannett,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,31a,,,,,,,,,,,,,,Bifangstraße,,,Feldkirch,,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5895536,http://www.drsteinhauser.at,,47.2547291,,,,,,,,+43 5522 84008,,Dr. Steinhauser,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,63,,,,,,,,,,,,,,Rudolf-Waisenhorn-Gasse,,,Wien,,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2700800,,,48.1409400,,,,,,,,,,Dr. Susanne Natiesta,,,,http://www.beautydoc.at,+43 699 10089876,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,17,,,,geoimage.at,,,,,,,,,,Traidersbergstraße,,,Sankt Peter-Freienstein,,8792,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0297903,,,47.3961791,,,,,,,Mo 12:00-16:00; Tu 07:30-12:30; We 13:00-16:00; Th-Fr 08:00-12:00,,,Dr. Susanne Scholtes- Domian,,,,,+43 3842 25 3 90,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,145,,,,,,,,,,,,,,Hauptstraße,,,Bad Aussee,,8990,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7838405,,,47.6100203,,,,,,,,,,Dr. Thomas Fitz,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,836,,,,,,,,,,2017-10-01,,,,,,+43 5512 3677 17,Schwarzenberg,,6867,,,,,,,,,,,,,,,,hollenstein.thomas@gmx.net,,,,,,,,,,,,9.8595348,http://www.familiendoktor.at,,47.4129022,,,,,,,"Mo 08:00-11:30, 18:00-20:00; We 08:00-11:30; Th 08:00-11:30, 18:00-19:00; Fr 08:00-11:30",+43 5512 3677,,Dr. Thomas Hollenstein,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,Seemoos,doctor,AT
,,,,,,,,31,,,,,,,,,,,,,,Reutelestraße,,,Hard,,6971,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6826288,,,47.4834183,,,,,,,,,,Dr. Thomas Horvath,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,3044.0,,,,10,,,,Land Steiermark - data.steiermark.gv.at,,,Arzt für Allgemeinmedizin,yes,,,,,,Fabrikstraße,,+43 3842 81050,Niklasdorf,,8712,,yes,,yes,,,,,,,,,,,,dr.mosing@gmx.at,,,,,,,,,,,,15.1556451,,,47.3975638,,,,,yes,,"Mo-Th 08:00-12:00,17:00-19:00; Tu 08:00-12:00; Fr 08:00-10:00",+43 3842 81050,,Dr. Thomas Mosing,,2126,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7839871,,,47.6083809,,,,,,,,,,Dr. Thomas Preimesberger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,doctor,
,,,general,,,,,17,,,,,,,,,,,,,,,,,,de:Allgemeinmedizin,8454,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4020231,,,46.6776551,,,,Dr. Armin & Isabella Tockner,,,"Mo,Th 08:00-12:00; Tu off; We,Fr 8:00-12:00, 18:00-19:00; Sa 8:00-11:00",,,Dr. Tockner,,,,,+43 3455 6464,,,,,,doctors,,,,,,,"Dr. Armin Tockner und Dr. Isabella Tockner, Praktischer Arzt, Allgemeinmedizin",,,,,,,,public,,,,Hauptplatz,,
,,,,,,,,306,,,,basemap.at 2016,,,,,,2017-04-07,,,,Sportplatzstraße,,,Paternion,,9710,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6651395,,,46.7021931,,,,,,,,,,Dr. Tragatschnig,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,physician,general,,,,,2b,,,,http://www.docfinder.at/arzt/allgemeinmedizin/2371-hinterbruehl/dr-ursula-huber-25197_1,,,,,,,,,,Parkstraße,,,Hinterbrühl,,2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2507461,,,48.0865429,,,,,,,,,,Dr. Ursula Huber,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
office,,,ophthalmology,,,yes,,28,,,,Bing,,,,,,,,,,Moriz-Schadek-Gasse,,,,,3830,,,trained,,,,,,,,,,,,,,,,,,,,,,,,,15.2841393,,,48.8127765,,,,,,,,,,Dr. Veonika König,,,,,,,,,,,doctors,,,yes,,,,,,,,,,,,yes,,yes,,,doctor,
,,,general,,,,,8,"Arzt für Allgemeinmedizin, alle Kassen, Hausapotheke",,,website,,,,,,,,,,Neubaustraße,,+43 2637 23224,Grünbach am Schneeberg,,2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9844273,,,47.7990861,,,,,,,"Mo,Tu,We,Fr 08:00-10:00; Mo,We,Fr 14:30-16:30",+43 2637 2322,,Dr. Weber,,,,https://www.ordination-drweber.at/,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,general,,,,,169,,,,,,,,,,,,,,,,,Weitersfeld,,2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8133024,,,48.7825626,,,,,,,,,,Dr. Weinlich,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,19,,,,,Pierbach,,,,,,,,,Dorfstraße,,,Pierbach,,4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7571624,,,48.3479617,,,,,,,"Mo,Tu,Th,Fr 08:00-12:00,18:00-19:00;Sa 08:00-09:00",+43 7267 82430,,Dr. Weitersberger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,limited,,doctor,AT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0798123,,,48.5629612,,,,,,,,,,Dr. Werner Hladik,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,no,,doctor,
,,physician,,,,,,6,,,,geoimage.at,,,,,,,,,,Johann-Paul-Gruber-Weg,,,Zirl,,6170,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2456565,,,47.2708805,,,,,,,,,,Dr. Wildner Michael,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,,,,,,12,,,,survey,,,,,,,,,,Salzleckerstraße,,+43 6415 7666,Schwarzach im Pongau,,5620,,,,,,,,,,,,,,,,jordan.kontaktlinsen@sbg.at,,,,,,,,,,,,13.1520049,,,47.3208604,,,,,,,,+43 6415 4244,,Dr. Wilhelm Jordan,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,3,,,,,,,,,,,,,,Lindenweg,,,Wundschuh,,8142,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4521205,,,46.9278399,,,,,,,,,,Dr. Willibald Stulnig,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,doctor,AT
,,,gynaecology,,,,,6,,,,,,,,,,,,,,Schulstraße,,,Kremsmünster,,4550,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1271573,,,48.0513355,,,,,,,We 17:00-20:00; Fr 15:00-18:00,,,Dr. Wolfgang Aschauer;FA für Frauenheilkunde und Gynäkologie;Wahlarzt,,,,,+43-7583-8420,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,1/2,,,,,,,,,,,,,,Kariglstraße,,,Leonding,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2556938,,,48.2766423,,,,,,,,+43 732 670202,,Dr. Wolfgang Hehenwarter,,,,,,,,,,,doctors,,,,,,,Innere Medizin,,,,,,,,apartments,,,,,,AT
,,,,,,,,7,,,,,,,,,,,,,,Grieskirchner Straße,,,Wels,,4600,,,,,,,,,,,,,,,,,,,Arzt für Allgemeinmedizin,,,,,,,,,14.0245991,,,48.1690660,,,,,,,,,,Dr. Wolfgang Niedermair,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,25,,,,,,,,,,,,,,Bahngasse,,,Oberpullendorf,,7350,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5057730,,,47.4945905,,,,,,,,,,Dr. Wolfgang Schuller,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,6,,,,,,,,,,,,,,Winkelstraße,,,Leonding,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2429764,,,48.2699851,,,,,,,,+43732673604,,Dr. Wolfgang Wurdinger,,,,,,,,,,,doctors,,,,,,,Unfallchirurchie,,,,,,,,house,,,,,,AT
,,,,,,,,5,,,,,,,,,,2017-10-01,,,,Dollichgasse,,,Ferlach,,9170,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3041897,,,46.5276177,,,,,,,,,,Dr. Wutti,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7731707,,,46.8315302,,,,,,,,,,Dr. Zanier Peter,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,22,,,,geoimage.at,,,,,,,,,,,,,Mallnitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1700906,,,46.9887247,,,,,,,,,,Dr. med. Christian Schroth,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,
,,,,,,,,27,,,,,,,,,,2018-10-01,,,,Zellerstraße,,,Bruck an der Großglocknerstraße,,5671,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8215245,,,47.2885057,,,,,,,,,,Dr. med. Peter Laszloffy,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,2,,,,,,,,,,,,,,Dorfplatz,,,Klaffer am Hochficht,,4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8802353,,,48.6955141,,,,,,,Mo-Tu 08:00-12:00;Th 17:00-19:00;Fr 08:00-12:00;Sa 08:00-10:00,,,Dr. med. Stefan Rebhandl,,,,,07288/6504,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,307,,,,basemap.at 2013,,,,,,2017-04-07,,,,Sporerweg,,,Millstatt am See,,9872,,,,,,,,,,,,,,,basemap.at,,,,,,,,,,,,,13.5586344,,,46.8123757,,,,,,,,,,Dr. med. Thomas Wolf,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,,,,,,145,,,,geoimage.at,,,,,,,no,,,Königsboden,,,,,6752,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0017894,,,47.1239115,,,,,,,,,,Dr. med. Winfried Burtscher,,,,,,,,,,,doctors,,,,,,,,,,,,,,,residential,,,,,,AT
,,,,,,,,12,,,,basemap.at; geoimage.at,,,,,,,,,,Marktplatz,,,Ulmerfeld,,3363,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8254494,,,48.0781111,,,,,,,,,,Dr. med. univ Renate Wurm,,,,,,,,,,,doctors,,,,,,,,,,,,,,,residential,,,limited,,,AT
,,,,,,,,4,,,,basemap.at,,,,,,,,,,Schloßstraße,,+437475535504,Hausmening,,3363,,,,,,,,,,,,,,,,service@weinhart.at,,,,,,,,,,,,14.8190072,www.weinhart.at,,48.0760928,,,,,,,Mo-Fr 07:30-11:30; Tu off,+437475535500,,Dr. med. univ. Josef Weinhart,,,,,,,,,,,doctors,,,,,,,Praxis für Allgemeinmedizin,,,,,,,,yes,,,no,,,AT
,,,,,Arzt für Allgemeinmedizin,,,48,,,,local inspection,,,,,,,,,,Wilhelm-Vogl-Straße,check position,,Amstetten,,3363,,,,,,,,,,,,,,,,neufurth@drheger.at,,,,,,,,,,,,14.8118647,http://www.drheger.at,,48.0818714,,,,,,,Mo-We 07:15-12:15; Th 13:30-18:30; Fr-Su off,+43 7475 52372,,Dr. med. univ. Werenfrid Heger,,,,,,,,,,,doctors,Neufurth,,,,,,,,,,,,,,house,,,,,,AT
,,,,,,,,3,,,,,,,,,,,,,,Kranholzstraße,,,Kirchberg-Thening,,4062,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1571035,,,48.2567226,,,,,,,,,,Dr. Übeleis,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,,,,AT
,,,gynaecology;acupuncture,,,,,3,,,,,,,,,,,,,,Raiffeisenplatz,,,Pöggstall,,3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2017394,,,48.3179600,,,,,,,,,,Dr.Buchegger,,,,,,,,,,,doctors,,,,,,,,,,,,,,,yes,,,yes,,,
