shop,operational_status,office,building:part,contact:postcode,payment:cash,postal_code,source:addr:housenumber:ref,ref:FR:FINESS,roof:orientation:compass,is_in,addr:housenumber,note,payment:debit_cards,name:de,source,virtuous,fax,indoor,source:amenity,ref:FR:SIREN,ref:FR:SIRET,historic,facebook,FID,contact:fax,currency:EUR,addr:street,bmo:type,source:name,fixme,name:en,vending,name,wheelchair:description,level,type:FR:FINESS,addr:postcode,roof:material,payment:credit_cards,roof:orientation,source:geometry:date,ref:mhs,disused,level:ref,payment:mastercard,fuel:lpg,roof:height,source:architect,payment:american_express,description,payment:maestro,fuel:diesel,since,wikipedia,payment:cheque,brand:wikidata,source:heritage,ref,email,ref:FR:prix-carburants,source:geometry,contact:email,addr:unit,name:br,roof:shape,building:use,wall,fuel:e10,payment:visa_electron,addr:city,source:building,payment:visa_debit,building:roof:colour,payment:cards,drive_through,source:ref:FR:FINESS,lon,contact:website,survey:date,layer,height,entrance:step:height,alt_name,building:roof:shape,source_1,operator,contact:city,brand:wikipedia,area,compressed_air,opening_hours,contact:phone,addr:housename,ref:FINESS,source:name:br,heritage,hgv:lanes,start_date,website,noname,contact:housenumber,brand,telephone,source:date,phone,construction,old_name,start_date:amenity,name:oc,room,mhs:inscription_date,buildingpart,architect,dispensing,ref:FR:NAF,colour,amenity,operator:type,addr:place,addr:suburb,official_name,building:min_level,source:opening_hours,brand:website,wikidata,payment:notes,source:addr:version,emergency,building:levels,fuel:octane_98,name:fr,contact:street,fuel:octane_95,wheelchair,FIXME,disused:amenity,source:addr,building:material,alt_source,addr:full,payment:visa,entrance:width,lat,iof,old_shop,building,payment:coins,roof:levels,start_date:building,entrance:step_count,vending_machine,healthcare,comment:fr,addr:country,heritage:operator,ref:FR:LaPoste
,,,,,,,,,,,2,,,,GPS et observations locales,,,,,,,,,,,,Rue de la Milétrie,,,,,,Pharmacie du CHU de Poitiers,,,,86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poitiers,,,,,,,0.3828369,,,,,,,,,,,,,,Mo-Fr 08:30-17:30,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.5572430,,,yes,,,,,,pharmacy,,,,
,,,,,,,,760015255,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie du Calvaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0094410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.2867470,,,yes,,,,,,pharmacy,,,,
,,,,,,,,440017424,,,36,,,,Celtipharm - 10/2014,,,,,,,,,,,,Rue Joseph Cugnot,,,,,,Pharmacie du Canal,,,,44640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rouans,,,,,,,-1.8460256,,,,,,,,,,,,,,"Mo-Fr 09:00-12:15,14:30-19:15; Sa 09:00-12:45",+33 2 40 64 28 55,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.1942544,,,yes,,,,,,pharmacy,,,,
,,,,,,,,240009050,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Capiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2036403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.8009150,,,yes,,,,,,,,,,
,,,,,,,,590032207,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Capreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1438399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.6870357,,,yes,,,,,,pharmacy,,,,
,,,,,,,,300008760,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie du Castelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6858158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.9755537,,,yes,,,,,,,,,,
chemist,,,,,,,,810002493,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Castelviel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1370953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.9261050,,,yes,,,,,,,,,,
,,,,,,,,930011887,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5669446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.8297511,,,yes,,,,,,,,,,
,,,,,,,,620011296,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2920650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.2785600,,,yes,,,,,,,,,,
,,,,,,,,870013893,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9012870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.8873770,,,yes,,,,,,,,,,
,,,,,,,,590030086,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4433230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,51.0178110,,,yes,,,,,,pharmacy,,,,
,,,,,,,,700003262,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4331530,,,,,,Pharmacie Pelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.5515190,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,KG Ground Survey 2016,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.4768362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,16.2121122,,,yes,,,,,,,,,,
,,,,,,,,640008645,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5894212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.4383204,,,yes,,,,,,pharmacy,,,,
,,,,,,,,670008804,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,49442250400014,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4544045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.5387106,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,KG Ground Survey 2016,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.7306478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,15.9953375,,,yes,,,,,,,,,,
,,,,,,,,470012303,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3086150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.3903660,,,yes,,,,,,,,,,
,,,,,,,,450005673,,,85,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,Rue du Général Leclerc,,,,,,Pharmacie du Centre,,,,45240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Ferté-Saint-Aubin,,,,,yes,,1.9416009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,47.7205009,,,yes,,,,,,pharmacy,,,,
,,,,,,,,770015584,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6808656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.0539207,,,yes,,,,,,,,,,
chemist,,,,,,,,770015964,,,16,,,,yes;Celtipharm - 10/2014,,,,,,,,,,,,Rue Auguste Hudier,,,,,,Pharmacie du Centre,,,,77330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozoir-la-Ferrière,,,,,,,2.6753026,,,,,,,,,,,,,,"Mo-Fr 09:00-12:30, 14:30-19:30; Sa 09:00-12:30, 14:30-19:45; Su off",+33 1 64 40 30 58,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,48.7632154,,,retail,,,,,,,,FR,,
chemist,,,,,,,,450004742,,,5,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,Place Louis Riviere,,,,,,Pharmacie du Centre,,,,45380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaingy,,,,,,,1.7733510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.8846160,,,yes,,,,,,,,,,
,,,,,,,,590032116,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1284280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.6699680,,,yes,,,,,,pharmacy,,,,
,,,,,,,,680007424,,,,,,,Celtipharm - 10/2014,,,yes,,,,,,,,,,,,,,,Pharmacie du Centre,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3720389,,,,,,,,,,,,,,Mo 10:00-20:00; Tu-Fr 10:00-21:00; Sa 10:00-20:00,,,,,,,,,,,,,,+33 1 56 70 01 48,,,,,,,room,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.7554059,,,,,,,,,,,,,
,,,,,,,,780014445,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2196061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shop,,room,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.7800128,,,,,,,,,pharmacy,,,,
,,,,,,,,370003485,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2396667,,,,,,,,,,,,,,"Tu-Sa 09:00-12:30,02:00-19:00, Mo 14:00-19:00",,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,47.1664460,,,yes,,,,,,,,,,
,,,,,,,,690016282,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,Pharmacie du Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0460710,,,,,,,,,,,,,,"Mo-Sa 08:30-12:30,14:30-19:30",,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.7963660,,,yes,,,,,,,,,,
,,,,,,,,350022083,,,,,,,Celtipharm - 10/2014,,,room,,,,,,,,,,,,,,,Pharmacie du Centre Alma,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6787943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shop,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.0828163,,,,,,,,,,,,,
,,,,,,,,830006524,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie du Centre Ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0103050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.1251740,,,yes,,,,,,pharmacy,,,,
,,,,,,,,110790680,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Cers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9242311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,43.2299464,,,commercial,,,,,,,,,,
,,,,,,,,510020035,,,91,,,,,,,,,808512818,80851281800010,,,,,,Rue du Chalet,,,,,,Pharmacie du Chalet,,,,51100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reims,,,,,,,4.0508917,,,,,,,,,SELARL Pharmacie du Chalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.2673795,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacie du Champ d'Arbaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.7267828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,15.9933914,,,,,,,,,,,,,
,,,,,,,,340792662,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Rue Alphonse Daudet,,,,,,Pharmacie du Champ de Mars,,,,34500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Béziers,,,,,no,,3.2213670,,,,,,,,,Lafayette,,,,,8:30-20:00,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.3479200,,,yes,,,,,,,,,,
,,,,,,,,920017613,,,,,,,survey;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Chemin-de-L'Île,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1929625,,,,,,,,,,,,,,"Mo-Sa 09:00-12:30, 14:30-19:30",,,,,,,,,,,,,,+33147214175,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,yes,,,,,,,,,48.8980208,,,yes,,,,,,,,,,
,,,,,,,,950003368,,,1,,,,,,,,,449606656,44960665600014,,,,,,Avenue Jean Rostand,,,,,,Pharmacie du Cheval Rouge,,,,95320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Leu-la-Forêt,,,,,yes,,2.2509082,,,,,,,,,Pharmacie du Cheval Rouge,,,,,,,,,,,,,,,,Pharmacie du Cheval Rouge,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,49.0126675,,,yes,,,,,,pharmacy,,,,
,,,,,,,,340793850,,,2,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,Avenue Charles Corbières,,,,,,Pharmacie du Château,,,,34590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marsillargues,,,,,,,4.1768630,,,,,,,,,,,,,,"Mo-Sa 08:30-12:30,14:00-19:30; Sa 08:30-12:30,15:00-19:00",,,,,,,,,,,,,,+33 4 67 71 60 39,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.6642597,,,retail,,,,,,pharmacy,,,,
,,,,,,,,790010953,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Château,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5989449,,,,,,,,,,,,,,"Mo-Fr 08:30-12:30, 14:00-20:00; Sa 08:30-12:30, 14:00-19:00",,,,,,,,,,,Giphar,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,46.4822543,,,,,,,,,,,,,
,,,,,,,,590013116,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Château,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,3.1997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,50.6114090,,,yes,,,,,,pharmacy,,,,
,,,,,,,,910007434,,Essonne,22,,,,Celtipharm - 10/2014,,,,,,,,,,+33 1 64 59 61 88,,Rue de Chartres,,,,,,Pharmacie du Château,,,,,,,,,,,,,,,,,,,,2005-04-06,,,,,,,,,,,,,,,,,Dourdan,,,,,,,2.0121460,,,,,,Pharmacie Chakib Courboulay,,,,,,,,,+33 1 64 59 86 14,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.5299396,,,yes,,,,,,,,,,
,,,,,,,,120004296,,,2,,,,Celtipharm - 10/2014,,,,,,,,,,,,Avenue des Gorges du Tarn,,,,,,Pharmacie du Château,,,,12150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sévérac-le-Château,,,,,,,3.0741879,,,,,,,,,,,,,,"Mo-Fr 08:30-12:30,14:00-19:30; Sa 09:00-12:30",+33 6 99 65 64 06,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.3210019,,,,,,,,,pharmacy,,,,
,,,,,,,,410001408,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,,,,,,,Pharmacie du Château,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3430480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.4484330,,,yes,,,,,,,,,,
chemist,,,,,,,,470009374,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,,,,,,,,,,,Pharmacie du Château,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1801688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.6763464,,,yes,,,,,,,,,,
,,,,,,,,520002221,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,Pharmacie du Chêne Saint-Amand,,,620,52100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Dizier,,,,,,,4.9713084,,,,,,,,,,,,,,"Mo-Sa 09:00-12:30,14:00-19:00",,,,,,,,,,,Univers Pharmacie,,,+33 3 25 05 00 75,,,,,,,,,yes,4773Z,,pharmacy,,Zone commerciale du Chêne Saint-Amand,,,,,https://groupeuniverspharmacie.com,,,,,,,,,,,,,,,,,,,48.6240744,,,retail,,,,,,,,,,
,,,,,,,,720013895,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,,,,,,,Pharmacie du Chêne Vert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4286727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.6869623,,,yes,,,,,,,,,,
,,,,,,,,060013711,,,24,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,Chemin du Darbousson,,,,,,Pharmacie du Chêne Vert,,,,06650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valbonne,,,,,,,7.0493369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.6448431,,,yes,,,,,,,,FR,,
,,,,,,,,350021275,,,3,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Rue de Fougères - Saint-Brice-en-Coglès,,,,,,Pharmacie du Coglais,,,,35460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maen-Roch,,,,,,,-1.3655970,,,,,,,,,M. Breteau,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.4105700,,,yes,,,,,,,,,,
,,,,,,,,670009273,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,51786613300013,,,,,,,,,,,,Pharmacie du Colvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7103511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.5407365,,,yes,,,,,,,,,,
,,,,,,,,490534328,,,3,,,,,,,,,,,,,,,,Rue Hervé Bazin,,,,,,Pharmacie du Commerce,,,,49220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erdre-en-Anjou,,,,,,,-0.8393868,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,+33 2 41 61 41 45,,,,,,,,,yes,,,pharmacy,,Vern-d'Anjou,,,,,,,,,,,,,,,yes,,,,,,,,,47.6003184,,,yes,,,,,,,,,,
,,,,,,,,440017127,,,2,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,Rue de la Pépinière,,,,,,Pharmacie du Cormier,,,,44880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sautron,,,,,,,-1.6635854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,47.2611950,,,yes,,,,,,,,,,
,,,,,,,,170010797,,,,,,,Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Coureau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1966580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,45.8869750,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,,,,,,,Pharmacie du Courghain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2947310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,51.0079170,,,yes,,,,,,pharmacy,,,,
,,,,,,,,840008585,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Cours,,,,84250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Thor,,,,,,,4.9959689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,43.9285314,,,yes,,,,,,,,,,
,,,,,,,,670010107,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;Celtipharm - 10/2014,,,,,,45378931500018,,,,,,,,,,,,Pharmacie du Cygne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4540702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,48.2581091,,,yes,,,,,,,,,,
,,,,,,,,330047465,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010;Celtipharm - 10/2014,,,,,,,,,,,,,,,,,,Pharmacie du Côteau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4855760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,44.7869541,,,yes,,,,,,,,,,
