health_facility:type,maxspeed,source:name:oc,healthcare:speciality,contact:postcode,social_facility,name:co,payment:cash,postal_code,CLC:code,ref:FR:FINESS,capacity:parent,children,is_in,addr:housenumber,lit,alt_name_1,electricity,tourism,name:de,source,location,capacity:disabled,image,fax,payment:discover_card,junction,short_name,source:name,ref:FR:SIREN,name:als,leisure,ref:FR:SIRET,historic,facebook,motor_vehicle,foot,internet_access:ssid,source:FINESS,smoothness,wikimedia_commons,addr:street,bmo:type,architect:wikipedia,fixme,name:en,contact:fax,name,official_name,level,type:FR:FINESS,addr:postcode,name:etymology:wikidata,shortest_name,source:geometry:date,ref:mhs,contact:email,maternity,operator_type,CLC:id,disused,type:FR:PLU,source:addr:housenumber:ref,payment:mastercard,bicycle,twitter,parking,loc_name,payment:credit_cards,AUCAME:ID_Unique,source:addr,capacity,network,internet_access:fee,political_division,wikipedia,access,url:merime,source:heritage,boundary,ref,email,highway,barrier,healthcare,name:br,roof:shape,alt_name:br,ref:structurae,contact:twitter,ref:FR:FANTOIR,wall,operator:short_name,inscription:fr,health_facility_type,tracktype,source:geometry,addr:city,source:building,CLC:year,military,toilets:wheelchair,internet_access,old_short_name,health_amenity:type,addr:territoire,maxstay,name:oc,lon,contact:website,survey:date,layer,addr:streetnumber,height,name:source,alt_name,type,operator,name:pl,contact:city,source:alt_name:br,area,opening_hours,contact:phone,addr:housename,description1,whc:inscription_date,source:name:br,heritage,park_ride,start_date,website,contact:housenumber,nohousenumber,capacity:women,source:date,phone,construction,old_name:en,old_name,mhs:inscription_date,ref:FR:NAP,aeroway,architect,dispensing,ref:FR:NAF,url:drac,landuse,source:amenity,roof:levels,source:ref:FR:FINESS,addr:street_1,amenity,operator:type,entrance:width,source:addr:version,updated,surface,building:level,wikidata,hospital:for,payment:notes,social_facility:for,operational_status,emergency,addr:district,building:levels,provided_for,cycleway,note,operator:wikipedia,name:fr,contact:street,AUCAME:ID_Source,description,building:material,note:fr,addr:full,fence_type,emergency_phone,payment:visa,old_name:wikipedia,roof:colour,lat,medical_system:western,building,building:colour,natural,payment:coins,url,wheelchair,addr:place,dog,beds,entrance:step_count,ref:whc,oneway,entrance:step:height,addr:country,heritage:operator,operator:wikidata
,,,,,,,,,,880000187,,,,,,,,,,,,,,+33 3 29 09 66 77,,,,,,,,,,,,,,,,,,,,,,,Hôpital local de Lamarche,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7806486,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 3 29 09 50 28,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,48.0707114,,,,,,,,,,,,,,,,,
,,,,,,,,,,790000137,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,Hôpital,,,,,,,,,,,,,,,,,,,,Hôpital local de Melle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-0.1528573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2280419,,,,,,,,,,,,,,,,,
,,,,,,,,,,350000436,,,,33,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,Rue Saint-Nicolas,,,,,,Hôpital local de Montfort,,,,35160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montfort-sur-Meu,,,,,,,,,,,-1.9518643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,48.1375116,,yes,,,,,,,,,,,,,,,
,,,,,,,,,,680000783,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,+33 3 89 77 36 44,,,,,,,,,,,,,,,,,,,,,,,Hôpital local de Munster,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1314468,,,,,,,Hôpital Loewel,,,,,,,,,,,,,,,,,,,,,+33 3 89 77 30 12,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0435196,,hospital,,,,,,,,,,,,,,,
,,,,,,,,,,310013628,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,Hôpital local de Muret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3119394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4444571,,,,,,,,,,,,,,,,,
,,,,,,,,,,540000270,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,Hôpital local de Pompey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1194950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7647580,,yes,,,,,,,,,,,,,,,
,,,,,,,,,,180000333,,,,,,,,,,,,,,+33 2 48 78 52 20,,,,,,,,,,,,,,,,,,,,,,,Hôpital local de Sancerre,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secretariat@hopital-sancerre.fr,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,2.8377607,,,,,,,,,,,,,,,,,,,,,,,,,,,,+33 2 48 78 52 00,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3332409,,,,,,,,,,,,,,,,,
,,,,,,,,,,880000211,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,Hôpital local de Senones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9748319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,48.3964549,,,,,,,,,,,,,,,,,
,,,,,,,,,,300000064,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,Hôpital local d’Uzès,,,106,30700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Uzès,,,,,,,,,,,4.4174002,,,,,,,,,,,,,,,,,,,,,,,http://www.hopital-local-uzes.fr,,,,,+33 4 66637100,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0048933,,,,,,,,,,,,,,,,,
,,,,,,,,,,530000181,,,,28,,,,,,,,,,+33 2 43 06 83 21,,,CHLSOM,,,,,,,Centre Hospitalier Local Du Sud Ouest Mayennais - Chlsom,,,,,,,Rue Louis Daudier,,,,,,Hôpital local sud-ouest mayennais - Site de Renazé,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-1.0668714,,,,,,,Hôpital Louis Daudier,,Hôpital local sud-ouest mayennais,,,,,,,,,,,,,,,,,,,+33 2 43 09 27 00,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7954354,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,690784178,,,,,,,,,,,,,,,,,,,,,,26690027300910,,,,,,,,,,,,,,,Hôpital neurologique Pierre Wertheimer,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8994606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7495952,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,+33 3 21 60 20 04,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Arras Les Bonnettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hparraslesbonnettes@gsante.fr,,fence,,,,,,,,,,,,,,,,,,,,,,,,,2.7353728,,,,,,,,,Générale de Santé,,,,,,,,,,,,,,http://www.generale-de-sante.fr/hopital-prive-arras-les-bonnettes-arras,,,,,+33 8 26 30 20 10,,,Clinique du Bon Secours,,,,,,,,,,,,,hospital,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3055078,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,620101501,,,,,,,,,,,,,,+33 3 21 79 28 05,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Bois-Bernard,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9083244,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-bois-bernard.ramsaygds.fr/,,,,,+33 3 74 82 00 00,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3770420,,,,,,,,,,,,,,,,,Q3123085
,,,intensive,,,,,,,130784051,,,,,,,,,,,,,,+33 4 91 26 73 76,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Clairval,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4260606,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-clairval-marseille.ramsaygds.fr/,317,,,,+33 4 28 630 630,,,,,,,,,,,healthcare,,,,,hospital,private,,,,,,,,,,,no,,,,,,,,Boulevard du Redon,,,,,,,,,,,43.2487806,,,,,,,,,,,,,,,,,Q3123085
,,,intensive,,,,,,,910803543,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,+33 1 69 39 90 95,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Claude Galien,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5392053,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-claude-galien-quincy-sous-senart.ramsaygds.fr/,,,,,+33 1 69 39 90 00,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.6813731,,hospital,,,,,,,,,,,,,,,Q3123085
,,,,,,,,,,210012670,,,,,,,,,,,,,,+33 3 80 40 02 55,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Dijon Bourgogne,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,5.0513720,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-dijon-bourgogne.ramsaygds.fr/,,,,,+33 3 74 82 21 21,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,47.3635567,,,,,,,,,,,,,,,,,Q3123085
,,,intensive,,,,,,,910300219,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,+33 1 60 13 46 34,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Jacques Cartier,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2921320,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-jacques-cartier-massy.ramsaygds.fr/,,,,,+33 1 60 13 60 60,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.7311506,,hospital,,,,,,,,,,,,,,,Q3123085
,,,,,,,,,,690795786,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Jean Mermoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8755479,,,,,,,,,,,,,,,,,,,,,,,https://hopital-prive-jean-mermoz-lyon.ramsaygds.fr/,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7372062,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,130781479,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,+33 4 91 88 47 05,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé La Casamance,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,5.5305220,,,,,,,,,,,,,,,,,,,,,,,https://www.hopital-prive-lacasamance.fr/fr/,,,,,+33 4 91 88 40 00,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,43.2763570,,hospital,,,,,,,,,,,,,,,
,,,,,,,,,,940300031,,,,,,,,,,,,,,+33 1 48 81 91 74,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Paul d'Égine,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5158742,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-paul-d-egine-champigny-sur-marne.ramsaygds.fr/,,,,,+33 1 86 86 66 00,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.8112376,,,,,,,,,,,,,,,,,Q3123085
,,,,,,,,,,020010047,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,+33 3 23 64 50 19,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Saint-Claude,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,saintquentin-saintclaude@groupe-vitalia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3088950,,,,,,,,,Groupe Elsan,,,,,,,,,,,,,,http://www.saint-claude.groupe-elsan.com/,,,,,+33 8 26 20 71 02,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,1 boulevard du Docteur Schweitzer 02100 Saint-Quentin,,,,,,49.8595430,,hospital,,,,,,,,,,,,,,,
,,,,,,,,,,030781116,,,,,,,,,,,,,,+33 4 70 05 44 64,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Saint-François,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,2.6178065,,,,,,,,,Groupe Elsan,,,,,,,,,,,,,,http://www.saint-francois-desertines.groupe-elsan.com/,,,,,+33 8 26 39 99 29,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,46.3450363,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,140017237,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,+33 2 31 43 31 25,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé Saint-Martin,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3808420,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-saint-martin-caen.ramsaygds.fr/,,,,,+33 8 26 46 14 00,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,49.1984410,,hospital,,,,,yes,,,,,,,,,,Q3123085
,,,,,,,,,,280505777,,,,2,,,,,,,,,,+33 2 37 18 41 05,,,,,,,,,,,,,,,,,Rue Roland Buthier,,,,,,Hôpital privé d'Eure-et-Loir,,,365,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mainvilliers,,,,,,,,,,,1.4512883,,,,,,,,,Groupe Elsan,,,,,,,,,,,,,,http://hpel.care/,,,,,+33 2 37 18 41 00,,,Clinique Saint-François,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.4567104,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,770300010,,,,,,,,,,,,,,+33 1 64 21 03 70,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé de Marne-Chantereine,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6307724,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-marne-chantereine.ramsaygds.fr/,,,,,+33 1 64 72 74 00,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.8861692,,,,,,,,,,,,,,,,,Q3123085
,,,intensive,,,,,,,780300406,,,,,,,,,,,,,,+33 1 39 55 63 93,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé de Parly 2 Le Chesnay,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1195547,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-de-parly2-le-chesnay.ramsaygds.fr/,,,,,+33 1 39 63 70 00,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.8304045,,,,,,,,,,,,,,,,,Q3123085
,,,intensive,,,,,,,130786361,,,,,,,,,,,,,,+33 4 42 33 17 23,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé de Provence,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,5.4368005,,,,,,,,,,,,,,,,,,,,,,2019-06-03,https://www.hopital-prive-de-provence.com/fr/,,,,,+33 4 42 33 88 00,,,,,,,,,,,healthcare,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,43.5037184,,,,,,,,,,,,,,,,,
,,,,,,,,,,940300445,,,,,,,,,,,,,,+33 1 46 87 29 86,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé de Thiais,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3697774,,,,,,,,,GIE Santé & Retraite,,,,,,,,,,,,,,http://www.hopital-prive-de-thiais.com/,,,,,+33 1 45 60 28 28,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.7686056,,,,,,,,,,,,,,,,,
,,,,,,,,,,940300569,,,,22,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,+33 1 45 73 35 99,,,,,,,,,,,,,,,,,Rue de la Petite Saussaie,,,,,,Hôpital privé de Vitry - Site Pasteur,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3895180,,,,,,,,,Groupe Elsan,,,,,,,,,,,,,,http://www.hopitalprivedevitry.fr,,,,,+33 1 45 73 35 35,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,3,,,,,,,,,,,,,,,,,48.7856296,,hospital,,,,,,,,,,,,,,,
,,,,,,,,,,690780655,,,,,,,,,,,,,,+33 4 72 78 71 56,,,,,,,,,,Hôpital Privé de l'Est Lyonnais,,,,,,,,,,,,,Hôpital privé de l'Est Lyonnais,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9253367,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hpel.fr/,,,,,+33 8 26 96 99 99,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,45.7167536,,,,,,,,,,,,,,,,,Q3123085
,,,,,,,,,,760021329,,,,505,,,,,,,,,,+33 2 76 89 96 04,,,,,,,,,,,,,,,,,Rue Irène Joliot-Curie,,,,,,Hôpital privé de l'Estuaire,,,365,76620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,Le Havre,,,,,,,,,,,0.1014063,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-de-l-estuaire-le-havre.ramsaygds.fr/,,,,,+33 8 25 74 75 76,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,49.5281375,,,,,,,,,,,,,,,,,Q3123085
,,,intensive,,,,,,,780300422,,,,,,,,,,,,,,+33 1 30 69 45 55,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé de l'Ouest Parisien,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9884342,,,,,,,,,Ramsay Santé,,,,,,,,,,,,,,https://hopital-prive-de-l-ouest-parisien-trappes.ramsaygds.fr/,,,,,+33 1 86 86 78 78,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.7776026,,,,,,,,,,,,,,,,,Q3123085
,,,,,,,,,,440041580,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,+33 2 28 25 52 30,,,,,,,,,,,,,,,,,,,,,,,Hôpital privé du Confluent,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,-1.5488154,,,1,,,,Nouvelles Cliniques Nantaises,,Groupe Confluent,,,,,,,,,,,,,,http://www.groupeconfluent.fr/fr/,,,,,+33 2 28 25 50 00,,,,,,,,,,,,,,,,hospital,private,,,,,,Q50036576,,,,,yes,,,,,,,,,,,,,,,,,,,47.1955990,,hospital,,,,,,,,,,,,,,,
,,,intensive,,,,,,,910300300,,,,31,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,+33 1 69 49 45 98,,,,,,,,,,,,,,,,,Avenue de l'Abbaye,,,,,,Hôpital privé du Val d'Yerres,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4955010,,,,,,,,,GIE Santé & Retraite,,,,,,,,,,,,,,http://www.hopital-prive-du-val-dyerres.com/,,,,,+33 8 26 30 04 00,,,,,,,,,,,,,,,,hospital,private,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,48.7123340,,hospital,,,,,,,,,,,,,,,
,,,intensive,,,,,,,300780152,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,,,,,58020034300011,,,,,,,,,,,,,,,Hôpital privé les Franciscaines,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3754018,,,,,,,,,,,,,,,+33 4 66 76 60 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8484012,,,,,,,,,,,,,,,,,
,,,intensive,,,,,,,690783154,,,,,,,,,,,,,,,,,,,,,,26690027300217,,,,,,,,,,,,,,,Hôpital Édouard Herriot,,,101,,,,,PA00117813,,,,,,,,,,,,,,,,,,,,,,,Ministère de la Culture - 07/2018,,,,,,,,,,,,,,,,,,,,,,,no,wlan,,,,,,4.8799898,,,,,,,Hôpital de Grange-Blanche,,,,,,,,,,,,,3,,,,,,,,,,,,1967-12-13,,,,,,,,,,,,hospital,public,,,,,,Q3145366,,,,,yes,,,,,,,,,,,,,,,,,,,45.7433595,,,,,,http://www.chu-lyon.fr/,no,,,,,,,,,mhs,
,,,intensive,,,,,,,680004546,,,,,,,,,,,,,,,,,,,,,,,,CentreHospitalierDeMulhouse,,,,,,,,,,,,,Hôpital Émile Muller,,,355,,,,,,,,,,,,,,,ghrmsa,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,7.3389713,,,,,,,,,,,,,,,,,,,,,,,http://www.ghrmsa.fr,,,,,+33 3 89 64 64 64,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,47.7255601,,,,,,,,,,,,,,,,,
,,,,,,,,,,940100050,,,,,,,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,Hôpital Émile Roux,,,,,,,,PA00079884,,,,,,,,,,,,,,,,,,,,fr:Hôpital Émile-Roux,,,data.gouv.fr:Ministère de la Culture - 08/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4856232,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2002,,,,,,,,,,,,hospital,,,,,,,Q2968696,,,,,no,,,,,,,,,,,,,,,,,,,48.7469750,,,,,,,,,,,,,,,,mhs,
,,,,,,,,,,590000444,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,Hôpital-Maison de Retraite Schweitzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1020950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2893462,,yes,,,,,,,,,,,,,,,
,,,,,,,,,,260000120,,,,,,,,,,,,,,+33 4 75 05 75 99,,,,,,,,,,,,,,,,,,,,,,,Hôpitaux Drôme-Nord,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Espitaus Droma-Nòrd,5.0208874,,,,,,,,,,,,,,,,,,,,,,,http://www.hopitaux-drome-nord.fr/v002/index.php,,,,,+33 4 75 05 75 05,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,45.0400386,,,,,,,,,,,,,,,,,
,,,,,,,,,,260000203,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,,,,+33 4 75 23 07 45,,,,,,,,,,,,,,,,,,,,,,,Hôpitaux Drôme-Nord - Site de Saint-Vallier,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8214078,,,,,,,,,,,,,,,,,,,,,,,http://www.hopitaux-drome-nord.fr/v002/index.php,,,,,+33 4 75 23 80 00,,,,,,,,,,,,,,,,hospital,public,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,45.1703073,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Universitätsklinikum Straßburg-Lyautey,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,Hôpitaux Universitaires de Strasbourg Lyautey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7656119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5530213,,,,,,,,,,,,,,,,,
