shop,cameras,name:cy,building:part,indoor,addr:parentstreet,survey_date,payment:cash,postal_code,smoking,is_in,addr:housenumber,source:addr:housenumber,old:fhrs:id,ref:store,payment:debit_cards,office,addr:town,addr:state,pharmacy,source,ref:NPLG:UPRN:1,source:number,opening_hours:url,covered,addr:village,fhrs:local_authority_id,fax,survey:date,emergency,food,material,contact:facebook,disused:shop,building:roof:orientation,sponser,addr:hamlet,source:area,addr:terrace,wikimedia_commons,addr:street,source:postal_code,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,stroller,parking:disabled,payment:credit_cards,payment:contactless,HE_ref,roof:orientation,floors,money_transfer,disused,internet_access,payment:mastercard,opening_hours:pharmacy,opening_hours:post_office,amenity_1,twitter,designation,roof:height,lawyer,medical_supply,payment:american_express,description,alcohol,not:addr:postcode,contact:email,wikipedia,addr:province,fhrs:rating,fhrs:authority,brand:wikidata,ref:cadw,check_date,leasing_number,ref,email,takeaway,phone2,recycling:batteries,fhrs:id,roof:shape,contact:twitter,old_amenity,addr:source,atm,source:geometry,addr:city,source:building,roof:direction,fhrs:name,source:listed_status,toilets:wheelchair,retail,opticians,comment,drive_through,source:location,ref:pol_id,lon,contact:website,roof:colour,layer,height,dispensing_hours,int_name,alt_name,building:roof:shape,operator,brand:wikipedia,previous_name,fixme:addr2,fixme:addr4,currency:GBP,area,opening_hours,contact:phone,addr:housename,old_fhrs:id,heritage,architect,dogs,website,addr:unit,source:height,listed_status,brand,addr:suburb,phone,old_name,source:outline,indoor:level,disused:fhrs:id,room,note:fsha,atm:fee,start_date,deaf:description:en,dispensing,landuse,source:amenity,roof:levels,amenity,addr:street:en,source:shape,parking,telephone,addr:floor,admin_name,wikidata,source:postcode,alt_shop,cuisine,verified,ref:gphc,fhrs:inspectiondate,building:levels,image,note,nhs,addr:locality,branch,FIXME,source:addr,building:material,addr:full,payment:visa,fhrs:localauthoritybusinessID,levels,building:architecture,addr:county,source:addr:postcode,lat,old_shop,building,building:colour,addr:district,store_ref,url,wheelchair,addr:place,branch:ref,historic,parking:access,healthcare,colour,addr:country,heritage:operator,operator:wikidata
,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erith Road,,,,,,Pharmacy Hut,,,DA7 6HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1575271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4656760,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PharmacyDirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4235970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9145207,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pleasley Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2406847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1693065,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria Road,,,,,,Pomfret Chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6721636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7481254,,commercial,,,,,,,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dingle Walk,,,,,,Ponda's Chemist,,,CW7 1BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winsford,,,,,,,,,,,,-2.5284416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1914449,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,Main Road,,,,,,Pontesbury Pharmacy,,,SY5 0RR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8910773,,,,,,,,,K J Lunt,,,,,,,,,,,,,,,,,,,,+44 1743 790273,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6497499,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,Milburn Road,,,,,,Poole Bay Pharmacy,,,BH4 9HJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bournemouth,,,,,,,,,,,,-1.9017143,,,,,,,,,,,,,,,,Monday to Saturday 7am - 11pm Sunday 10am - 2pm,,,,,,,www.poolebaypharmacy.co.uk,,,,,,+44 1202 762680,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.7234798,,yes,,,,,,,,,,,,,,
optician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portway Pharmacy and Opticians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0373200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5060231,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,89-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prescription to You,,,CO15 1QE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1510705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7897257,,shop,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephenson Road West,,,,,,Prescription2Homes,,,CO15 4TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clacton-on-Sea,bing,,,,,,,,,,,1.1651521,,,,,,,,,,,,,,,,,,,,,,,http://www.prescription2homes.com,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8182559,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prescriptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8057483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4254527,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,30,,,,,,,,,Bing;survey,,,,,,,,,,,,,,,,,,,,Hospital Street,,,,,,Primary Care Pharmacy,,,B79 7EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,-1.6955074,,,,,,,,,,,,,,,,"Mo-Fr 08:30-18:15, Sa 08:30-12:00, Su closed",,,,,,,,,,,,,+44 1827 54804,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,52.6366219,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castelnau,,,,,,Prime Pharmacy,,,SW13 9DW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2325843,,,,,,,,,,,,,,,,Mo-Fr 09:30-17:30;Sa 09:30-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,51.4858782,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edgware Road,,,,,,Prince Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1649375,,,,,,,,,,,,,,,,,,,,,,,http://princepharmacy.com/,,,,,,+44 (0) 207 262 7855,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5162677,,,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chester Road,,,,,,Prinja Phramacy,,,B24 0PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham,,,,,,,,,,,,-1.8053682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5223063,,retail,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Station Road,,,,,,Procter Heath Care,,,TN21 8LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heathfield,,,,,,,,,,,,0.2507809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9709086,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Procter Heath Care,,,TN21 8HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heathfield,,,,,,,,,,,,0.2489003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9707227,,yes,,,,,yes,,,,,,,,,
,,,,,,,,,,,881,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Lea Bridge Road,,,,,,Pyramid Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.0010633,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walthamstow,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5810940,,retail,,,,,,,,,,,,GB,,
,,,,,,,,,,,"Unit 2, 193-221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwark Park Road,,,,,,Pyramid Pharmacy,,,SE16 3TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bermondsey,,,,,,,,,,,,-0.0649830,,,,,,,,,,,,,,,,Mo-Sa 09:00-19:00,,,,,,,https://www.nhs.uk/Services/Pharmacies/Overview/DefaultView.aspx?id=4267,,,,,,+44 207 237 1659,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4923228,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,413,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,Hoe Street,,,,,,Pyramid Pharmacy,,,E17 9AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101893,,,,,,,London,,,,,,,,,,,,-0.0130732,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walthamstow,,,,,,,,,,,,,,,pharmacy,,,,,Ground Floor,,,,,,,,,3,,,,,,,,,,,,,,,FHRS Open Data,51.5756660,,yes,,,,,,,,,,,,GB,,
,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pytchley Court,,,,,,Pytchley Court Pharmacy,,,NN17 2QD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035400,,,,,,,,,,,,Corby,,,,,,,,,,,,-0.7217996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4976867,,yes,,,,,,Fotheringhay Road,,,,,,GB,,
,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Street,,,,,,Queen Street Pharmacy,,,CO1 2PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colchester,,,,,,,,,,,,0.9037956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8888123,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salusbury Road,,,,,,Queen's Park Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2048437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5351562,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Questmoor Pharmacy,,,EN6 5AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potters Bar,,,,,,,,,,,,-0.1773967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6954557,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R D & M R Parry (Chemists),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3024099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6660946,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R K Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9677040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5014720,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,RJ Jones,,,LL53 6HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5211223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9334675,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shelford Road,,,,,,Radcliffe Pharmacy,,,NG12 2AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0397390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9472222,,,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raglan Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8529289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7647225,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,323,,,,,,,,,Bing;photograph,,,,,,,,,,,,,,,,,,,,Harrow Road,,,,,,Rasons Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wembley,,,,,,,,,,,,-0.2861728,,#AB8880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,51.5529765,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverley Road,,,,,,Raymond Hall Pharmacy,,,HU6 7LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingston upon Hull,,,,,,,,,,,,-0.3537520,,,,,,,,,,,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7691392,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,Station Road,,,,,,Reads Pharmacy,,,NR12 8UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035623,,,,,,,Hoveton,,,,,,,,,,,,1.4085708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,52.7131162,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regent's Park Road,,,,,,Regents Park Pharmacy,,,SO15 8PF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southampton,,,,,,,,,,,,-1.4416287,,,,,,,Caseys,,,,,,,,,,,,,,,,,,,,,,+44 23 8077 1286,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9168273,,yes,,,,,,,,,,pharmacy,,GB,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sidmouth Road,,,,Richard & Curtis,,Richard & Curtis,,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,-0.2252419,,black,,,,,,,,,,,,,,,,Sidmouth Parade,,,,,,9,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,51.5427199,,yes,brown,,,,,,,,,,,,,
,,,,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Mortlake Road,,,,,,Richmond Pharmacy,,,TW9 2LN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2926189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 8948 8811,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,51.4665620,,retail,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,82-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheen Road,,,,,,Richmond Pharmacy,,,TW9 1UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2965967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 8940 3930,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,51.4619957,,retail,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,57A,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,Richmond Road,,,,,,Richmond Pharmacy,,,B33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham,,,,,,,,,,,,-1.8150971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4774406,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenhill Lane,,,,,,Riddings Pharmacy,,,DE55 1LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,,,,,,,Leabrooks,,,,,,,,,,,,-1.3724997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0745105,,yes,,,,,,,,,,,,,,
,,,yes,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ridgway,,,,,,Ridgway Pharmacy,,,SW19 4SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745131,,,,,,,,,,,,,,,,,,,-0.2195457,,,,,,,,,,,,,,,,Mo-Fr 09:00-19:00; Sa 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4214986,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ritechem Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3063851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,3,,,,,,,,brick,,,,,,,,51.3923879,,retail,brown,,,,,,,,,,,,,
,,,,,,,,,,,43,,,,,,,,,Bing;photograph,,,,,,,,,,,,,,,,,,,,Heath Street,,,,,,Ritz Pharmacy,Step at entrance,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.1787212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+44 20 77947781,,,,,,,,,,yes,,,1,pharmacy,,,,,,,,,,,,,,3,,,,,,,,brick,,,,,,,,51.5565480,,yes,,,,,no,,,,,,,GB,,
,,,,,,,,,,,169,,,,,,,,,Bing;OS StreetView,,,,,,,,,,,,,,,,,,,,Rye Lane,,,,,,RoPharm Chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,,,,,,,,,,,,-0.0673562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4684328,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Reavley Chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6372351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8075766,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,76,,,,,,,,,Mapillary,,,,,,,,,,,,,,,,,,,,Main Street,,,,,,Roe Pharmacy,,,BT47 4LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834336,,,,,,,,,,,,,,,,,,,-6.9255328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,FHRS Open Data,,,,,,,,,54.9280808,,yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolands Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8931112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8017013,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Street,,,,,,Rosehill Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6625089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9163596,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,Bing;photographic_survey,,,,,,,,,,,,,,,,,,,,Normanton Road,,,,,,Rosehill Pharmacy,,,DE23 6UU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derby,,,,,,,,,,,,-1.4782758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9097679,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosewell Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3219030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1560884,,yes,,,,,,,,,,pharmacy,,,,
,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Church Road,,,,,,Round the Clock Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2438631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4743391,,retail,,,,,,,,,,,,,,
,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper Richmond Road West,,,,,,Round the Clock Pharmacy,,,SW14 8QS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2627776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4649573,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW ROAD,,,,,,Rowland Pharmacy,oposite Wright's taxi... fully electric doors.. By the NFU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1469509,,,,,,,,,Rowland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6597032,,retail,,,,,yes,,,,,,,,,
