healthcare_1,healthcare:speciality,building:part,social_facility,postal_code,contact:yelp,is_in,addr:housenumber,contact:alt_mobile,religion,electricity,created_by,name:de,source,covered,it:fvg:ctrn:code,Longitude,image,ISTAT,fax,short_name,material,contact:facebook,leisure,foot,addr:street,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,addr:state,internet_access:fee,disused,internet_access,email:pec,name:it,parking,loc_name,cafeteria,emergency:conditional,operational_status,wikipedia,contact:alt_phone,access,addr:province,ref,email,highway,addr:full,barrier,contact:email,importance,roof:shape,key,contact:twitter,FEATURE_ID,health_specialty:paediatrics,insurance:health,refugees,source:geometry,addr:city,roof,toilets:wheelchair,health_amenity:type,lon,contact:website,layer,height,email_1,alt_name,operator,ele,ref:vatin,fee,service,area,opening_hours,contact:phone,addr:housename,rer_edi_id:ref,elevator,contact:mobile,park_ride,start_date,website,addr:unit,phone,surface,old_name,smoking,name:zh,type,it:fvg:ctrn:revision,aeroway,landuse,wheelchair,amenity,operator:type,addr:place,addr:hamlet,reg_name,telephone,official_name,Latitude,wikidata,social_facility:for,water_source,information,emergency,building:levels,contact:instagram,note,operator:wikipedia,name:fr,ref:corine_land_cover,name:nl,description,healthcare,fence_type,linkpdf,first_aid,levels,trees,what3words,lat,building,url,roof:levels,wifi,name:fur,beds,oneway,addr:country,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piccole Figlie Hospital,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,10.3192155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,44.7895618,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pio X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1888969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4953053,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poli ambulatorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9280022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.0404130,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poliambulatori - Asst Mantova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7895818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1638259,,,,,,,,,
,,,,,,,,,,,,,,,4AED,,,,,,,,,,,,,,Poliambulatorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3024948,,,8 m,,,,,,,,,,,,,,,,,,,,,,,,,000,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5069340,hospital,,,,,,,,
,,,,,,,74,,,,,,,,4AED,,,,,,,,,,Via Vittorio Veneto,,,,Poliambulatorio,,,33018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarvisio,,,,13.5759034,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,000,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5029351,yes,,,,,,,IT,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poliambulatorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5889864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8988813,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poliambulatorio - Sede ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1289036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2544799,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poliambulatorio ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1318512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,39.0785040,yes,,,,,,,,
,,,,,,,21,,,,,,,,,,,,,,,,,,Via IV Novembre,,,,Poliambulatorio ASL,,,10044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pianezza,,,,7.5468308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.1000691,hospital,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poliambulatorio Giovanni Paolo II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7015104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7084175,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poliambulatorio Le Forna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9568144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9097912,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poliambulatorio Librino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0438644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,Distretto sanitario CT 2 Poliambulatorio Librino,,,,,,,,,,,,,,,,,,,,,,37.4918528,,,,,,,,,
,,,,,,,33,,,,,,,,,,,,,,,,,,Viale Giovan Battista Morgagni,,,,Poliambulatorio Morgagni (CUP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2424177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,43.7985220,yes,,,,,,,,
,,,,,,,,,,,,,www.aslnuoro.it,,,,,,,,,,,,,,,,Poliambulatorio Orosei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6922874,,,,,,,,,,,,,,,,,,,,,,+39 0784 999117,,,,,,,,,yes,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3775291,,,,,,,,,
,,,,,,,12,,,,,,,,,,,,,,,,,,Via Cesare Pavese,,,,Poliambulatorio Villa Iris,,,10044,,,,,,,,,,,,,,,,,villairis@casadicuravillairis.it,,,,,,,,,,,,,,Pianezza,,,,7.5512279,,,,,,,,,,,,,,,,,,,,http://poliambulatoriovillairis.it/,,+39 0119682282,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.1049554,hospital,,,,,,,,
,,,,,,,116,,,,,,,,,,,,,,,,,,Via San Biagio,,,,Poliambulatorio di Muro Lucano,,,85054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muro Lucano,,,,15.4962892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40.7558918,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Via Ospedale,,,,Poliambulatorio e Ospedale civile,,,12035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Racconigi,,,,7.6782120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,44.7663136,,,,,,,,,
,general,,,,,,10,,,,,,,,,,,,,,,,,,Piazzale Ludovico Antonio Scuro,,,,"Policlinico ""Giambattista Rossi""",,,37134,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,Verona,,,,10.9911928,,,,,,,,,,,,,,,,,,,,https://www.ospedaleuniverona.it/ecm/home,,,,,,,,,,,yes,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.4014269,,,,,,,,IT,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico (Nuove aule),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3608199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,38.1030474,,,,,,,,,
,,,,,,,1049,,,,,,,,,,,,,,,,,,Via Casilina,,,,Policlinico Casilino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5904366,,,,,,,,,,,,,,,,,,,,https://policlinicocasilino.it/,,06 231881,,,,,,,,,,hospital,,,,,,,,Q30296383,,,,yes,,,,,,,,,,,,,,,,41.8679375,,,,,,,,,
,,,,,,,,,,,,,,,4AED,,,,,,,,,,,,,,Policlinico Città di Udine Polo 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2107345,,,32 m,,,,,,,,,,,,,,,,,,,,,Casa di cura Città di Udine,,,,1A0,,,,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,46.0523989,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico Italia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5231498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9161999,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico Madonna della consolazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6621495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1145570,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico San Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2489336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4933209,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico San Pietro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5746017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6986843,yes,,,,,,,,
,,,,,,,16,,,,,,,,,,,,,,,,,,Viale Mario Bracci,,,,Policlinico Santa Maria alle Scotte,,,,,,,,,policlinico santa maria alle scotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3274357,,,,,,,,,,,,24/7,,,,,,,,,,+39 0577 585111,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,43.3430877,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico Sassarese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5577560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40.7211478,hospital,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico Tor Vergata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6318335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q30254147,,,,,,,,,,,,,,,,,,,,41.8587168,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico Universitario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,9.1271068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,no,,,,,,,,,,,,,,,,39.2709721,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico Universitario Agostino Gemelli,,,,,,,,,,,,,,,it:Policlinico Agostino Gemelli,,,,,,,,,,,,,,,,,,,,,,,12.4305345,,,,,,,,,,,,,,,,,,,1964,,,,,,,,,,,,yes,hospital,,,,,,,,Q1501084,,,,yes,,,,,,,,,,,,,,,,41.9286315,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico Universitario Campus Bio-Medico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4728924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q43896498,,,,,,,,,,,,,,,,,,,,41.7700581,,,,,,,,,
,,,,,,,,,,,,,http://www.polime.it/azienda/mappa-del-policlinico,,,,,,,,,,,,,,,,Policlinico Universitario Gaetano Martino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5380459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,38.1636295,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico Universitario Umberto I,,,,,,,,,,,,,,,it:Policlinico Umberto I,,,,,,,,,,,,,,,,,,,,,,,12.5111179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q500377,,,,yes,,,,,,,,Complesso ospedaliero Umberto I,,,,,,,,41.9042571,,,,,,,,,
,,,,,,,11,,,,,,,,,,,,,,,,,,Piazza Giulio Cesare,,,,Policlinico di Bari,,,70124,,,,,,,,,,,,it:Azienda ospedaliero-universitaria consorziale policlinico di Bari,,,,,,,,,,,,,,,,,,,Bari,,,,16.8599782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,Q3907282,,,,yes,,,,,,,,,hospital,,,,,,,41.1147406,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Policlinico di Modena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9413910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,44.6323094,,,,,,,,,
,,,,,,,111,,,,,,,,,,,,,,,,,,Via Carlo Amati,,,,Policlinico di Monza,,,20900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monza,,,,9.2932616,,,,,,,,,,,,,,,,,,,,https://www.policlinicodimonza.it/,,+39 039 28101,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5826342,,,,,,,,IT,
,,,,,,,48b,,,,,,,,,,,,,,,,,,Via per Modena,,,,Polo Emergenze Finale Emilia,,,41043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finale Emilia,,,,11.2755539,,,,,,Croce Rossa Italiana - Comitato di Finale Emilia,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,ambulance_station,,,,,,,,,,,,,,,,44.8385585,,,,,,,,,
,,,,,,,5,,,,,,,,,,,,,,,,,,Via Cascina del Gallo,,,,Polo Logistico di Protezione Civile,,,10053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bussoleno,,,,7.1340589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,1,,,,,,,,hospital,,,,,,,45.1408949,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polo Sanitario di Medicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6354801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,44.4743304,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polo riabilitativo Istituto Gaetano Pini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2204640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5075810,hospital,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Posto di Primo Soccorso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0806217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9695459,yes,,,,,,,,
,,,,,,,,,,,,,Regione Liguria,,,,,,,,,,,,,,,,Presentazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2503191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1238168,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Integrato Ospedale Territorio San Marcello Pistoiese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7880441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0562808,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Marzio Marini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4917659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3712827,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,First Aid,,Presidio Medico,,,,,,,,,Presidio Medico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7132353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.4583825,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Presidio Ospedaliero ""A. Perrino""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9131863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6232651,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Presidio Ospedaliero ""De Gironcoli""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2935481,,,,,Clinica De Gironcoli,Azienda ULSS 2 Marca Trevigiana,,,,,,,+39 0438654111,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.8789576,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Presidio Ospedaliero ""S.S. Salvatore"" Azienda U.S.L. n.3 Catania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8975916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,37.5721967,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero Amiata Grossetana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5339417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,42.8904947,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero Amiata Val d'Orcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6744378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,42.8833644,,,,,,,,,
,,,,,,,3,,,,,,,,,,,,,,,,,,Via Ospedale,,,,Presidio Ospedaliero Angelo Bellini,,,21019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somma Lombardo,,,,8.7138414,,,,,,,,,,,,,,,,,,,,http://www.ospedaledigallarate.it/ao-sommalombardo.html,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6834215,,,,,,,,IT,
,,,,,,,,,,,,,,,,,,,,,,,,,Via Senatore Arturo Perugini,,,,Presidio Ospedaliero Giovanni Paolo II,,,88046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamezia Terme,,,,16.3039505,,,,,,,,,,,,,,,,,,,,https://www.asp.cz.it/?q=node/120,,+39 0968 2081,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,38.9591661,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Presidio Ospedaliero IRCCS San Matteo ""Ugo Dozzio""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3129360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1567946,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero Pausillipon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2050691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8128557,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero San Bartolomeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9507958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1217676,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero San Giuseppe Albano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6455050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7286474,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero Sant'Antonio Abate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5488450,,,,,,Asp 9 Trapani,,,,,,,+39 0923 809111,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0283957,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero Santa Maria dell'Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7104304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,40.6948689,,,,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,,,,Via Morelli,,,,Presidio Ospedaliero Territoriale di Morbegno,,,23017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morbegno,,,,9.5728908,,,,,,Azienda Ospedaliera Valtellina Valchiavenna,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,ambulance_station,,,,,,,,,,,,,,,,46.1329820,,,,,,,,,
,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero Valle d'Itria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,hospital,,,,,,,40.7058883,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero dell'Immacolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6172822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40.0698372,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero di Conegliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2910819,,,,,Ospedale di Conegliano,Azienda ULSS n. 2 Marca Trevigiana,,,,,,,,,,,,,,,,+39 0438 663111,,,,,,,,,,hospital,public,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.8823072,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero di Trebisacce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5352638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8739444,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero di Vittorio Veneto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3234597,,,,,Ospedale di Vittorio Veneto,Azienda ULSS n. 7 Pieve Di Soligo,,,,,,,+39 0438665111,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.9880067,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Ospedaliero di Vizzolo Predabissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3389365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.3596521,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio San Giovanni Antica Sede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6886740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,hospital,,,,,,,,,,,,no,,,,,,,,,hospital,,,,,,,45.0634687,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Sanitario Gradenigo,,,,,,,,,,,,,,,,,,,,,,,,,,hipped,ramp,,,,,,,,,yes,,7.7066787,,,,,,,,,,,,,,,,yes,,,,https://www.gradenigo.it/,,+39 011 8151211,,,,,,,,,yes,hospital,,,,,,,,,,,,yes,3,,,,,,,,hospital,,,,,,,45.0700057,hospital,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Sanitario Gradenigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7048089,,,,,,,,,,,,,,,,,,,,https://www.gradenigo.it/,,+39 011 8151211,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,45.0701604,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presidio Sanitario Raffaele Apicella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3730468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8520292,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Largo Cappuccini,,,,"Presidio Territoriale Assistenziale - ex ""Ospedale Civile""",,,72013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceglie Messapica,,,,17.5179497,,,,,,,288,,,,,,,,,,,,,https://www.sanita.puglia.it/web/asl-brindisi/distretti-socio-sanitari_det/-/journal_content/56/36031/dss-n-3-francavilla-fontana,,+039 0831 389111,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6442294,,,,,,,,,
,,,,,,,18,,,,,,,,,,,,,,,,,,Via Fiume,,,,Presidio ospedalieri G. Castelli,,,28900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verbania,,,,8.5486233,,,,,,Azienda sanitaria locale del Verbano Cusio Ossola,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,45.9264180,yes,,,,,,,,
