amenity,int_name,ref:ipa,healthcare:speciality,ref:dgpc,wikipedia,contact:website,name:pt,official_name,lon,owner,wikidata,alt_name,parking,operator,sport,INF_MORADA,addr:housenumber,layer,capacity,short_name,addr:district,heritage:since,building:levels,opening_hours,contact:phone,addr:housename,heritage:website,name:de,note,source,name:fr,site_status,boundary,addr:street,email,protection_title,website,ref:vatin,fax,description,emergency,contact:email,building:material,heritage,addr:unit,barrier,phone,source:ref,historic,ownership,old_name,lat,operator:type,heritage:ref,addr:city,building,building:colour,contact:facebook,name:en,contact:fax,name,source:pkey,castle_type,addr:postcode,wheelchair,area,addr:place,name:es,start_date,electricity,protect_class,healthcare,heritage:website:sipa,toilets:wheelchair,landuse,disused,addr:country,heritage:operator
hospital,,,,,,www.hospitaldejesus.pt,,,-9.1506543,,,,,,,,2,,,,,,,,+351 213 934 700,,,,,,,,,Travessa Arrochela,,,,,,,,geral@hospitaldejesus.pt,,,,,,,,private,,38.7124622,,,Lisboa,yes,,,,,Hospital de Jesus,,,1200-032,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.7954483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0844108,,,,yes,,,,,Hospital de Lamego,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.2784096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2804551,,,,,,,,,Hospital de Lousada,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6643549,,Q30265221,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,no,,,,,,,,,,,41.1767423,,,,,,,,,Hospital de Magalhães Lemos,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.9641465,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,41.4117576,,,,yes,,,,,Hospital de Mondim de Basto,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4713764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,40.8414337,,,,,,,,,Hospital de Oliveira de Azeméis,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.3324326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2052118,,,,,,,,,Hospital de Paredes,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.3820409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3629938,,,,,,,,,Hospital de Peniche,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.0802084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3021237,,,,yes,,,,,Hospital de S. Gonçalo (Novo),,,,,,,,,,,,,,,,,
hospital,,,orthopaedics,,,,,,-9.3493652,,Q66814223,,,Santa Casa da Misericórdia,,,231,,,,,,,,,,,,,,,,,Rua de Benguela,,,,,,,,,,,,,,,,,,38.6859536,,,Carcavelos e Parede,,,,,,Hospital de Sant'Ana,,,2779-501,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.0784676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9825681,,,,,,,,,Hospital de Santa Casa da Misericórdia de Arruda dos Vinhos,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.2343845,,Q10298544,,,,,,921,,,,,,,,,,,,,,,,,Avenida Errázuriz,,,,,,,,,,,,,,,,,,38.7259110,,,Santa Cruz,,,,,,Hospital de Santa Cruz,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.8317159,,Q66815238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.6963247,,,,,,,,,Hospital de Santa Luzia,,,,yes,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6098250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1603439,,,,,,,,,Hospital de Santa Maria,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6164029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.5330744,,,,,,,,,Hospital de Santa Maria Maior,,,,yes,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7928025,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,yes,,,,,,,,,,,39.7431706,,,,,,,,,Hospital de Santo André,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,www.chlc.min-saude.pt,,,-9.1414432,Centro Hospitalar Lisboa Central,Q10298469,,,,,,,,,,,,,,+351 213 136 300,,,,,,,,,Alameda de Santo António dos Capuchos,,,,,,,,sec.adm.capuchos@chlc.min-saude.pt,,,,,,,,national,,38.7225043,,,Lisboa,,,,,,Hospital de Santo António dos Capuchos,,,1169-050,,,,,,,,,,,,,,
hospital,,,,,,,,,-27.2211206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,38.6675696,,,,,,,,,Hospital de Santo Espírito da Ilha Terceira,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5447884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1392675,,,,,,,,,Hospital de São Camilo,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,http://www.chlc.min-saude.pt,,,-9.1388146,Centro Hospitalar Lisboa Central,Q10298548,,,,,,,,,,,,,,+351 218 841 000,,,Krankenhaus São José,,,,,,Rua José António Serrano,,,,,,,yes,sec.ca@chlc.min-saude.pt,,,,,,,,national,Colégio de Santo Antão-o-Novo;Hospital de Todos-os-Santos;Hospital Real de São José,38.7198864,,,Lisboa,,,,,,Hospital de São José,,,1150-199,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6034531,,Q10298549,,,,,,,,,HSJ,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.1798938,,,,,,,,,Hospital de São João,,,,yes,,,,,,,,,yes,,,,
hospital,,,,,,,,,-8.4828141,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,yes,,,,,,,,,,,41.1820626,,,,yes,,,,,Hospital de São Martinho,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.5958545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,37.9443159,,,,hospital,,,,,Hospital de São Paulo - Serpa,,,,,,,,,,,,,,,,,
hospital,,,anaesthetics;cardiology;gastroenterology;surgery;gynaecology;haematology;physiatry;internal;neurology;pulmonology;neurology;ophthalmology;oncology;orthopaedics;otolaryngology;paediatrics;pulmonology;psychiatry;urology,,,www.hospitalfeira.min-saude.pt,,"Hospital São Sebastião, E.P.E.",-8.5483900,,,Hospital de Santa Maria da Feira,,"Centro Hospitalar de Entre o Douro e Vouga, E.P.E.",,,s/n,,,,,,,,+351 256 379 700,,,,Centro Hospitalar,,,,,Rua Doutor Cândido Pinho,,,www.hospitalfeira.min-saude.pt,PT508878462,+351 256 373 867,,yes,hssebastiao@chedv.min-saude.pt,,,,,+351 256 379 700,,,,,40.9311264,,,Santa Maria da Feira,,,,,+351 256 373 867,Hospital de São Sebastião,,,4520-211,,,,,,,,hospital,,,,,PT,
hospital,,,general;chiropractic;paediatrics;orthopaedics;gynaecology;ophthalmology,,,,,,-7.9094341,,,,,SNS - Serviço Nacional de Saúde,,,,,,,,,,,,,,,,,,,,Avenida Rei Dom Duarte,,,,,,,yes,,,,,,,,,,,40.6501994,,,União das Freguesias de Viseu,,,,,,Hospital de São Teotónio,,,3504 509,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.3926173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8480235,,,,,,,,,Hospital de Vale de CambraCentro de Saúde,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7449981,,,,,,,,,,,,,,,,,,,,,,,,,Avenida Doutor Artur Cunha Araújo,,,,,,,yes,,,,,,,,,,,41.3549694,,,Vila do Conde,,,,,,Hospital de Vila do Conde,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5876475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3414743,,,,,,,,,Hospital do Arcebisto João Crisóstomo,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-25.6780823,,Q30294654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7513931,,,,yes,,,,,Hospital do Divino Espirito Santo,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7322481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,38.0419739,,,,,,,,,"Hospital do Litoral Alentejano, EPE",,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.0986338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8026391,,,,,,,,,Hospital do Mar,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.4797062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.3419520,,,,,,,,,Hospital do Médio Ave,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,http://pics.sams.pt/UnidadesSaude/Paginas/HospitalSAMS.aspx,,,-9.1149880,Sindicato dos Bancários do Sul e Ilhas,,,,,,,1,,,,,,,,+351 210 499 999,,,,,,,,,Rua Cidade de Gabela,,,,,,,,cg@sams.pt,,,,,,,,private,,38.7685821,,,Lisboa,,,,,+351 218 422 290,Hospital do SAMS,,,1849-017,,,,,,,,hospital,,,,,PT,
hospital,,,,,,https://www.ordemdoterco.pt/index.php/hospital_do_terco,,,-8.6081842,,Q10298520,Hospital da Nossa Senhora do Terço e Caridade,,Venerável Irmandade de Nossa Senhora do Terço e Caridade,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.1445658,,,,,,,,,Hospital do Terço,,,,,,,,,,,,,,,,,
,,,,,,,,,-8.4617899,,,,,Centro Hospitalar e Universitário de Coimbra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national,,40.1955729,,,,,,,,,Hospital dos Covões - Consultas Externas,,,,,,,,,,,,,,,,,
,,,,,,,,,-8.4596964,,,,,Centro Hospitalar e Universitário de Coimbra,,,,,,,,,,,,,,,,,,,,Rua 5 de Outubro,,,,,,,,,,,,,+351 239 800 100;+351 239 488 700,,,national,,40.1941770,,,Coimbra,,,,,,Hospital dos Covões - Edifício Central,,,3049-002,,,São Martinho do Bispo,,,,,,,,,,,
hospital,,,,,,http://www.hpplusiadas.pt,,,-9.1758181,,,,,,,,,,,,,,,,+351 217 704 040,,,,,,,,,Rua Abílio Mendes,,,,,,,,contact.center@hppsaude.pt,,,,,,,,private,,38.7486962,,,Lisboa,,,,,,Hospital dos Lusíadas,,,1500-458,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.9391633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0208207,,,,,,,,,Hospital dos Lusíadas,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.5444179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1436821,,,,,,,,,Hospital-Escola Fernando Pessoa,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-9.3327437,,,,,,,,3,,,,,,,,,,,,"Consultório de empresa de cuidados de saúde vocacionada para as áreas da Psiquiatria, Psicologia Clínica, Psicoterapia e Nutrição.",INTEGRITAS,,,,Praça Dr. Manuel Rebelo de Andrade,,,https://www.integritas.pt/,,,,,,,,,,+351214580469,,,,,38.6895608,,,Carcavelos,,,,,,"INTEGRITAS - Cuidados de Saude, Lda.",,,2775-603,limited,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4249130,,,,,,,,,,,,,,,,,Idealmed - Unidade Hospitalar de Coimbra,,,,,,,,Circular Externa,,,http://www.idealmed.pt/index.php/pt/idealmed/uhc-unidade-hospitalar-de-coimbra,,,,,,,,,,+351 239 096900,,,private,,40.2246679,,,Coimbra,,,,,,Idealmed - Unidade Hospitalar de Coimbra,,,3020-479,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6502161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1817154,,,,,,,,,Instituto CUF Porto,,,,yes,,,,,,,,,,,,,
hospital,,,,,,http://www.ipolisboa.min-saude.pt,,,-9.1655516,,,,,,,"Rua Professor Lima Basto, IPO - Pavilhão Central 1099-023 LISBOA",,,,IPO Lisboa,,,,,+351 217 229 800,IPO,,,,,,,,Rua Professor Lima Basto,,,,,,,no,ipofg@ipolisboa.min-saude.pt,,,Pavilhão Central,,,,,national,,38.7403831,,,Lisboa,,,,,,Instituto Português Oncologia de Lisboa Francisco Gentil,,,1099-023,,,,,,,,,,,,,,
hospital,,,oncology,,,,,,-8.4101273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national,,40.2166804,,,,,,,,,Instituto Português de Oncologia - Francisco Gentil,,,,,,,,,,,,,,,,,
hospital,,,,,,,,"Instituto Português de Oncologia do Porto FG, EPE",-8.6051674,,,Instituto Português de Oncologia - Centro Regional do Porto,,,,,,,,IPO,,,,,,"Instituto Português de Oncologia do Porto Francisco Gentil, E.P.E",,,,,,,,Rua Doutor António Bernardino de Almeida,,,www.ipoporto.pt,,+351 225 084 001,,no,,,,,,+351 225 084 000,,,,,41.1803487,,,Porto,,,,,,Instituto Português de Oncologia do Porto,,,4200-072,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6180140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1481278,,,,,,,,,Instituto de Medicina Legal,,,,,,,,,,,,,,,,,
hospital,,,general,,,,,,-9.4335417,,,,,,,,236,,,,,,,,,,,,,,,,,Avenida Pedro Alvares Cabral,,,,,,,,,,,,,,,,,,38.6975726,,,Cascais e Estoril,,,,,,Instituto de Medicina de Cascais,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,http://institutogamapinto.com/,,,-9.1443175,,,,,,,,2,,,,,,,,+351 213 553 060,,,,,,,,,Travessa Larga,,,,,,,,administracao@igpinto.min-saude.pt,,,,,,,,national,,38.7224639,,,Lisboa,,,,,,Instituto de Oftalmologia Doutor Gama Pinto,,,1169-019,,,,,,,,,,,,,,
hospital,,,psychiatry,,,,,,-8.2024755,,,,,,,,1,,,,,,,,,,,,,,,,,Rua do Souto,,,,,,,,,,,,,,,,,,41.0827253,,,,,,,,,Lar Residencial - A. Solid. Social Espadanedo,,,,,,,,,,,hospital,,,,,,
hospital,,,gynaecology,,,,,,-8.4159213,,,Instituto Maternal,,Centro Hospitalar e Universitário de Coimbra,,,,,,,,,,,,,,,,,,,,Rua Augusta,,,,,,,,,,,,,+351 239 800 100;+351 239 488 700,,,national,,40.2117802,,,Coimbra,,,,,,Maternidade Bissaya Barreto,,,3000-061,,,,,,,,,,,,,,
hospital,,,,,pt:Maternidade Alfredo da Costa,,,,-9.1476072,"Centro Hospitalar de Lisboa Central, EPE.",,,,,,,,,,,,,,,,,,,,,,,,Rua Viriato,,,http://www.chlc.min-saude.pt/hospital.aspx?menuid=481,,,,,,,,,,+351 213 184 000,,,national,,38.7331021,,,Lisboa,,,,,,Maternidade Doutor Alfredo da Costa,,,1069-089,,,,,1932,,,,,,,,PT,
hospital,,,gynaecology,,,,,,-8.4118908,,,,,Centro Hospitalar e Universitário de Coimbra,,,,,,,,,,,,,,,,,,,,Rua Miguel Torga,,,,,,,,,,,,,+351 239 403 060,,,national,,40.2073844,,,,,,,,,Maternidade Doutor Daniel de Matos,,,3030-165,,,,,,,,,,,,,Coimbra,
hospital,,,,,,,,,-9.1486352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7559312,,,,,,,,,Parque de Saúde de Lisboa,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-7.9005561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5678982,,,,,,,,,Patrocínio,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.2140710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.0763409,,,,,,,,,Policlinica FISIOCINFÃES,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.1545592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0668710,,,,,,,,,Posto Médico,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.6460032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4407798,,,,yes,,,,,Posto Médico de Covão do Lobo,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.7557756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5405630,,,,yes,,,,,Posto de Saúde da Gafanha da Boa Hora,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-31.1128005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6726526,,,,yes,,,,,Posto de Saúde do Corvo,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.1577538,,,,,,,,,,,,,,,,,,,,,,,,,Rua Fialho de Almeida,,,,,,,no,,,,,,,,,,,38.7344588,,,Lisboa,yes,,,,,SAMS,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4396818,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,37.1903769,,,,yes,,,,,Santa Casa da Misericordia,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.4351106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6526004,,,,,,,,,Santa Casa da Misericórdia,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4256859,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.scmav.pt,,,,,,,,,,,,,,,41.8516089,,,,,,,,,Santa Casa da Misericórdia de Arcos de Valdevez,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.5068035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2810103,,,,yes,,,,,Santa Casa da Misericórdia de Covilhã - Centro de Diagnóstico,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4815470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.3427448,,,,,,,,,Santa Casa da Misericórdia de Santo Tirso,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-9.3520283,,,,,Hospital Fernando Fonseca (Amadora/Sintra),,,,,,,,,,,,,,,,,,,,,,,http://www.hff.min-saude.pt/index.php/conteudo/servico-de-urgencia-basica-algueirao-mem-martins_99,,,,,,,,,,21434 5535,,,,,38.7903245,,,MEM MARTINS,yes,,,,,Serviço de Urgência Básica (SUB),,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.2558770,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0949265,,,,yes,,,,,Soerad - Hospital Privado,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.9267805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,39.7425769,,,,,,,,,Terapia das dores,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.1793714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4811416,,,,hospital,,,,,Terra Quente,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.7362732,,,,,Trofa Sáude,,,3,,,,,,,,,,,,,,,,,Rua Baden-Powell,,,https://www.trofasaude.pt/vilareal,,,,yes,,,,,,+351 259 247000,,,,,41.2965716,private,,Vila Real,,,,,,Trofa Saúde Hospital Vila Real,,,5000-198,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-9.3313623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2024830,,,,,,,,,UCSP Lourinhã - Pólo Ribamar,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.3869981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,41.5685310,,,,,,,,,USF de Gualtar,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.7935669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5248818,,,,yes,,,,,Unidade Cuidados Continuados de Ribeira de Pena,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.4770942,,,,,,,,,,,,,,,,,,,,,Bing,,,,Avenida Doutor Francisco de Sá Carneiro,,,,,,,yes,,,,,,+351 276 300 900,,,,Hospital Distrital de Chaves,41.7430211,,,Chaves,,,,,,Unidade Hospitalar de Chaves (Centro Hospitalar de Trás-os-Montes e Alto Douro),,,5400-249,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5792862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.1959825,,,,,,,,,Unidade Saúde Familiar Pedrouços,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.0166922,,,,,,,,,,,,,,,,,,,,,,,,,Rua da Escola,,,,,,,,,,,,,,,,,,40.6140559,,,Farminhão,,,,,,Unidade de Cuidados Continuados,,,3510-643,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.0795594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2738999,,,,yes,,,,,Unidade de Cuidados Continuados,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.4678385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2834433,,,,,,,,,Unidade de Cuidados Continuados,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4018721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.5859827,,,,yes,,,,,Unidade de Cuidados de Saúde Personalizados de Adaúfe,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-7.7245744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995608,,,,yes,,,,,Unidade de Saúde Familiar - Fénix,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.5122434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0335698,,,,,,,,,Unidade de Saúde Familiar Além D'Ouro (ACES Espinho/Gaia),,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-9.2209297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,38.6952468,,,,yes,,,,,Unidade de Saúde Familiar Descobertas,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.6849876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,41.3798273,,,,,,,,,Unidade de Saúde Familiar da Junqueira,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-28.6276330,,,,,Saudaçor,,,,,,,,,,,,,,,,,,,,Rua da Vista Alegre,,,,,,,no,,,,,,,,,,,38.5415778,,,,,,,,,Unidade de Saúde da Ilha do Faial,,,,,,,,,,,,,,,,,
hospital,,,,,,,,,-8.4146584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5467352,,,,yes,,,,,Unidade de Saúde do Carandá,,,,,,,,,,,hospital,,,,,,
hospital,,,,,,,,,-8.2820170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1059377,,,,,,,,,Águas de Melgaço,,,,,,,,,,,hospital,,,,,,
