shop,office,healthcare:speciality,building:part,clinic,addr:housenumber,addr:state,name:de,source,opening_hours:url,image,fax,survey:date,short_name,fixme,historic,name:uk,tourism,addr:street,contact:facebook,contact:fax,name,designation,level,addr:postcode,roof:material,ref:nid,source:user,WroclawGIS:building:ID,ewmapa:warstwa,full_name,building:usage:pl,description,wikipedia,mapillary,addr:street:sym_ul,ref,email,highway,WroclawGIS:building:ringIndex,barrier,contact:email,addr:source,addr:city:simc,roof:shape,source:geometry,addr:city,building:use:pl,source_ref,building:type:pl,lon,contact:website,roof:colour,height,lat,alt_name,operator,area,opening_hours,contact:phone,addr:housename,building:parts,heritage,start_date,website,addr:subdistrict,phone,official_name,emuia:id,dispensing,landuse,source:amenity,amenity,operator:type,WroclawGIS:building:date,wikidata,source_ref:3D,emergency,addr:district,building:levels,note,building:fireproof,source:addr,building:material,addr:county,building,building:colour,url,wheelchair,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator
,,,,,27,,,gis.um.szczecin.pl,,,,,,,,,,3 Maja,,,Przychodnia Kolejowa nr 5,,,,,,,,,,zakład opieki medycznej,,,,,,,,,,,,,,,Szczecin,,,,14.5500692,,,,53.4218184,,,,,,,,,,,,,,,,,,clinic,,,,,,,9,,,,,,public,,,,,,clinic,,
,,,,,76,,,,,,,,,,,,,Bydgoska,,,Przychodnia Lekarska,,,87-100,,,,,,,,,,,,,,,,,,,,,,Toruń,,,,18.5790781,,,,53.0105268,,Wojewódzki Ośrodek Medycyny Pracy w Toruniu,,,,,,,,http://womp.torun.pl/,,56 62 280 19,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,21,,,,,,,,,,,,,Adama Mickiewicza,,,Przychodnia Lekarska Medicus,,,16-070,,,,,,,,,,,,,,,,,,,,,,Choroszcz,,,,22.9912422,,,,53.1449996,,,,Mo-Fr 08:00-18:00,,,,,,,,0048857191999,,,,,,clinic,,,,,,,2,,,,,,yes,,,yes,,,,,
,,,,,19a,,,,,,,,,,,,,Konstytucji 3 Maja,,,Przychodnia Lekarska Na Skarpie,,,87-100,,,,,,,,,,,,,,,,,,,,,,Toruń,,,,18.6807566,,,,53.0241021,,,,Mo-Fr 7:00-18:00,,,,,,,,,,,,,,clinic,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,yes,,,,,,,,
,,,,,9,,,,,,,,,,,,,Tadeusza Kościuszki,,,Przychodnia Lekarska SPZOZ,,,05-300,,,,,,,,,,,,,,,,,,,,,,Mińsk Mazowiecki,,,,21.5588500,,,,52.1807093,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,1,,,,,,,,,,,,,Polna,,,Przychodnia Lekarska w Ruciane-Nida,,,12-220,,,,,,,,,,,17011,,,,,,,,0977841,,,Ruciane-Nida,,,,21.5326521,,,,53.6411181,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,emuia.gugik.gov.pl,,,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia Lekarza Rodzinnego Medyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5104569,,,,52.0156483,,,,,,,,,,,,,,,,,,clinic,,,,,no,,,,,,,,yes,,,,,,,,
,,general;dermatology;allergology;orthopaedics;neurology,,,58,,,,,,,,,,,,,Opolska,,,"Przychodnia Lekarzy Rodzinnych ""Zdrowa Rodzina""",,,,,,,,,,,,,,,,,,,,,,,,,Poznań,,,,16.8942059,,,,52.3660541,,,,Mo-Fr 08:00-18:00,,,,,,zdrowarodzina.com.pl,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,clinic,,
,,,,,8,,,,,,,,,,,,,Henryka Sienkiewicza,,,Przychodnia Medan,,,55-200,,,,,,,,,,,,,,,,,,,,,,Oława,,,,17.2935842,,,,50.9400687,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,molawa.e-mapa.net,,,yes,,,,,,,,
,,,,,14,,,,,,,,,,,,,11 Listopada,,,Przychodnia Medica,,,55-200,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",Oława,,,,17.2960033,,,,50.9406611,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,molawa.e-mapa.net,,,yes,,,,,,,,
,,general,,,5A,,,,,,,,,,,,,Wojska Polskiego,,,Przychodnia Medical,,,83-110,,,,,,,,,,,,,,,,,,,,,,Tczew,,,,18.7902119,,,,54.0865614,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,Tczew,,clinic,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia Medycyny Pracy,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,21.1483643,,,,51.4087651,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,"UM Ruda Śląska, survey",,,,,,,,,,Harcerska,,,Przychodnia Medycyny Rodzinnej Med-Dental s.c.,,,,,,,,"Przyziemie budynku ognioodpornego, podpory, podcienia z pomiaru w terenie",,,,,,,,,,,,,,,,,,"Szpital lub zakład opieki medycznej, socjalnej",,,18.8443971,,,,50.2482690,,,,Mo-Fr 08:00-20:00; Sa 08:00-14:00,,,,,,,,503 720 717,,,,,,clinic,,,,,,,2,,yes,,,,healthcare,,,,,,,,
,,,,,2,,,,,,,,,,,,,Władysława Jagiełły,,,Przychodnia Miejska,,,59-330,,,,,,,,,,,,,,,,,,,,,,Ścinawa,,,,16.4293622,,,,51.4147473,,,,07:00-15:00,,,,,,http://przychodnia.scinawa.pl/,,76 817 48 20,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia NOMED,,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,,,,17.2982543,,,,50.9484442,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,1,,,,,,,,,,,,,Szkolna,,,Przychodnia NORDMEDIC,,,21-002,,,,,,,,,,,,,,,,,,,,,,Panieńszczyzna,,,,22.4363713,,,,51.3041228,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,jastkow.e-mapa.net,,,yes,,,,,,,,
,,,,,29,,,,,,,,,,,,,Adama Mickiewicza,,,Przychodnia NZOZ MEDAX,,,97-500,,,,,,,,,,,,,,,,,,,,,,Radomsko,,,,19.4502908,,,,51.0711778,,,,Mo-Fr 08:30-20:00,,,,,,,,,,,,,,clinic,,,,,,,4,,,,,,civic,,,,,,,,
,,,,,2,,,gis.um.szczecin.pl,,,,,,,,,,Energetyków,,,Przychodnia Portowa,,,70-656,,,,,,,Inny niemieszkalny lub podziemny,,,,,,,,,,,,,,,Szczecin,,,,14.5615631,,,,53.4206416,,,,7:00-18:00,,,,,,https://przychodniaportowa.pl/,,+48 91 44 12 147,,,,,,clinic,,,,,,,4,,,,,,yes,,,,,,,,
,,,,,8,,,,,,,,,,,,,Ogrodowa,,,Przychodnia Rejonowa,,,59-610,,,zVID,,,,,,,,,,,,,,,,,,geoportal.gov.pl:ortofoto,Wleń,,,,15.6734583,,,,51.0154280,,,,,,,,,,,,,,,,,,clinic,,,,,,,1,,,,,,hospital,,,,,,,,
,,,,,17,,,,,,,,,,,,,Fabryczna,,,Przychodnia Rejonowa,,,36-060,,,,,,,,,,,,,,,,,,,,,geoportal.gov.pl:ortofoto,Głogów Małopolski,,,,21.9573586,,,,50.1536383,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,UG Głogów Małopolski,,,yes,,,,,,,,
,,,,,54,,,,,,,,,,,,,Tadeusza Kościuszki,,,Przychodnia Rejonowa,,,23-460,,,,,,,,,,,09572,,,,,,,,0987897,,,Józefów,,,,23.0545144,,,,50.4812539,,,,,,,,,,,,084-6878008,,,,,,clinic,,,,,,,,"Podstawowa opieka zdrowotna, Opieka domowa, Pogotowie, Opieka doraźna",,jozefowbilgorajski.e-mapa.net,,,yes,,,yes,,,,,
,,,,,5,,,,,,,,,,,,,Karmelicka,,,Przychodnia Rejonowa,,,34-100,,,,,,,,,,,,,,,,,,,,,,Wadowice,,,,19.4917741,,,,49.8808694,,ZZOZ Wadowice,,,,,,,,,,,,,,,,clinic,,,,,,,,,,EMUiA (wadowice.e-mapa.net),,,yes,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia Rejonowa SPZOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8892986,,,,51.0176145,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,
,,,,,29,,,UM Ruda Śląska,,,,,,,,,,Jana Gierałtowskiego,,,Przychodnia Rejonowa Samodzielny Publiczny Zakład Opieki Zdrowotnej,,,41-700,,,,,"Przyziemie budynku ognioodpornego, podpory, podcienia z pomiaru w terenie",,,,,,,,,,,,,,,,,Ruda Śląska,"Szpital lub zakład opieki medycznej, socjalnej",,,18.8518619,,,,50.3199901,,,,,,,,,,,,,,,,,,clinic,,,,,,,2,,yes,,,,healthcare,,,,,,,,
,,,,,1,,,,,,,,,Duplicate address in import (zdublowany adres w promieniu 100 metrów),,,,Szpitalna,,,Przychodnia Rejonowa W Opocznie,,,26-300,,,,,,,,,,,,,,,,,,,0967943,,,Opoczno,,,,20.2862205,,,,51.3755824,,,,,,,,,,,,44 754 48 33,,,,,,clinic,,,,,,,,,,emuia.gugik.gov.pl,,,yes,,,,,,clinic,,
,,,,,9,,,,,,,,,,,,,Aleksandra Putry,,,Przychodnia Rejonowa nr 2,,,16-400,,,,,,,,,,,,,,,,,,,,,,Suwałki,,,,22.9354024,,,,54.1218222,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,clinic,,
,,,,,7,,,,,,,,,sprawdzić godziny otwarcia,,,,Apteczna,,,Przychodnia Rejonowa nr 3,,,26-110,,,,,,,,,,,,,,,,,,,,hipped,,Skarżysko-Kamienna,,,,20.8574696,,#b04840,,51.1136183,,,,,,,,,,,,,,,,,,clinic,,,,,,,2,,,,,,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia Rejonowa w Złotoryi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9030978,,,,51.1188780,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia Rejonowo Specjalistyczna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3302748,,,,49.4705924,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,
,,,,,45,,,,,,,,,,,,,Strażacka,,,Przychodnia Rejonowo – Specjalistyczna Nr 1 Myszków,,,42-300,,,,,,,,,,,,,,,,,,,,,,Myszków,,,,19.3283478,,,,50.5775140,,,,,,Przychodnia Rejonowo – Specjalistyczna Nr 1 Myszków,,,1968-11-28,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,yes,,,,,
,,,,,14,,,rokoski,,,,,,,,,,Krzysztofa Kamila Baczyńskiego,,,"Przychodnia Rejonowo-Specjalistyczna ""Milowice""",Przychodnia Milowice,,41-203,,,,,,,,,,,,,,,,,,,,,,Sosnowiec,,,,19.0788928,,,,50.2903231,,,,,,"Przychodnia Rejonowo-Specjalistyczna ""Milowice""",,,,,,,,,,,,clinic,,,,,,,,,,,,,public,,,,,,,,
,,,,,10c,,,,,,,,,,,,,Konstytucji 3 Maja,,,Przychodnia Rodzinna,,,28-200,,,,,,,,,,,,,,,,,,,,,,Staszów,,,,21.1792391,,,,50.5593759,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,clinic,,
,,,,,,,,Starostwo Powiatowe Będzin,,,,,,,,,,,,,Przychodnia Specjalistyczna,,,,,,,,,,,,,,,,,,,,,,,,,,"Szpital lub zakład opieki medycznej, socjalnej",,,19.1319522,,,,50.3241764,,,,,,,,,,,,,,,,,,clinic,,,,,,,3,,,,,,healthcare,,,,,,,,
,,,,,2A,,,,,,,,,,,,,Księdza Jerzego Popiełuszki,,,Przychodnia Zdrowia Skawina,,,32-050,,,,,,,,,,,,,,,,,,,,,,Skawina,,,,19.8291700,,,,49.9727109,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,http://portal.gison.pl/skawina,,,yes,,,,,,,,
,,general;paediatrics,,,11,,,,,,,,,,,,,Franciszka Stawickiego,,,"Przychodnia Zespołu Lekarza Rodzinnego ""Medyk""",,,62-700,,,,,,,,,,,,,,,,,,,,,,Turek,,,,18.5088158,,,,52.0164568,,,,Mo-Fr 08:00-18:00,,,,,,,,+48632780180,,,,,,clinic,,,,,,,,,,,,,yes,,,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia lekarska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1975016,,,,50.9212656,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia lekarska,,,63-510,,,,,,,,,,,,,,,,,,,,,,Mikstat,,,,17.9697932,,,,51.5305529,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,general,,,13/17,,,,,,,,,,,,,Chełmska,,,Przychodnia lekarska,,,00-724,,,,,,,,,,,02709,,,,,,,,0918123,,,Warszawa,,,,21.0447429,,,,52.2021079,,,,,,,,,,http://zozmokotow.pl/index.php?option=com_content&view=category&layout=blog&id=44&Itemid=61,,,,,,,,clinic,,,,,,,,,,mapa.um.warszawa.pl,,,yes,,,,,,clinic,,
,,,,,10,,,Starostwo Powiatowe w Wałczu,,,,,,,,,,Kościuszkowców,,,Przychodnia lekarska,,,78-600,,,,,,,,,,,09586,,,,,,,,0967245,,,Wałcz,,,,16.4677939,,,,53.2726423,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,mwalcz.e-mapa.net,,,yes,,,,,,,,
,,,,,18A,,,,,,,,,,,,,Wojska Polskiego,,,Przychodnia lekarska,,,59-975,,,,,,,,,,,,,,,,,,,,,,Sulików,,,,15.0618045,,,,51.0776631,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia lekarska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1982253,,,,51.5245398,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,84,,,,,,,,,,,,,Królowej Elżbiety,,,Przychodnia lekarska Salmed,,,58-160,,,,,,,,,,,,,,,,,,,,,,Świebodzice,,,,16.3167199,,,,50.8679475,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,PL,
,,,,,1,,,Geoportal 2: Ortofotomapa (aerial image),,,,,,,,,,Bolesława Prusa,,,Przychodnia nr 4 Prusa,,,25-110,,,,,,,,,,,,,,,,,,,,,,Kielce,,,,20.6253545,,,,50.8491525,,Niepubliczny Zakład Opieki Zdrowotnej CENTRUM Sp. z o.o.,,,,,,,,http://www.centrum.nzozy.com/,,+48 41 3614286,,,,,,clinic,,,,,,,2,,,,,,civic,,,,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,Przychodnia psychologiczno-pedagogiczna,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4976234,,,,52.0190279,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,www.gis.kielce.eu (ortofoto),,,,,,,,,,,,,Przychodnia rejonowa nr 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6692144,,,,50.8907179,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,clinic,,
,,,,,30,,,,,,,,,,,,,Armii Krajowej,,,Przychodnia w gomunicach,,,97-545,,,,,,,,,,,,,,,,,,,,,,Gomunice,,,,19.4889644,,,,51.1690807,,,,"Mo,We-Fr 07:30-15:30; Tu 08:00-16:00",,,,,,,,+48 44 685 02 45;+48 44 684 24 85,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,4,,,UM Gorzów,,,,,,,,,,Dworcowa,,,"Przychodnia zdrowia ""Dworcowa""",,,,,,,,,,"Ochrony zdrowia, opieki socjalnej",,,,,,,,,,,,,,,,,,,15.2294785,,,,52.7290020,,,,,,,,,,,,,,,,,,clinic,,,,,,,3,,,,,,yes,,,,,,,,
,,,,,35,,,,,,,,,,,,,Świerczewo,,,Przychodnia Świerczewo,,,06-300,,,,,,,,,,,,,,,,,,,0966398,,,Przasnysz,,,,20.8862266,,,,53.0229920,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,mprzasnysz.e-mapa.net,,,yes,,,,,,clinic,,
,,,,,42,,,,,,,,,,,,,Jubileuszowa,,,Przychodnia Świętego Jana,,,41-506,,,,,,,,,,,,,,,,,,,,,,Chorzów,,,,18.9341114,,,,50.2684633,,,,,,,,,,http://przychodniajana.pl/,,+48881048810,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,no,,104,,,,,,,,,do poprawy tracerem2,,,,Legionów,,,Publiczna Przychodnia Nr 2,,,26-110,,,,,,,,,,,,,,,,,,,,,,Skarżysko-Kamienna,,,,20.8561687,,,,51.1028403,,,,Mo-Fr 08:00-20:00; Sa 08:00-15:00; Su off,,,,,,,,+48 412524548,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,RUDAK-MED,,,,,,,,,,,,,,,,,,,,,,,,,Toruń,,,,18.6418189,,,,53.0011453,,,,"Mo-Fr 08:00-18:00,Su 10:00-15:00; Sa off",,,,,,http://www.rudak-med.pl,,56 6547820,,,yes,,,clinic,,,,,,,,,,,,,hospital,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Regionalne Centrum Krwiodawstwa i Krwiolecznictwa,,,,,,,,,,,,,,,,sekretariat@krew.gda.pl,,,fence,,,,,,,,,,18.6287585,,,,54.3655680,,,,,,,,,,http://krew.gda.pl/,,+48 58 520 40 40;+48 58 520 40 10,,,,,,clinic,,,,,,,,,,,,,,,,,,,blood_donation,,
,,,,,9,,,,,,,,,,,,,Kaszubska,,,Regionalne Centrum Krwiodawstwa i Krwiolecznictwa,,,62-800,,,,,,,,,,,,,,,,,,,,,,Kalisz,,,,18.1034291,,,,51.7699238,,,,,,,,,,http://krwiodawstwo.kalisz.pl/,,,,,,,,clinic,,,,,,,1,,,,,,healthcare,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Regionalne Centrum Krwiodawstwa i Krwiolecznictwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0603076,,,,52.2332242,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,blood_donation,,
,,,,,40,,,,,,,,,,,,,Mennicza,,,S-Medi,,,43-400,,,,,,,,,,,,,,,,,,,,,,Cieszyn,,,,18.6304928,,,,49.7503694,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,16,,,,,,,,,,,,,Handlowa,,,SALUS,,,64-061,,,,,,,,,,,06507,,,,,,,,0584248,,,Kamieniec,,,,16.4540186,,,,52.1624997,,,,7:30 - 18:00,,,,,,,,,,,,,,clinic,,,,,,,,,,kamieniec.e-mapa.net,,,yes,,,,,,,,
,,,,,15,,,photograph,,,,,,,,,,Aleje Lipowe,,,SP ZOZ Miejski Ośrodek Zdrowia w Świebodzicach,,,58-160,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",Świebodzice,,https://www.flickr.com/photos/124589265@N07/14250029062,,16.3263322,,,,50.8600529,,,,Mo-Fr 07:30-18:00,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,yes,,,,,
,,,,,23,,,,,,,,,,,,,Janusza Korczaka,,,SP ZOZ Przychodnia Rejonowa w Łapach,,,18-100,,,,,,,,,,,,,,,,,,,,,,Łapy,,,,22.8674965,,,,52.9876318,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,hospital,,,,,,,,
,,,,,6,,,,,,,,,,,,,Szkolna,,,SPZOZ - SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ,,,43-512,,,,,,,,,,,,,,,,,,,,,,Bestwina,,,,19.0608857,,,,49.8966330,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,8A,,,,,,,,,,,,,Bartosza Głowackiego,,,SPZOZ Promyk,,,65-301,,,,,,,,,,,,,,,,,,,,,,Zielona Góra,,,,15.5058522,,,,51.9283007,,Zespół Rehabilitacji Dzieci i Młodzieży Niepełnosprawnej Promyk,,,,,,,,,,,,,,,,clinic,public,,,,,,,,,,,,yes,,,,,,clinic,,
,,,,,17,,,,,,,,NZOZ „SALUS”,,,,,Stefana Żeromskiego,,,Salus,,,39-300,tar_paper,,,,,,,,,,,,salus1@op.pl,,,,,,,flat,,Mielec,,,,21.4353487,,gray,11,50.2895079,,,,,,,,,,http://www.salus.go3.pl,,+48 175863133,Niepubliczny Zakład Opieki Zdrowotnej „SALUS”,,,,,clinic,,,,,,,3,,,EMUiA (emuia.gugik.gov.pl),plaster,,civic,antiquewhite,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4268231,,,,49.4394474,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,6,,,,,,,,,,,,,Kardynała Stefana Wyszyńskiego,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej,,,08-404,,,,,,,,,,,48861,,,,,,,,0671645,,,Górzno,,,,21.7100266,,,,51.8452574,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,gorzno.e-mapa.net,,,yes,,,,,,,,
,,,,,12,,,,,,,,,,,,,Kajakowa,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej Warszawa-Ursynów,,,02-838,,,,,,,,,,,,,,,,,,,,,,Warszawa,,,,21.0190047,,,,52.1301011,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,hospital,,,,,,,,
,,,,,4,,,,,,,,,,,,,Eugeniusza Romera,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej Warszawa-Ursynów,,,02-784,,,,,,,,,,,18846,,,,,,,,0918123,,,Warszawa,,,,21.0304552,,,,52.1552092,,,,,,,,,,https://zozursynow.pl/,,+48 22 643 04 97,,,,,,clinic,,,,,,,,,,mapa.um.warszawa.pl,,,yes,,,,,,clinic,,
,,,,,7,,,,,,,,,,,,,Kolejowa,,,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Nałęczowie,,,24-150,,,,,,,,,,,,,,,,,,,,,,Nałęczów,,,,22.2127945,,,,51.2898067,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,yes,,,,,,clinic,,
,,,,,1,,,,,,,,,,,,,Otwocka,,,Samodzielny Zespół Publicznych Zakładów Lecznictwa Otwartego,,,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,,,Warszawa,,,,21.0577632,,,,52.2585018,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,PL,
,,general;psychiatry;paediatrics;surgery;otolaryngology,,,5,,,,,,,,,,,,,Armii Krajowej,,,Scanmed S.A.,,,,,,,,,,,,,,,U-10,,,,,,,,,,Kraków,,,,19.9002344,,,,50.0699496,,,,24/7,,U-10,,,,https://scanmed.pl/,,,,,,,,clinic,,,,,,,3,,,,,,yes,,,,,,clinic,PL,
,,,,,2,,,,,,,,,,,,,Wyzwolenia,,,Scapula s.c. Praktyka grupowa lekarzy,,,34-350,,,,,,,,,,,,,,,,,,,,,,Węgierska Górka,,,,19.1264772,,,,49.6096719,,,,,+48338641516,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Servi-Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6186388,,,,52.5413973,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,clinic,,
,,,,,75,,,,,,,,,,,,,Aleja Jana Pawła II,,,Sharley,,,01-038,,,,,,,,,,,07120,,,,,,,,0918123,,,Warszawa,,,,20.9830695,,,,52.2530679,,,,,,,,,,http://sharley.pl,,,,,,,,clinic,,,,,,,,,,mapa.um.warszawa.pl,,,yes,,,,,,,,
,,dermatology,,,4B lok. 3,,,,,,,,,,,,,Stawki,,,SkinClinic,,,00-193,,,,,,,,,,,,,stawki@skinclinic.pl,,,,,,,,,Warszawa,,,,20.9921952,,,,52.2538020,,,,Mo-Sa 08:00-21:00,,,,,,https://skinclinic.pl,,+48 22 424 46 46,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,clinic,,
,,,,,2,,,WMS UM Żory,,,,,,,,,,Bankowa,,,Sport-klinika,,,44-240,,,,,,,,,,,,,,,,,info@sport-klinika.pl,,,,,Żory,,,,18.6997588,http://www.sport-klinika.pl,,,50.0294563,,Klinika Chirurgii Endoskopowej Spółka z ograniczoną odpowiedzialnością,,,,,,,,,,,,,,,,clinic,,,,,,,,,,EMUIA/WMS UM Żory,,,yes,,,,,,clinic,,
,,,,,6E,,,,,,,,,,,,,Wojciecha Oczki,,,Stacja Dializ i Poradnia Nefrologiczno-Transplantacyjna,,,02-007,,,,,,,,,,,,6,,,,,,,,,,Warszawa,,,,20.9982905,,,,52.2246108,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,mapa.um.warszawa.pl,,,yes,,,,,,,,
,,,,,7,,,,,,,,,,,,,Karmelicka,,+48815287907,Stomatologiczne Centrum Medyczne Uniwerystetu Medycznego w Lublinie,,,20-081,,,,,,,,,,,,,,,,,sekretariat@sck.lublin.pl,,,,,Lublin,,,,22.5641214,http://www.sck.lublin.pl/,,,51.2491268,,,,,+48815287900,,,,,,,,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
,,,,,1,,,,,,,,,,,,,Uroczysko Pustelnia,,,Szpital Rehabilitacyjno-Uzdrowiskowy Holmed Uzdrowisko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3254108,,,,53.2205199,,,,,,,,,,https://www.szpitalsuprasl.pl/,,,,,,,,clinic,,,,,,,,,,,,,hospital,,,,,,,,
,,,,,52,,,geoportal.szczecin.pl,,,,,,,,,,aleja Wyzwolenia,,,Szpital Rehabilitacyjny Świętego Karola Boromeusza,,,,,1132,,,,,Szpital lub zakład opieki medycznej,,,,,,rejestracja@szpitalrkb.pl,,,,,,,,,,,,,14.5521505,,,,53.4407571,,Instytut Medyczny im. Jana Pawła II,,,,,,2,,http://szpitalrkb.pl/,,+48 603 319 951; +48 913114720,,,,,,clinic,,,,,,,5,,,,,,healthcare,,,,,0,,,nid
,,,,,53a,,,UM Katowice,,,,,,,,,,Mikołowska,,,Teresa Fryda Laboratorium Medyczne,,,40-065,,,,,,,,,,,,,,,,,,,,,,Katowice,,,,19.0061597,,,,50.2518994,,,,,,,,,,http://fryda.pl,,,,,,,,clinic,,,,,,,,,,,,,commercial,,,,,,,,
,,,,,13a,,,,,,,,,,,,,Szkolna,,,"Trimed. NZOZ. Bednarczyk C., Smyczek K.",,,44-238,,,,,,,,,,,,,,,,,,,,,,Przegędza,,,,18.6305422,,,,50.1223029,,,,,,,,,,,,+48 32 431 56 75,,,,,,clinic,,,,,,,,,,,,,yes,,,,,,,,
