health_facility:type,office,healthcare:speciality,building:part,indoor,health_specialty:oral_surgery,payment:cash,currency:others,postal_code,wheelchair:access,building:type,addr:housenumber,toilets,addr:state,name:de,heritage:since,opening_hours:url,image,fax,survey:date,emergency,building:roof,contact:facebook,historic,currency:EUR,addr:street,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,cn_ukd:token,lastcheck,roof:orientation,source:outline,designation,roof:height,owner,source:addr,source:address,wikipedia,mapillary,health_specialty:physiotherapy,check_date,ref,email,building:height,source:housenumber,contact:email,name:historic,roof:shape,building:use,publisher,name:hsb,atm,source:geometry,addr:city,source:building,toilets:wheelchair,source_ref,historic:addr:housenumber,lon,contact:website,roof:colour,layer,height,phone:mobile,alt_name,operator,short_name,source,opening_hours,contact:phone,addr:housename,heritage,start_date,website,phone,health_specialty:dentistry,old_name,smoking,heritage:ref,historic:addr:street,wheelchair:description:de,architect,wheelchair,amenity,health_specialty:periodontology,opening_hours:emergency,operator:type,addr:hamlet,building:flats,addr:suburb,official_name,toilets:access,payment:notes,medical_system:western,addr:district,payment:girocard,building:levels,health_facility,note,kvl_hro:type,FIXME,description,building:material,kvl_hro:amenity,kvl_hro:desc,building:architecture,lat,building,building:colour,payment:coins,url,roof:levels,healthcare,healthcare:for,addr:country,heritage:operator
,,,,,,,,,,,10,,,,,,,,,,,,,,Topfmarkt,,,,Zahnarztpraxis Dr. Holger Emmerich,,,06618,,,,,,,,,,,,,,,,,,,,,,,,,,,Naumburg,,,,,11.8095578,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.1514252,yes,,,,,dentist,,DE,
,,,,,,,,,,,9,,,,,,,,,,,,,,Topfmarkt,,,,Zahnarztpraxis Dr. Holger Emmerich,,,06618,,,,,,,,,,,,,,,,,,,,,,,,,,,Naumburg,,,,,11.8094919,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.1512758,yes,,,,,dentist,,DE,
,,,,,,,,,,,12,,,,,,,,,,,,,,Untere Bergstraße,,,+49 5443 408,"Zahnarztpraxis Dr. Hopmann, Dr. Maak & Wolf",,,49448,,,,,,,,,,,,,,,,,,,info@hopmann-maak.de,,,,,,,,Lemförde,,,,,8.3719939,http://www.hopmann-maak.de/,,,,,,,,,Mo-Th 07:00-20:00; Fr 07:00-16:00,+49 5443 374,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.4627239,yes,,,,,,,DE,
,,,,,,,,,,,83,,,,,,,,,,,,,,Brunnenstraße,,,,Zahnarztpraxis Dr. Kloß und Kollegen,,,65428,,,,,,,,,,,,,,,,Zahnaerzte-bauschheim@web.de,,,,,,,,,,,Rüsselsheim am Main,,,,,8.3841624,,,,,,,Dr. Christian Kloß,,,Mo-Tu 08:00-18:00; Fr 08:00-15:00,,,,,http://www.zahnaerzte-bauschheim.de/,+49614272266,,,,,,,,,dentist,,,,,,Bauschheim,,,,,,,,,,,,,,,,,49.9626500,house,,,,,,,,
,,,,,,,,,,,26,,,,,,,+49 9427 902435,,,,,,,Straubinger Straße,,,,Zahnarztpraxis Dr. Konstanze Groß,,,94339,,,,,,,,,,,,,,,,,,,,,,,,,,,Leiblfing,,,,,12.5160173,,,,,,,,,,,,,,,https://www.zahnarzt-leiblfing.de/kontakt/,+49 9427 902433,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,48.7740772,yes,,,,,,,DE,
,,,,,,,,,,,172,,,,,,,,,,,,,,Alte Reutstraße,,,,Zahnarztpraxis Dr. Ludwig und Kollegen,,,90765,,,,,,,,,,,,,,,,,,,,,,,,,,,Fürth,,,,,11.0106043,,,,,,,,,,"Mo-Th 08:00-20:00, Fr 08:00-18:00; Sa 09:00-13:00",,,,,,+49 911 791920,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,49.4900035,yes,,,,,dentist,,DE,
,,,,,,,,,,,5,,,,,,,,,,,,,,Marktplatz,,,,Zahnarztpraxis Dr. Manuela Schiller,,,86666,,,,,,,,,,,,,,,,,,,,,,,,,,,Burgheim,,,,,11.0164325,,,,,,,Dr. med. dent. Manuela Schiller,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.7004978,yes,,,,,dentist,,,
,,,,,,,,,,,4,,,,,,,,,,,,,,Eichenweg,,,,Zahnarztpraxis Dr. Martin & Dr. Martin,,,74821,,,,,,,,,"LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,Bing 2012,Mosbach,,,,,9.1252322,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.3374833,yes,,,,,,,DE,
,,,,,,,,,,,49,,,,,,,,,,,,,,Landsberger Allee,,,,Zahnarztpraxis Dr. Meyer,nicht barrierefrei: Treppenstufen zum Eingang im Tiefparterre und zu Praxisräumen im Hochparterre,,10249,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlin,,,,,13.4405253,,,,,,Zahnärztlicher Nachtnotfalldienst,,,,Mo-Su 20:00-02:00,+49 30 13 02 31 437,Haus 28,,,,,,,,,,,,no,dentist,,,,,,Friedrichshain,,,,,,,,,,,,,,,,,52.5245564,yes,,,,,,,DE,
,,,,,,,,,,,99,,,,,,,,,,,,,,Hinter dem Salze,,,,Zahnarztpraxis Dr. Moll,,,38259,,,,,,,,,,,,,,,,,,,,,,,,,,,Salzgitter,,,,,10.3633724,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.0423701,yes,,,,,dentist,,,
,,,,,,,,,,,14,,,,,,,,,,,,,,Schießgasse,,,,Zahnarztpraxis Dr. Möller-Ühlken,,,52152,,,,,,,,,,,,,,,,,,,,,,,,,,,Simmerath,,,,,6.2834521,,,,,,,,,,,,,,,,02473-1412,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.6325404,residential,,,www.eifelpraxis.de,,,,DE,
,,,,,,,,,,,1c,,,,,,,,,,,,,,Hornisterstraße,,,,Zahnarztpraxis Dr. Naghibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8900914,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.6287219,yes,,,,,,,,
,,,,,,,,,,,19,,,,,,,,,,,,,,Gartenstraße,,,,Zahnarztpraxis Dr. Pehla,,,15938,,,,,,,,,,,,,,,,,,,,,,,,,,,Golßen,,,,,13.6057190,,,,,,,Dr. Caroline Pehla,,,"Mo 09:30-12:00,13:00-17:00, Tu 08:00-13:00, We 08:00-12:00, Th 14:00-19:30, Fr 08:00-12:00",,,,,https://www.rundum-zaehne-dr-pehla.de,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.9706038,yes,,,,,,,,
,,,,,,,,,,,2,,,,,,,,,,,,,,Friedrich-List-Straße,,,,Zahnarztpraxis Dr. Peukert,,,,,,,,,,,,,,,,,,,,,,,,,,,Zubnolěkarska praksa dr. Peukert,,,,,,,,14.4374613,,,,,,,,,bing,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.1852878,commercial,,,,,dentist,,,
,,,,,,,,,,,25,,,,,,,+49 8253 7012,,,,,,,Unterfeldstraße,,,,Zahnarztpraxis Dr. Rodecki,,,86554,,,,,,,,,,,,,,,,info@zahnarzt-rodecki.de,,,,,,,,,,,Pöttmes,,,,,11.0998023,,,,,,,,,,"Mo 08:00-12:00,14:00-18:00; Tu,Fr 08:00-12:00; We,Th 08:00-12:00,15:00-19:00",,,,,https://www.zahnarzt-rodecki.de/,+49 8253 7011,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,48.5853291,commercial,,,,,,,DE,
,,,,,,,,,,,4a,,,,,,,,,,,,,,Lindenallee,,,,Zahnarztpraxis Dr. Sachse,,,01471,,,,,,,,,,,,,,,,,,,,,,,,,,,Radeburg,,,,,13.7285271,,,,,,,,,,"Mo-Fr 08:00-12:00; Mo,We,Fr 14:00-18:00",,,,,,+49  35208 - 2737,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,Als ganzheitliche Zahnarztpraxis sehen wir einen Zusammenhang zwischen Symptomen im Mund und Kiefer und der Gesamtgesundheit des Menschen.,,,,,51.2122450,yes,,,,,,,DE,
,,,,,,,,,,,47,,,,,,,,,,,,,,Schulstraße,,,,Zahnarztpraxis Dr. Schadt,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0271082,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.3069550,yes,,,,,,,,
,,,,,,,,,,,9,,,,,,,+49 4454 8125,,,,,,,Bussardstraße,,,,Zahnarztpraxis Dr. Schiefelbein und Kollegen,,,26349,,,,,,,,,,,,,,,,info@zahnarzt-schiefelbein.de,,,,,,,,,,,Jade,,,,,8.1850273,,,,,,,,,,"Mo 08:00-12:00, 14:00-20:00; Tu 08:00-18:00; We 08:00-12:00, 14:00-18:00; Th 08:00-18:00; Fr 08:00-16:00",,,,,https://zahnarzt-schiefelbein.de/,+49 4454 1551,,,,,,,,,dentist,,,,Jaderberg,,,,,,,,,,,,,,,,,,,53.3352369,commercial,,,,,dentist,,DE,
,,,,,,,,,,,18,,,,,,,,,,,,,,Schutzbacher Weg,,,,Zahnarztpraxis Dr. Schimmel,,,35321,,,,,,,,,,,,,,,,,,,,,,residential,,,,,Laubach,,,,,8.9791609,www.schimmel-laubach.de,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.5477919,house,,,,,,,DE,
,,,,,,,,,,,24,,,,,,,+49 71745046,,,,,,,Bahnhofstraße,,,,Zahnarztpraxis Dr. Spießhofer & Partner,,,73563,,,,,,,,,,,,,,,,,,,,,,,,,,,Mögglingen,,yes,,,9.9596489,,,,,,,,,"Bing, LGL, www.lgl-bw.de","Mo,Th 08:00–12:00,14:00–18:00; Tu,We 08:00–12:00,15:00–19:00; Freitag 08:00–12:00,13:00–17:00",,,,,https://www.zahnaerzte-moegglingen.de,+49 7174 6191,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,48.8250170,yes,,,,,dentist,,DE,
,,,,,,,,,,,21,,,,,,,,,,,,,,Rheinstraße,,,,Zahnarztpraxis Dr. Stefan und Dr. Sigrid Ruppert,,,68794,,,,,,,,,,,,,,,,,,,,,,,,,,,Oberhausen-Rheinhausen,,,,,8.4746162,https://www.zahnarzt-rheinhausen.de/,,,,,,,,,"Mo 08:00-12:00,14:30-18:30; Tu,Th 08:00-12:30,14:00-19:00; We 08:00-13:00; Fr 08:00-12:00,12:30-16:00; Sa,Su,PH off",+49 7254 72333,,,,,,,,,,,,,no,dentist,,,,,,Rheinhausen,,,,,,,,,,,,,,,,,49.2795407,,,,,,dentist,,,
,,,,,,,,,,,22,,,,,,,,,,,,,,Am Windshöfner,,,,Zahnarztpraxis Dr. Tobias Petersen,,,97292,,,,,,,,,,,,,,,,,,,,,,,,,,,Uettingen,,,,,9.7337155,,,,,,,Dr. Tobias Petersen,,,"Mo,Tu 08:00-12:30,14:00-18:00; We 09:00-13:30,15:00-19:00;  Th 08:00-12:30; Fr 08:00-12:30,14:00-16:00",,,,,http://www.zahnarzt-uettingen.de/,+49 9369 99206,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,"In unserer Praxis bieten wir Ihnen das komplette Spektrum moderner Zahnheilkunde. Qualität, Aufmerksamkeit und Einfühlungsvermögen stehen dabei an erster Stelle.",,,,,49.7989791,yes,,,,,dentist,,,
,,,,,,,,,,,7,,,,,,,,,,,,,,Dorfstraße,,,,Zahnarztpraxis Dr. Ulrike Grafe,,,94330,,,,,,,,,,,,,,,,,,,,,,,,,,,Salching,,,,,12.5871177,,,,,,,,,http://www.zahnarzt-salching.de/kontakt/,,,,,,https://www.zahnarzt-salching.de/,+49 9426 2600,,,,,,,,,dentist,,,,,,Oberpiebing,,,,,,,3,,,,,,,,,,48.8015062,yes,,,,,,,DE,
,,,,,,,,,,,2,,,,,,,,,,,,,,Schloßplatz,,,,Zahnarztpraxis Dr. Ursula Rabung & Martin Rabung,,,66793,,,,,,,,,,,,,,,,,,,,,,,,,,,Saarwellingen,,,,,6.8066799,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.3527825,yes,,,,,,,,
,,,,,,,,,,,24,,,,,,,,,,,,,,Schloßseeallee,,,,Zahnarztpraxis Dr. Walter Schimmeyer,,,88682,,,,,,,,,,,,,,,,,,,,,,,,,,,Salem,,,,,9.2915612,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,Mimmenhausen,,,,,,,,,,,,,,,,,47.7662968,yes,,,,,,,DE,
,,,,,,,,,,,13,,,,,,,,,,,,,,Bautzener Straße,,,,Zahnarztpraxis Dr. Weißig,,,02633,,,,,,,,,,,,,,,,,,,,,,,,,,,Doberschau-Gaußig,,,,,14.3170648,,,,,,,,,,,,,,,,+4935930 50244,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.1367478,yes,,,,,,,DE,
,,,,,,,,,,,1,,,,,,,,,,,,,,Schillerstraße,,,,Zahnarztpraxis Dr. med. H. Oppitz & Dr. med. dent. R. Oppitz,,,09366,,,,,,,,,,,,,,,,,,,,,,,,,,,Stollberg/Erzgebirge,,,,,12.7768016,,,,,,,,,,"Mo-Th 07:00-18:00, Fr 07:00-12:00",,,,,,Tel: +49 37296 37 82,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,,,,,,50.7102675,yes,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,Peterstraße,,,,Zahnarztpraxis Dr. med. Jutta Wäbersky,,,26931,,,,,,,,,,,,,,,,,,,,,,,,,,,Elsfleth,,,,,8.4624018,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.2396416,yes,,,,,,,DE,
,,,,,,,,,,,3/1,,,,,,,,,,,,,,Rathausplatz,,,+49 7392 168187,Zahnarztpraxis Dr. med. dent. Fritz-Josef Willmes,,,,,,,,,,,,,,,,,,,,,,info@zahnaerzte-burgrieden.de,,,,,,,,,,,,,9.9346471,https://zahnaerzte-burgrieden.de,,,,,,,Dr. F. J. Willems,"Maps4BW ( LGL, www.lgl-bw.de) / Bing",,+49 7392 168186,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.2368660,yes,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahnarztpraxis Dr. med. dent. H. Rohloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0063835,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.7699832,yes,,,,,,,,
,,,,,,,,,,,23,,,,,,,,,,,,,,Ludwig-Thoma-Straße,,,,Zahnarztpraxis Dr. med. dent. Lambert Gierl,,,94339,,,,,,,,,,,,,,,,,,,,,,,,,,,Leiblfing,,,,,12.5154370,,,,,,,,,,,,,,,http://www.praxis-drgierl.de/,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.7798510,yes,,,,,,,DE,
,,,,,,,,,,,1,,,,,,,+49 7260 2250191,,,,,,,Zum Kirschbuckel,,,,Zahnarztpraxis Dr. med. dent. Timm Sakrzewa,,,,,,,,,,,,,,,,,,,praxis.dr.sakrzewa@web.de,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",Sinsheim,,,,,8.8707970,,,,,,,,,,"Mo 08:00-12:00,14:30-20:00; Tu 08:00-12:00; We,Th 08:00-12:00,14:30-19:00; Fr 08:00-12:00,14:30-18:00",,,,,https://www.zahnarzt-hilsbach.de/,+49 7260 2250190,,,,,,,,,dentist,,,,,,Hilsbach,,,,,,,,,,,,,,,,,49.2035568,yes,,,,,,,,
,,,,,,,,,,,7,,DE,,,,,,,,,,,,Differter Straße,,,,Zahnarztpraxis Dr. med. dent. Vincent Pissoat,,,66802,,,,,,,,,,,,,,,,,,,,,,,,,,,Überherrn,,,,,6.6990841,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.2432598,yes,,,,,,,DE,
,,,,,,,,,,,18,,,,,,,,,,,,,,Weidentalstraße,,,,Zahnarztpraxis Dres. Birgit und Gunter Forker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6849555,,,,,,,,,,"Mo-Fr 08:00-12:00,14:00-18:00; We 08:00-12:00; PH off",,,,,,+49 351 4215301,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.0489215,commercial,,,,,dentist,,,
,,,,,,,,,,,4,,,,,,,,,,,,,,Debonstraße,,,,Zahnarztpraxis Dres. Papadopoulos,,,63916,,,,,,,,,,,,,,,,,,,,,,,,,,,Amorbach,,,,,9.2212114,,,,,,,,,,,,,,,http://www.zahnaerzte-amorbach.de/,+49 9373 1304,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,49.6436396,yes,,,,,dentist,,,
,,,,,,,,,,,5,,,,,,,,,,,,,,Gräfin-Theda-Straße,,,,Zahnarztpraxis Emden,,,26721,,,,,,,,,,,,,,,,info@zahnarztemden.de,,,,,,,,,,,Emden,,,,,7.2081129,,,,,,,,,,Mo-Fr 07:00-20:00; Sa 10:00-16:00,,,,,http://www.zahnarztemden.de/,+49 4921 20802,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,53.3701282,yes,,,,,,,DE,
,physician,,,,,,,,,,20b,,,,,,,,,,,,,,Hauptstraße,,,,Zahnarztpraxis Fischer,,,25872,,,,,,,,,,,,,,,,,,,,,,,,,,,Ostenfeld (Husum),,,,,9.2331138,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,54.4620009,yes,,,,,,,DE,
,,,,,,,,,,,86a,,,,,,,,,,,,,,Hauptstraße,,,,Zahnarztpraxis Fr. u. Hr. Dr. Bieler,,,01561,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebersbach,,,,,13.6603544,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.2372095,yes,,,,,,,,
,,,,,,,,,,,4,,,,,,,,,,,,,,An der Mühle,,,,Zahnarztpraxis Förster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9946653,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,51.0371315,house,,,,,,,,
,,,,,,,,,,,20,,,,,,,,,,,,,,Kleiberweg,,,,Zahnarztpraxis Gebhard,,,91220,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnaittach,,,,,11.3446558,,,,,,,,,,,,,,,,,,,,,,,,no,dentist,,,,,,,,,,,,,,,,,,,,,,,49.5616346,yes,,,,,,,DE,
,,,,,,,,,,,30,,,,,,,,,,,,,,Am Bahnhof,,,,Zahnarztpraxis Gehlhar,,,06246,,,,,,,,,,,,,,,,,,,,,,,,,,,Goethestadt Bad Lauchstädt,,,,,11.8734734,,,,,,,,,,"Mo 08:00-12:00,14:00-18:00; Tu 08:00-12:00,14:00-18:00; We 07:00-12:00,13:00-17:00; Th 08:00-12:00,14:00-18:00; Fr 08:00-12:00",,,,,http://www.zahnarztpraxis-gehlhar.de,+49 34635 20346,,,,,,,,yes,dentist,,,,,,,,,,,,,,,,,,,,,,,51.3881823,yes,,,,,dentist,,DE,
,,,,,,,,,,,14,,,,,,,,,,,,,,Angerstraße,,,+49 8102 71978,Zahnarztpraxis Graf,,,85635,,,,,,,,,,,,,,,,,,,info@za-graf.de,,,,,,,,Höhenkirchen-Siegertsbrunn,,,,,11.7225600,https://www.za-graf.de,,,,,,,,,"Mo-Fr 08:00-12:00; Mo,Tu,Th 15:00-19:00",+49 8102 3112,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.0215105,yes,,,,,,,DE,
,,,,,,,,,,,27,,,,,,,+49 3379 59599,,,,,,,Wildpfad,,,,Zahnarztpraxis Gudrun Skuin,,,15827,,,,,,,,,,,,,,,,praxis-skuin@t-online.de,,,,,,,,,,,Blankenfelde-Mahlow,,,,,13.3960609,,,,,,,,,,"Mo 08:00-12:00,13:00-16:00; Tu,Th 10:00-13:00,14:00-20:00 ;We, Fr 08:00-12:00",,,,,www.zahnarztpraxis-skuin.de,+49 3379 370928,,,,,,,,,dentist,,,,,,Blankenfelde,,,,,,,,,,,,,,,,,52.3223280,yes,,,,,,,DE,
,,,,,,,,,,,11,,,,,,,+493820177829,,,,,,,Schlossweg,,,,Zahnarztpraxis Gunar Merkel,,,18182,,,,,,,,,,,,,,,,zahnarztpraxis-gelbensande@web.de,,,,,,,,,,,Gelbensande,,,,,12.3080134,,,,,,,,,,"Mo-Fr 08:00-12:00, Mo,Tu 14:00-18:00, Th 15:00-19:00",,,,,https://www.zahnarztpraxis-gelbensande.de/,+4938201235,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,54.2057108,yes,,,,,,,DE,
,,,,,,,,,,,8,,,,,,,,,,,,,,Eckenerstraße,,,,Zahnarztpraxis H. Essig / Dr. A. Geist,,,74321,,,,,,,,,,,,,,,,,,,,,,,,,,,Bietigheim-Bissingen,,,,,9.1255314,,,,,,,,,,,+49 7142 51872,,,,http://www.essiggeist.de,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,48.9434088,yes,,,,,,,,
,,dentistry,,,,,,,,,30,,,,,,,,,,,,,,Kirschenallee,,,,Zahnarztpraxis Hasloh,,,25474,,,,,,,,,,,,,,,,info@simone-kleinert.de,,,,,,,,,,,,,,,,9.9178827,,,,,,,Simone Kleinert,,,"Mo 08:00-12:00,14:00-18:00; Tu 14:00-20:00; Th 08:00-12:00,16:00-20:00",,,,,http://simone-kleinert.de,,,,,,,,,no,dentist,,,,,,,,,,,,,1,,,,,,,,,,53.6976006,house,,,,1,dentist,,,
,,,,,,,,,,,33,,,,,,,,,,,,,,Parkstraße,,,,Zahnarztpraxis Heithecker und Wojak,,,32805,,,,,,,,,,,,,,,,,,,,,,,,,,,Horn-Bad Meinberg,,,,,8.9859908,,,,,,,,,,,,,,,,,,,,,,,,yes,dentist,,,,,,Bad Meinberg,,,,,,,,,,,,,,,,,51.8959046,yes,,,http://www.wojak-heithecker.de,,,,DE,
,,,,,,,,,,,24,,Thüringen,,,,,,,,,,,,Goldener Rand,,,,Zahnarztpraxis Herrnberger-Ilg,,,98693,,,,,,,,,,,,,,,,info@zahnarztpraxis-herrnberger-ilg.de,,,,,,,,,,,Ilmenau,,,,,10.9722240,,,,,,,,,,"Mo-We 08:00-18:00; Th,Fr 08:00-14:00",,,,,https://www.zahnarztpraxis-herrnberger-ilg.de/,+49 3677 800220,,,,,,,,,dentist,,,,,,Langewiesen,,,,,Ilm-Kreis,,,,,,,,,,,,50.6695791,yes,,,,,dentist,,DE,
,,,,,,,,,,,13,,,,,,,,,,,,,,Zum Esch,,,,Zahnarztpraxis Hügelmeyer,,,49479,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibbenbüren,,,,,7.6577132,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.2977543,yes,,,,,,,,
,,,,,,,,,,,3,,,,,,,,,,,,,,Osnabrücker Straße,,,,Zahnarztpraxis Inga Barwinski,,,49406,,,2016-03-12,,,,,,,,,,,,,,,,info@zahnarzt-barnstorf.de,,,,,,,,Barnstorf,,,,,8.5033752,http://www.zahnarzt-barnstorf.de/,,,,,,,,,,+49 5442 3600,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.7097497,yes,,,,,,,DE,
,,,,,,,,,,,41,,,,,,,,,,,,,,Wiener Straße,,,,Zahnarztpraxis Insa Riechers,,,16341,,,,,,,,,,,,,,,,,,,,,,,,,,,Panketal,,,,,13.5288869,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.6298763,yes,,,,,dentist,,,
,,,,,,,,,,,6,,,,,,,,,,,,,,Liesbet-Dill-Straße,,,,Zahnarztpraxis Iris Nachbauer,,,66125,,,,,,,,,,,,,,,,info@iris-nachbauer.de,,,,,,,,,,,Saarbrücken,,,,,7.0449710,,,,,,,,,Webseite (Stand: Januar 2020),"Mo 08:00 - 12:00, 14:30 - 18:30, Tu 08:00 - 12:00, 13:30 - 17:00, We 08:00 - 12:00, 16:00 - 20:00, Th 08:00 - 12:00, Fr 08:00 - 12:00, 13:30 - 17:00",,,,,http://iris-nachbauer.de/,+49 6897 78986,,,,,,,,,dentist,,,,,,Dudweiler,,,,,,,,,,,,,,,,,49.2668468,yes,,,,,dentist,,DE,
,,,,,,,,,,,1,,,,,,,,,,,,,,Schiffbrücke,,,,Zahnarztpraxis Jens Böttcher,,,23730,,,,,,,,,,,,,,,,,,,,,,,,,,,Neustadt in Holstein,,,,,10.8114122,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,54.1065509,yes,,,,,dentist,,,
,,,,,,,,,,,15,,,,,,,,,,,,,,Hirtenwiesen,,,,Zahnarztpraxis Jens Kießlich-Köcher,,,07639,,,,,,,,,,,,,,,,,,,,,,,,,,,Tautenhain,,,,,11.9137243,,,,,,,,,,"Mo,We 07:30-12:00,13:30-18:00; Tu,Fr 07:30-13:00; Th 12:00-19:00",,,,,https://www.zahnarztpraxis-kiesslich-koecher.de/,+49 36601 469-87,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.9240171,yes,,,,,,,DE,
,,paediatrics,,,,,,,,,22,,,,,,,,,,,,,,Ackerstraße,,,,Zahnarztpraxis Juliane Reinicke,,0,16792,,,,,,,,,,,,,,,,zahnaerztin.reinicke@gmx.de,,,,,,,,,,,Zehdenick,,,,,13.3466201,,,,,,,Juliane Reinicke,,,"Mo-Th 07:30-13:00, Mo-Tu 14:00-19:00, We 13:00-16:00, Th 14:00-18:00; Fr 07:30-12:00,14:00-16:00",,,,,,+4933072171,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.9824002,yes,,,,,dentist,,,
,,,,,,,,,,,33,,,,,,,,,,,,,,Ahler Straße,,,,Zahnarztpraxis Kerstin Müller & Ralph Drechsler,,,32257,,,,,,,,,,,,,,,,,,,,,,,,,,,Bünde,,,,,8.5224803,,,,,,,,,,,,,,,https://www.zahnheilkunde-buende.de/,,,,,,,,,limited,dentist,,,,,,,,,,,,,,,,,,,,,,,52.1979129,yes,,,,,,,DE,
,,,,,,,,,,,45,,,,,,,,,,,,,,Liebigstraße,,,,Zahnarztpraxis Kirschner-Lepper,,,35392,,,,,,,,,,,,,,,,,,,,,,,,,,,Gießen,,,,,8.6710514,,,,,,,Dr. med. dent. Teite Kirschner-Lepper,,,,,,,,https://www.zahnarzt-kirschner-lepper.de,+49 641 74443,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,50.5789748,yes,,,,,dentist,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahnarztpraxis Kirsten Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7089674,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,52.5138604,yes,,,,,,,,
