health_facility:type,shop,office,healthcare:speciality,building:part,description:de,social_facility,building:type,addr:housenumber,toilets,fenced,addr:state,ele,source,image,fax,survey:date,name_alt,emergency,fixme,leisure,historic,ref:gdke,wikimedia_commons,addr:street,contact:facebook,name:en,contact:fax,name,wheelchair:description,addr:postcode,roof:material,ref:bldam,internet_access:fee,roof:orientation,registration_hours,disused,internet_access,health_specialty:psychiatry,designation,roof:height,provided_for:adolescent,loc_name,building:name,source:addr,capacity,wikipedia,language:others,access,check_date,ref,email,highway,building:height,barrier,contact:email,roof:shape,building:use,health_specialty:psychotherapy,health_specialty:psychiatrics,source:geometry,addr:city,roof:direction,language:de,health_person:type,toilets:wheelchair,provided_for:child,lon,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,construction_date,operator,short_name,service,area,opening_hours,contact:phone,addr:housename,vehicle,start_date,website,heritage:description:de,health_specialty:rheumatology,heritage,telephone,source:date,phone,old_name,smoking,opening_hours:signed,note_de,source:url,landuse,wheelchair,contact:mail,amenity,operator:type,addr:hamlet,addr:suburb,official_name,building:min_level,wikidata,social_facility:for,health_specialty:cardiology,medical_system:western,addr:district,building:levels,note,kvl_hro:type,old_amenity,description,TMC:cid_58:tabcd_1:LocationCode,building:material,healthcare,fence_type,kvl_hro:amenity,health_specialty:orthopaedics,lat,addr:subdistrict,building,building:colour,url,roof:levels,addr:place,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:Class,year_of_construction,healthcare:for,addr:country,heritage:operator,operator:wikidata
,,,,,,,,27,,,,,,,+49 5731 537 736,,,,,,,,,Oexen,,,,Klinik Bad Oexen,,32549,,,,,,,,,,,,,,,,,,,,,klinik@badoexen.de,,,,,,,,,,Bad Oeynhausen,,,,,,8.8074826,,,,,,,,Brinkmeier GmbH & Co KG,,,,,,,,,http://badoexen.de,,,,,,+49 5731 537 0,,,,,,,limited,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,52.2419683,,,,,,,,,,,DE,,
,,,,,,,,26,,,,,,,,,,,,,,,,Hechinger Straße,,,,Klinik Bad Sebastiansweiler,,72116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mössingen,,,,,,9.0127330,,,,,,,,,,,,,,,,,https://www.bad-sebastiansweiler.de,,,,,,+49 7473 37830,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.4023956,,yes,,,,,,,,,DE,,
,,,,,,,,1-2,,,,,,http://wiki.openstreetmap.org/wiki/File:180%C2%B0_Panorama_Bavaria_Klinik_Kreischa_-_Innenpark.JPG,,,,,,,,,,An der Wolfsschlucht,,,,Klinik Bavaria Kreischa,,01731,,,,,,,,,,,,,,,,,,,,,,,,,info@klinik-bavaria.de,,,,,,Kreischa,,,,,,13.7717644,http://www.klinik-bavaria.de/,,,,,,,Rudolf Presl GmbH & Co. Klinik Bavaria Rehabilitations KG,,,,,+49 800 57347242,,,,,,,,,,,,,,,,,,,clinic,,,,,,Q1378154,,,,,,,,,,,,rehabilitation,,,,50.9462760,,,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinik Bergfried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3708256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.6325506,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinik Bergfried,,,,,,,,,,,Psychotherapie,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3704370,,,,,,,,,,,,,,,,,http://www.klinik-bergfried.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.6319757,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinik Bergfried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3711034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.6326202,,yes,,,,,,,,,,,
,,,neurology;psychiatry,,,,,5,,,,,,,,,,,,,,,,Hans-Lufft-Straße,,,,Klinik Bosse Wittenberg,,06886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wittenberg,,,,,,12.6336870,http://www.alexianer-sachsen-anhalt.de/unsere_angebote/klinik_bosse_wittenberg/,,,,,,,Alexianer Sachsen-Anhalt GmbH,,,,,+49 3491 4760,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.8710860,,,,,,,,,,,DE,,
,,,addiction_medicine,,,,,2,,,,,,,,,,,,,,,,Friedrich-Köster-Weg,,,,Klinik Brilon-Wald,,59929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brilon,,,,,,8.5830523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,clinic,,,,,,,,,,,,,,,,,,,,,,51.3357426,,yes,,,,,,,,,DE,,
,,,gynaecology;plastic_surgery,,,,,31,,,,,,,,,,,,,,,,Gerokstraße,,,,Klinik Charlottenhaus,,70184,,,,,,,,,,,,,Charlottenhaus,,,,,,,,,,,,,,,,,,Stuttgart,,,,,,9.1925433,,,,,,,,Robert-Bosch-Krankenhaus,,,,,,,,,https://www.rbk.de/standorte/klinik-charlottenhaus.html,,,,,,+49711210870,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.7754679,,yes,,,,,,,,,DE,,
,,,orthopaedics,,,,,19/21,,,,,,,,,,,,,,,,Achenfeldstraße,,,,Klinik Dr. Beger,,82467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garmisch-Partenkirchen,,,,,,11.0923164,,,,,,,,Christian Klotz,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,47.4923931,,yes,,,,,,,,,,,
,,,oncology;radiology,,,,,8,,,,,,,+49 4141 604-163,,,,,,,,,Harsefelder Straße,,,,Klinik Dr. Hanken,,,,,,,,,,,,,,,,,,,,,,,info@hancken.de,,,,,,,,,,,,,,,,9.4721105,,,,,,,,Klinik Dr. Hancken GmbH,,,,,,,,,https://www.hancken.de/,,,,,,+49 4141 604-0,,,,,,,yes,,clinic,,,,,,Q25621836,,,,,,,,,,,,clinic,,,,53.5955925,,hospital,,,,,,,,,,,
,,,,,,,,16,,,,,,,,,,,,,,,,Stefanie-von-Strechine-Straße,,,,Klinik Dr. Schlemmer,,83646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Tölz,,,,,,11.5436586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,47.7583090,,yes,,,,,,,,,,,
,,,,,,,,6,,,,,,,,,,,,,,,,Brinckmannstraße,,,,Klinik Dr. Winkler,,25813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Husum,,,,,,9.0555700,,,,,,,,,,,,,,,,,http://www.klinik-winkler.de,,,,,,+49 4841 69110,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,54.4801773,,yes,,,,,,,,,,,
,,,,,,,,4,,,,,,,,,,,,,,,,Neubourgstraße,,,,Klinik Dr. Witwity,,21682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stade,,,,,,9.4741099,,,,,,,,,,,,,,,,,https://www.arthrose-klinik-witwity.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,53.5983913,,hospital,,,,,,,,,DE,,
,,,,,,,,1,,,,,,,,,,,,,,,,Am Berg,,,,Klinik Eschenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3302201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.7904811,,hospital,,,,,,,,,,,
,,,rehabilitation;oncology,,,,,4,,,,,,,,,,,,,,,,Schlüchterner Straße,,,,Klinik Hartwald,,97769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Brückenau,,,,,,9.7507767,,,,,Hartwaldklinik,,,,,,,,,,,,https://hartwald.deutsche-rentenversicherung-reha-zentren.de/subsites/Hartwald/de/Navigation/00_Home/Startseite_node.html,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.3067016,,yes,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klinik Helleberg, Klinik für Herz-Kreislauf-Erkrankungen, Haus 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9392334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.8521912,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klinik Helleberg, Klinik für Herz-Kreislauf-Erkrankungen, Haus 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9391665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.8521437,,yes,,,,,,,,,,,
,,,rehabilitation;orthopaedics;oncology;rheumatology,,,,,103,,,,,,,,,,,,,,,,Kulmbacher Straße,,,,Klinik Herzoghöhe,Reha-Klinik DRV,95445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayreuth,,,,yes,,11.5553557,,,,,,,,,,,,,,,,,https://www.klinikverbund-nordbayern.de/NBKKV/de/Navigation/2_unsere_kliniken/Herzoghoehe_node.html,,,,,,+49 921 4020,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.9529967,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinik Inntaler Hof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4407858,,,,,,,,,,,,,,,,,www.klinik-inntaler-hof.de,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,48.4986477,,,,,,,,,,,,,
,,,,,,,,34,,,,,,,,,,,,,,,,Kapuzinerstraße,,,,Klinik Jesuitenschlößl,,94032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passau,,,,,,13.4769978,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,Innstadt,,,,,,,,3,,,,,,,,,,,48.5707579,,yes,yellow,,,,,,,,DE,,
,,,,,,,,13-19,,,,,,,+49 2641 751-1961,,,,,,,,,Hochstraße,,,,Klinik Niederrhein,,53474,,,,,,,,,,,,,,,,,,,,,info@klinik-niederrhein.de,,,,,,,,,,Bad Neuenahr-Ahrweiler,,,,yes,,7.1329397,,,,,,,,,,,,,,,,,https://www.klinik-niederrhein.de/,,,,,,+49 2641 751-0,,,,,,,yes,,clinic,,,,,,,,,,,,,,,Erkrankungen des Stoffwechsels der Verdauungsorgane und Tumorerkrankungen,,,clinic,,,,50.5404433,,,,,,,,,,,DE,,
,,,,,,,,3,,,,,,,,,,,,,,,,Von-Luck-Straße,,,,Klinik Nikolassee,,14129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlin,,,,,,13.2025931,,,,,,,,,,,,,,,,,https://www.klinik-nikolassee.de/,,,,,,,,,,,,,,,clinic,,,Nikolassee,,,,,,,,,,,,,,,,,,,52.4332844,,,,,,,,,,,DE,,
,,,,,,,,26,,,,,,,,,,,,,,,,Kaiserstraße,,,,Klinik Norderney,,26548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norderney,,,,,,7.1466459,,,,,,,,,,,,,,,,,http://norderney.deutsche-rentenversicherung-reha-zentren.de/Norderney/de/Navigation/home_node.html,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,53.7101486,,,,,,,,,,,,,
,,,,,,,,10,,,,,Evangelischen Klinikum Bethel gGmbH,,,,,,,,,,,Hoffnungstaler Weg,,,,Klinik Pniel im Evangelischen Klinikum Bethel (EvKB),,33617,,,,,,,,,,,,,,,,de:Evangelisches Klinikum Bethel,,,,,,,,,,flat,,,,,Bielefeld,,,,,,8.5207322,,gray,,,,,,,,,,,,,,,https://www.evkb.de/psychiatrie,,,,,,+49-521-77278771,,,,,,,,,clinic,,,,,,Q1381343,,,,,4,Mittelfristige psychiatrische Behandlung der Klinik für Psychiatrie und Psychotherapie im EvKB,,,Klinik Pniel für mittelfristige Behandlung der Klinik für Psychiatrie und Psychotherapie im Evangelischen Klinikum Bethel (EvKB),,,clinic,,,,52.0100382,,yes,#b28595,,,,,,,,DE,,
,,,,,,,,8-12,,,,,,,,,,,,,,,,Quellenstraße,,,+49 5621 705 101,Klinik Reinhardshöhe,,34537,,,,,,,,,,,,,,,,,,,,,info@klinik-reinhardshoehe.de,,,,,,,,,,Bad Wildungen,,,,,,9.0830751,,,,,,,,Dr. Ebel Fachkliniken Verwaltungs-GmbH,,,,,+49 5621 705 0,,,,http://www.klinik-reinhardshoehe.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,51.1122702,,yes,,,,,,,,,DE,,
,,,,,,,,3a,,,,,,,,,,,,,,,,Mühlgasse,,,,Klinik Rothenburg,,02929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rothenburg/Oberlausitz,,,,,,14.9733541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,51.3368711,,,,,,,,,,,,,
,,,,,,,,10,,,,,local_knowledge,,,,,,,,,,,Pfaffstraße,,,,Klinik Saale der Deutschen Rentenversicherung,,97688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Kissingen,,,,,,10.0830439,,,,,,,,,,,,,,,,,http://www.rzbk.de/,,,,,,+49 971 8501,,,,,,,,,clinic,,,,,,,,,,,,FIXME,,,,,,,,,,50.1971636,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinik Schloss Waldleiningen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1151538,,,,,,,,,,,,,,,,,http://www.schloss-waldleiningen.de,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,rehabilitation,,,,49.5668383,,,,,,,,,,,,,
,,,,,,,,,,,,,,,+49 2674 181 614,,,,,,,,,Auf der Sees,,,,Klinik Sonnenberg,,56864,,,,,,,,,,,,,,,,,,,2018-11-22,,info@klinik-sonnenberg.de,,,,,,,,,,Bad Bertrich,,,,,,7.0238223,,,,,,,,,,,,,,Klinik Sonnenberg,,,http://klinik-bad-bertrich.de/die-klinik,,,,,,+49 2674 181 613,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.0714218,,hospital,,,,,,,,,DE,,
,,,,,,,,1,,,,,,,,,,,,,,,,Am Sonnenbichl,,,,Klinik Sonnenbichl Mutter- Kind Kurklinik,,83229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aschau im Chiemgau,,,,,,12.3148893,,,,,,,,,,,,,,,,,https://www.klinik-sonnenbichl-aschau.de/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,47.7715167,,yes,,,,,,,,,DE,,
,,,,,,,,1,,,,,,,,,,,,,,,,Sternenstraße,,,+49 2251 947722,Klinik St. Martin,,53881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Euskirchen,,,,,,6.8086901,https://www.marien-hospital.com/andere-stiftungsbereiche/klinik-st-martin.html,,,,Klinik Psychosoziale Behandlung und Rehabilitation St. Martin GmbH,,,,,,,,+49 2251 94770,,,,,,,,,,,,,,,,,,,clinic,,,Stotzheim,,,,,,,,,,,,,,,clinic,,,,50.6279656,,yes,,,,,,,,,DE,,
,,,,,,,,26,,,,,bing,,,,,,,,,,,Celler Straße,,,,Klinik Veerßen,,29525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uelzen,,,,,,10.5469315,,,,,,,,,,,,,,,,,http://www.klinik-veerssen.de,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,52.9532593,,yes,,,,,,,,,,,
,,,,,,,,2,,,,,Bing,,+49 9227 93460,,,,,,,,,Adlerhütte,,,,Klinik Wirsberg,,95339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wirsberg,,,,,,11.6130549,,,,,,,,,,,,,,,,,https://klinik-wirsberg.de/,,,,,,+49 9227 9340,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.1184055,,yes,,,,,,,,,DE,,
,,,orthopaedics,,,,,7,,,,,,,,,,,,,,,,Parkstraße,,,,Klinik am Park - Hauptgebäude,,65307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Schwalbach,,,,,,8.0646327,,,,,,,,Deutsche Rentenversicherung Hessen,,,,,,,,,https://www.reha-klinik-am-park.de,,,,,,+49 6124 517 - 0,,,,,,,yes,,clinic,community,,,,,,,,,,,,,,,,,clinic,,,,50.1365366,,hospital,,,,,,,,,DE,,
,,,plastic_surgery,,,,,19,,,,,,,,,,no,,,,,,Leibnizstraße,,,,Klinik am Sonnenberg,,65191,,,,,,,,,,,,,,,,,,,,,kontakt@klinikamsonnenberg.de,,,,,,,,,,Wiesbaden,,,,,,8.2648493,,,,,,,,Klinik am Sonnenberg GmbH,,,,,,,,,https://klinikamsonnenberg.de/,,,,,,+49 611 1858-0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.0909542,,yes,,,,,,,,,DE,,
,,,,,,,,5,,,,,,,,,,,,,,,,Ziegelbergstraße,,,,Klinik am Ziegelberg (Frauenklinik),,63739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aschaffenburg,,,,,,9.1329988,,,,,,,,,,,,,,Klinik am ZiegelbergFrauenklinik Aschaffenburg,,,https://www.frauenklinik.com/,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.9785877,,yes,,,,,,,,,DE,,
,,,surgery;gynaecology;paediatric_surgery;urology;=dental_oral_maxillo_facial_surgery;otolaryngology,,,,,2,,,,,,,,,,,,,,,,Kurpromenade,,,,Klinik an der Therme,,95448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayreuth,,,,,,11.6331965,,,,,,,,,,,,,,,,,https://www.klinik-an-der-therme.de/,,,,,,+49 921 507374-112,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.9425623,,,,,,,,,,,DE,,
,,,,,,,,11,,,,,,,,,,no,,,,,,Gorbitzer Straße,,,,Klinik für Forensische Psychiatrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leipzig,,,,,,12.4265499,,,,,,,,Klinikum St. Georg gGmbH,,,,,,,,1996,https://www.sanktgeorg.de/medizinische-bereiche/kliniken-abteilungen/forensische-psychiatrie.html,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.2935554,,,,,,,,,,,,,
,,,geriatrics,,,,,51,,,,,,,,,,,,,,,,Senftenberger Ring,,,,Klinik für Geriatrie,,13435,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,Berlin,,,,,,13.3564848,,,,,,,,Vitanas,,,,24/7,,,,,,,,,,,,,,,,,,,,clinic,,,Märkisches Viertel,,,,,,,,3,,,,,,,clinic,,,,52.6050827,,yes,,,,,,,,,DE,,
,,,dermatology,,,,,35,,,,,,,,,,,,,,,,Erfurter Straße,,,,Klinik für Hautkrankheiten,,07743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jena,,,,,,11.5645646,,,,,,,,Universitätsklinikum Jena,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.9347904,,hospital,,,,,,,,,DE,,
,,,internal,,,,,9,,,,,,,,,,,,,,,,Pestalozzistraße,,,,Klinik für Innere Medizin Zwenkau,,04442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwenkau,,,,,,12.3300266,https://www.kliniken-leipziger-land.de/innere-medizin-zwenkau/,,,,,,,Sana Kliniken Leipziger Land GmbH,,,,,+49 342034 2001,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.2207016,,yes,,,,,,,,,DE,,
,,,psychiatry,,,,,200,,,,,,,,,,,,,,,,Verdener Straße,,,,Klinik für Kinder- und Jugendpsychiatrie und Psychotherapie,,27356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rotenburg (Wümme),,,,,,9.3634604,,,,,,,,,,,,,,,,,https://www.diako-online.de/Kinder-Jugendpsyc.6449.0.html,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,53.0903216,,yes,,,,,,,,,,,
,,,,,,,,11a,,,,,,,,,,,,,,,,An den Tierkliniken,,,,Klinik für Klauentiere,,04103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leipzig,,,,,,12.3916720,,,,,,,,"Universität Leipzig, Veterinärmedizinische Fakultät",,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.3204363,,yes,,,,,,,,,,,
,,,,,,,,21a,,,,,,,,,,,,,,,,An den Tierkliniken,,,,"Klinik für Pferde, Abteilung Chirurgie und Orthopädie",,04103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leipzig,,,,,,12.3925641,,,,,,,,"Universität Leipzig, Veterinärmedizinische Fakultät",,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.3194684,,yes,,,,,,,,,,,
,,,,,,,,11a,,,,,,,,,,,,,,,,An den Tierkliniken,,,,"Klinik für Pferde, Abteilung Innere Medizin und Reproduktionsmedizin",,04103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leipzig,,,,,,12.3918050,,,,,,,,"Universität Leipzig, Veterinärmedizinische Fakultät",,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.3202897,,yes,,,,,,,,,,,
,,,psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,Klinik für Psychiatrie und Psychotherapie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6023143,,,,,,,,Mediclin,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,hospital,,,,53.3707161,,yes,,,,,,,,,,,
,,,,,,,,64,,,,,,,,,,,,,,,,Albert-Schweitzer-Straße,,,,"Klinik für Psychiatrie, Psychosomatik und Psychotherapie",,67655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaiserslautern,,,,,,7.7533561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,49.4390045,,yes,,,,,,,,,DE,,
,,,psychiatry,,,,,28,,,,,,,+49 3447 562150,,,,,,,,,Zeitzer Straße,,,,"Klinik für Psychiatrie, Psychotherapie und Psychosomatik",,04600,,,,,,,,,,,,,,,,,,,,,info@lukasstiftung-altenburg.de,,,,,,,,,,Altenburg,,,,,,12.4263647,,,,,,,,Evangelische Lukas-Stiftung Altenburg,,,,,,,,,http://www.lukasstiftung-altenburg.de/,,,,,,+49 3447 5620,,,,,,,,,clinic,,,,,,,,,,,,,,,Psychiatrisches Krankenhaus,,,clinic,,,,50.9889784,,,,,,,,,,,DE,,
,,,psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,"Klinik für Psychiatrie, Psychotherapie und Psychosomatik",,41564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaarst,,,,,,6.6240462,,,,,,,,Oberberggruppe,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,51.2202414,,,,,,,,,,,,,
,,,,,,,,23,,,,,,,+49 441 9615-1655,,,,,,,,,An der Hössen,,,,Klinik für Psychosomatische Medizin und Psychotherapie,,26655,,,,,,,,,,,,,,,,,,,,,psm@kjk.de,,,,,,,,,,Westerstede,,,,,,7.9158506,,,,,,,,,,,,,,,,,https://www.karl-jaspers-klinik.de/Behandlung/Kliniken/Klinik_fuer_Psychosomatische_Medizin_und_Psychotherapie/index.php,,,,,,+49 441 9615-1611,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,53.2563581,,hospital,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinik für Psychosomatische Medizin und Psychotherapie,,77933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lahr/Schwarzwald,,,,,,7.8858298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.3428033,,yes,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinik für Pädiatrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4202167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,4,,,,,,,clinic,,,,51.1575602,,hospital,,,,,,,,,,,
,,,,,,,,15,,,,,Bing,,,,,,,,,,,Ismaninger Straße,,,,Klinik für Strahlentherapie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5982381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,48.1378241,,hospital,,,,,,,,,,,
,,,,,,,,7,,,,,,,,,,,outline estimated,,,,,Dr.-Born-Straße,,,,Klinik und Gesundheitszentrum Helenenquelle,,34537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Wildungen,,,,,,9.1086249,,,,,,,,,,,,,,,,,,,,,,,+49 5621 707-0,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,51.1129516,,hospital,,,,,,,,,DE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kliniken Wied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7664596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,50.6312864,,,,,,,,,,,,,
,,,neurology;psychiatry;geriatrics,,,,,178,,,,,,,,,,,,,,,,Dresdner Straße,,,,Klinikum Dresdner Straße,,09131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chemnitz,,,,,,12.9548369,https://www.klinikumchemnitz.de/das-klinikum/standorte/dresdner-strasse-178/,,,,,,,Klinikum Chemnitz gGmbH,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,,,,,,,,clinic,,,,50.8488749,,,,,,,,,,,DE,,
,,,,,,,,35,,,,,,,,,,,,,,,,Mainaustraße,,,,"Klinikum Konstanz, Haus 1 / Vincentius Krankenhaus",,78464,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,Konstanz,,,,,,9.1888575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,hospital,,,,47.6723968,,hospital,,,,,,,,,DE,,
,,,,,,,,8,,,,,,,,,,,,,,,,Johann-Wichern-Weg,,,,Klinikum Lippe Tagesklinik Herford,,32120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiddenhausen,,,,,,8.6755954,,,,,,,,,,,,,,,,,https://www.klinikum-lippe.de/patienten/kliniken-institute/kinder-und-jugendpsychiatrie-psychotherapie-und-psychosomatik/ambulanz-tagesklinik/tagesklinik-herford.html,,,,,,+49 5221 187 9980,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,52.1541914,,yes,,,,,,,,,,,
