health_facility:type,shop,office,healthcare:speciality,building:part,payment:debit_cards,ref:addr,addr:housenumber,emergency,contact:youtube,ele,source,opening_hours:url,image,fax,short_name,fixme,historic,facebook,name:uk,wikimedia_commons,addr:street,colour,contact:facebook,name:en,contact:fax,name,designation,level,addr:postcode,roof:material,ref:nid,WroclawGIS:addr:postcode:id,payment:credit_cards,roof:orientation,source:user,internet_access,name_1,WroclawGIS:addr:layer,roof:height,WroclawGIS:building:ID,ewmapa:warstwa,WroclawGIS:addr:date,payment:cash,loc_name,phone_2,building:usage:pl,phone_1,3dr:type,source:address,mapillary,boundary,addr:street:sym_ul,ref,email,barrier,contact:email,addr:province,roof:shape,contact:twitter,health_specialty:internal_medicine,addr:city:simc,WroclawGIS:addr:id,building:buildyear,source:geometry,addr:city,source:building,source_ref,building:type:pl,drive_through,health_specialty:dermatology,lon,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,operator,name:pl,old_name:de,opening_hours,contact:phone,addr:housename,contact:mobile,heritage,start_date,website,admin_level,source:height,survey:url,is_in:suburb,addr:subdistrict,delivery,phone,WroclawGIS:building:date,old_name,smoking,OBJECTID_height_lidar,WroclawGIS:addr:postcode:layer,nat_name,source:note,note:pl,buildingpart,architect,dispensing,source:addr,landuse,wheelchair,amenity,operator:type,health_specialty:gynaecology,telephone,official_name,addr:last_update,building:use:pl,medical_system:western,addr:district,building:levels,health_specialty:family_medicine,contact:instagram,note,collection_times,building:fireproof,disused:amenity,description,building:material,takeaway,levels,lat,building,building:colour,url,roof:levels,addr:place,building:levels:underground,healthcare,addr:country,heritage:operator,health_specialty:dentistry
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Rejonowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1982081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.3215673,,,,,,,doctor,,,
,,,,,,,6,,,,,,,,,,,,,,Osiedle Rzeczypospolitej,,,,,"Przychodnia Rejonowa ""Medeo""",,,61-397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poznań,,,,,,16.9512587,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,yes,doctors,,,,,,,,,2,,,,,,,,,,,52.3884735,hospital,,,,,,,PL,,
,,,,,,,53,,,,,,,,,,,,,,Majorki,,,,,Przychodnia Rejonowa (Samodzielny Publiczny Zakład Opieki Zdrowotnej Warszawa-Białołęka),,,03-020,,,,,,,,,,,,,,,,,,,,,,,11986,,,,,,,,,0918123,,,,Warszawa,,,,,,20.9934029,,,,,,,,,,,,,,,,http://www.zozbialoleka.waw.pl/,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,yes,doctors,,,,,,,,,,,,,,,,,,,,52.3387338,yes,,,,,,,,,
,,,,,,,,,,,,,,,,uzupwłnić dane co do przychodni,,,,,,,,,,Przychodnia Rejonowa NZOZ Medicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8759643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,52.9906918,yes,,,,,,,,,
,,,,,,,8,,,,,,,,,,,,,,Bytomska,,,,,Przychodnia Rejonowa Nr 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarnowskie Góry,,,,,,18.8613477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,4,,,,,,,,,,,50.4424821,yes,,,,,,,,,
,,,,,,,54,,,,,,,,,,,,,,Cmentarna,,,,,Przychodnia Rejonowa Nr 1,,,39-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dębica,,,,,,21.4272309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,2,,,,,,,,,,,50.0562777,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Rejonowa Nr 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5269859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.5191079,yes,,,,,,,,,
,,,,,,,6,,,,,,,,,,,,,,Kazimierza Wielkiego,,,,,Przychodnia Rejonowa Nr 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knurów,,,,,,18.6601764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.2281178,yes,,,,,,,PL,,
,,,,,,,6,,,,UM Ruda Śląska,,,,,,,,,,Sztolniowa,,,,,Przychodnia Rejonowa SP ZOZ,,,41-717,,,,,,,,,,,,"Przyziemie budynku ognioodpornego, podpory, podcienia z rastra",,,,,,,,,,,,,,,,,,,,,,,,Ruda Śląska,,,,,,18.8992496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,"Szpital lub zakład opieki medycznej, socjalnej",,,2,,,,,yes,,,,,,50.2671782,healthcare,,,,,,,,,
,,,,,,,1,yes,,,Bing,,,,,,,,,,Fabryczna,,,,,Przychodnia Rejonowa nr 1,,,05-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piaseczno,,,,,,21.0249103,,,,,,,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,52.0763854,public,,,,,,doctor,,,
,,,,,,,5,,,,,,,,,,,,,,Błonie,,,,,Przychodnia Rejonowa nr 1,,,38-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanok,,,,,,22.2096984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,49.5586308,yes,,,,,,doctor,,,
,,,,,,,10,,,,,,,,,,,,,,Lipińskiego,,,,,Przychodnia Rejonowa nr 1,,,38-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanok,,,,,,22.2080792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,49.5531360,yes,,,,,,doctor,,,
,,,,,,,40,,,,Geoportal 2: Orthophotomap (aerial image),,,,,,,,,,Goławiecka,,,,,Przychodnia Rejonowa nr 2,,,42-140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lędziny,,,,,,19.1551047,,,,,,,MZOZ Lędziny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.1067259,yes,,,,,,doctor,,,
,,,,,,,170,,,,mapa.um.warszawa.pl i Bing,,,,,,,,,,Patriotów,,,,,Przychodnia Rejonowa nr 2,,,04-832,,,,,,,,,,,,,,,,,,,,,,,15810,,,,,,,,,0918123,,,,Warszawa,,,,,,21.1893349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.1852786,yes,,,,,,,,,
,,,,,,,5,,,,Bing,,,,,,,,,,Marszałka Józefa Piłsudskiego,,,,,Przychodnia Rejonowa nr 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piekary Śląskie,,,,,,18.9416934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UM Piekary Śląskie,,,doctors,,,,,,,,,,,,,,,,,,,,50.3794166,yes,,,,,,,,,
,,,,,,,69,ambulance_station,,,,,,,,,,,,,Słomnicka,,,,,Przychodnia Rejonowa w Skale,,,32-043,,,,,,,,,,,,,,,,,,,,,,,20246,,,,,,,,,0951860,,,,Skała,,,,,,19.8597324,,,,,,,,,,Mo-Fr 8:00-18:00,,,,,,,,,,,,,"12 389 10 05, 12 389 10 56",,,,,,,,,,,,skala.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,50.2315341,yes,,,,,,,,,
,,,,,,,36,,,,msi,,,,,,,,,,Szczęśliwicka,,,,,Przychodnia Rejonowo-Specjalistyczna,,,02-353,,,,,,,,,,,,,,,,,,,,,,,21847,,,,,,,,,0918123,,,,Warszawa,,,,,,20.9720011,,,,,,,SZPZLO Warszawa-Ochota,,,,,,,,,https://www.szpzlo-ochota.pl/index.php?option=com_content&view=article&id=6&Itemid=16,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.2184598,yes,,,,,,,,,
,,,,,,,6,,,,,,,,,,,,,,Łojewska,,,,,Przychodnia Rejonowo-Specjalistyczna,,,03-392,,,,,,,,,,,,,,,,,,,,,,,11643,,,,,,,,,0918123,,,,Warszawa,,,,,,21.0347333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.2963074,yes,,,,,,,,,
,,,,,,,34,,,,emuia.gugik.gov.pl,,,,,,,,,,Marszałka Józefa Piłsudskiego,#f4e1c7,,,,Przychodnia Rejonowo-Specjalistyczna,,,56-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wołów,,,,,,16.6427667,,#696969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,3,,,,,,,,,,,51.3360012,yes,,,,,,,,,
,,,,,,,21,,,,,,,,,,,,,,Partyzantów,,,,,Przychodnia Rejonowo-Specjalistyczna Nr 2 w Myszkowie,,,42-300,,,,,,,,,,,,,,,,,,,,,,,15733,,,,,,,,,0932057,,,,Myszków,,,,,,19.3583857,,,,,,,,,,Mo-Fr 07:00-18:00,,,,,1978-02-13,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,50.5645732,yes,,,,,,,,,
,,,,,,,9,,,,,,,,,,,,,,Zwierzyniecka,,,,,Przychodnia Rodzinna,,,15-312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białystok,,,,,,23.1493703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,2,,,,,,,,,,,53.1205482,retail,,,,,,,PL,,
,,,,,,,2A,,,,,,,,,,,,,,Kazimierza Pułaskiego,,,,,Przychodnia Rodzinna,,,18-300,,,,,,,,,,,,,,,,,,,,,,,18099,,,,,,,,,0957637,,,,Zambrów,,,,,,22.2493667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.9920637,yes,,,,,,,,,
,,,,,,,4,,,,,,,,,,,,,,Romana Zmorskiego,,,,,Przychodnia Rodzinna,,,55-050,,,,,,,,,,,,,,,,,,,,,,,26228,,,,,,,,,0987294,,,,Sobótka,,,,,,16.7023625,,,,,,,,Przychodnia Rodzinna,,,,,,,,,,,,,,,713163205,,,,,,,,,,,,emuia.gugik.gov.pl,,,doctors,,,,,,,,,,,,,,,,,,,,50.9065861,yes,,,,,,,,,
,,,,,,,88,,,,,,,,,,,,,,Aleja Niepodległości,,,,,Przychodnia Rodzinna Alfa,,,26-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skarżysko-Kamienna,,,,,,20.8801830,,,,,,,,,,Mo-Th 07:30-19:00; Fr 07:30-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,3,,,,,,,,,,,51.1161198,yes,,,,,,doctor,,,
,,,,,,,80,,,,,,,,,,,,,,Wolności,,,,,Przychodnia Rodzinna Plutowie,,,44-300,,,,,,,,,,,,,,,,,,,,,,,,,kontakt@plutowie.pl,,,,,,,,,,,Wodzisław Śląski,,,,,,18.4408188,,,,,,,,,,"Mo-Fr 08:00-18:00; We,Th 08:00-20:00",,,,,,http://www.plutowie.pl/,,,,,,,+48324563993,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.0016475,yes,,,,,,,,,
,,,,,,,2A,,,,,,,,,,,,,,,,,,,Przychodnia Rodzinna w Łubowie,,,62-260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0588430,,,,,,,,,,17.4587595,,,,,,,,,,,,,,,,,,,,,,,+48 61 427 51 15,,,,,,,,,,,,lubowo.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.5148387,yes,,,,Łubowo,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Rogowscy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7836734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.0755089,yes,,,,,,doctor,,,
,,,,,,,4,,,,,,,,,,,,,,Bystrzycka,,,,,Przychodnia Rusinowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",Wałbrzych,,,,,,16.3376539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.7617568,yes,,,,,,doctor,,,
,,,general,,,,9,,,,,,,,,,,,,,Braci Drzewieckich,,,,,Przychodnia SANUS,,,62-025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0970885,,,,Kostrzyn,,,,,,17.2242749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (kostrzyn.e-mapa.net),,,doctors,,,,,,,,,,,,,,,,,,,,52.3999854,yes,,,,,,doctor,,,
,,,,,,,26B,,,,,,,,,,,,,,Klaudyny,,,,,Przychodnia SPZZLO Żoliborz,,,01-684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warszawa,,,,,,20.9735822,"https://www.spzzlo.pl/4,5,nasze_przychodnie-klaudyny_26b",,,,,,Samodzielny Publiczny Zespół Zakładów Lecznictwa Otwartego Warszawa-Żoliborz,,,Mo-Fr 7:30-18:00,+48 22 833 00 00,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,6,,,,,,,,,,,52.2830435,yes,,,,,,,PL,,
,,,,,,,41,,,,,,,,,,,,,,Będzińska,,,,,Przychodnia Safmed,,,41-205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sosnowiec,,,,,,19.1351264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.2984398,yes,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Samodzielny Publiczny Zespół Opieki Zdrowotnej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9486558,,,,,,,,,,,,,,,,,,,,,,,0048438234361,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.5969421,yes,,,,,,,,,
,,,,,,,4,,,,,,,,,,,,,,Sieciechowska,,,,,Przychodnia Sieciechowska,,,01-928,,,,,,,,,,,,,,,,,,,,,,,19759,,sieciechowska@spzzlo.pl,,,,,,,0918123,,,,Warszawa,,,,,,20.9211954,,,,,,,Samodzielny Publiczny Zespół Zakładów Lecznictwa Otwartego Warszawa-Żoliborz,,,Mo-Fr 07:30-18:00,,,,,,"https://www.spzzlo.pl/4,14,nasze_przychodnie-sieciechowska_4",,,,,,,+48 798 118 378,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.2722871,yes,,,,,,doctor,,,
,,,,,,,58,,,,Starostwo Powiatowe w Mrągowie,,,,,,,,,,Królewiecka,,,,,Przychodnia Specjalistyczna,,,11-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrągowo,,,,,,21.3048268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,3,,,,,,,,,,,53.8758459,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Specjalistyczna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2766567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.1622938,,,,,,,,,,
,,,,,,,22,,,,Bing,,,,,,,,,,Aleja Lotników Polskich,,,,,Przychodnia Specjalistyczna,,,21-040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0957146,,,,Świdnik,,,,,,22.6942451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swidnik.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.2205172,yes,,,,,,,,,
,,,,,,,4,,,,Bing,,,,,,,,,,Bolesława Leśmiana,,,,,Przychodnia Specjalistyczna,,,21-040,,,,,,,,,,,,,,,,,,,,,,,10895,,,,,,,,,0957146,,,,Świdnik,,,,,,22.6979893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swidnik.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,51.2208032,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Specjalistyczna Centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4559246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.1477032,yes,,,,,,,,,
,,,,,,,116,,,,,,,,,,,,,,Poznańska,,,,,Przychodnia Specjalistyczna KOMED 1,,,62-510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konin,,,,,,18.2228348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2313119,yes,,,,,,,,,
,,,,,,,6,,,,,,,,,,,,,,Lubelska,,,,,Przychodnia Specjalistyczna Nr 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rzeszów,,,,,,22.0034977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UM Rzeszów,,,doctors,,,,,,,,,,,,,,,,,,,,50.0521127,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Specjalistyczna Prawobrzeże Medyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6567851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.3767464,,,,,,,,,,
,,,,,,,10,,,,,,,,,,,,,,Szlenkierów,,,,,Przychodnia Specjalistyczna dla Dzieci i Młodzieży SPZOZ Warszawa Wola-Śródmieście,,,01-181,,,,,,,,,,,,,,,,,,,,,,,21998,,,,,,,,,0918123,,,,Warszawa,,,,,,20.9707950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapa.um.warszawa.pl,,,doctors,,,,,,,,,,,,,,,,,,,,52.2384333,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Przychodnia Specjalistyczna, Regina i Walenty Śliwa Spółka Jawna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,,,,,,16.3192393,,,,,,,,,,Mo-Fr 7:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,50.8539809,apartments,,,,,,,,,
,,,,,,,,,,,WroclawGIS,,,,,,,,,,,,,,,Przychodnia Stabłowice,,,,,,,,,,,,,,81589,,,,,,,,,,,,,,,,,,,,,,,,,,WroclawGIS,,,,,16.9000639,,,,,,,,,,,,,,,,,,,,,,,,2011-02-26,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.1667617,yes,,,,,,,,,
,,,,,,,,,,,"OSM Tracker, knowledge, Bing",,,,,,,,,,,,,,,Przychodnia Stomatologiczna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8630914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,1,,,,,,,,,,,50.2738919,yes,,,,,,doctor,,,
,,,,,,,1,,,,,,,,,,,,,,Wita Stwosza,,,,,Przychodnia Swissmed,,,83-000,,,,,,,,,,,,,,,,,,,,,,,21435,,,,,,,,,0934620,,,,Pruszcz Gdański,,,,,,18.6400018,,,,,,,,,,Mo-Fr 08:00-20:00,,,,,,,,,,,,,+48 58 524 15 00,,,,,,,,,,,,mpruszczgdanski.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,"Poradnie nocnej i świątecznej opieki zdrowotnej udzielają pomocy od poniedziałku do piątku w godz. 18-8 dnia następnego oraz całodobowo w soboty, niedziele i inne dni ustawowo wolne od pracy.",,,,54.2610421,yes,,,,,,doctor,,,
,,,,,,,5,,,,,,,,,,,,,,Marii Skłodowskiej-Curie,,,,,Przychodnia Swissmed,,,80-210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geoportal.gov.pl:ortofoto,Gdańsk,,,,,,18.6277007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urząd Miasta Gdańsk,,,doctors,,,,,,,,,,,,,,,,,,,,54.3666220,yes,,,,,,doctor,,,
,,,,,,,8,no,,,,,,,,,,,,,Karola Szajnochy,,,,,Przychodnia Szajnochy,,,01-637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warszawa,,,,,,20.9820442,"https://www.spzzlo.pl/4,22,nasze_przychodnie-szajnochy_8",,,,,,SPZZLO Warszawa-Żoliborz,,,Mo-Fr 07:30-20:00,+48 22 11 66 800,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,52.2720491,,,,,,,,,,
,,,,,,,18,,,,,,,,,,,,,,Toszecka,,,,,Przychodnia Toszecka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gliwice,,,,,,18.6724467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,doctors,,,,,,,,,,,,,,,,,,,,50.3060226,yes,,,,,,,,,
,,,,,,,6,,,,,,,,,,manor,,,,Plac Kasztanowy,,,,,Przychodnia Vita,,,96-520,,,,,,,,,,,,,,,,,,,,,,,43096,,,,,,,,,0566233,,,,Iłów,,,,,,20.0287916,,,,,,,,,,Mo-Fr 08:00-18:00,+48 24 277 41 26,,,,,,,,,,,,,,Dwór w Iłowie,,,,,,,,,,ilow.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,52.3406579,,,http://www.polskiezabytki.pl/m/obiekt/3377/Ilow/,,,,,,,
,,,,,,,22a,,,,bing,,,,,,,,,,Grunwaldzka,,,,,Przychodnia WAB MED,,,58-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Głuszyca,,,,,,16.3732527,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,doctors,,,,,,,,,3,,,,,,,,,,,50.6844644,commercial,,,,,,,,,
,,,,,,,2,,,,Yahoo,,,,,,,,,,Józefa Wassowskiego,,,,,Przychodnia Wassowskiego,,,80-225,,,,,,,,,,,,,,,,,,,,,,,,,,,przychodnia.w@wp.pl,,,,,,,,,Gdańsk,,,,,,18.6109475,,,,,,,,,,,,,,,,https://wassowskiego.pl,,,,,,,+48 58 341 69 10; +48 58 341 69 17,,,,,,,,,,,,Urząd Miasta Gdańsk,,,doctors,,,,,,,,,,,,,,,,,,,,54.3758210,civic,,,,,,doctor,PL,,
,,,,,,,27,,,,Bing,,,,,,building,,,,Wałowa,,,,,Przychodnia Wałowa,,,80-858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,,18.6540689,,,,,,,,Przychodnia Wałowa,Ortskrankenkasse,,,,,,1925,,,,,,,,,,,,,,,,,,Adolf Bielefeldt,,Urząd Miasta Gdańsk,,yes,doctors,,,,,,,,,,,,,,,,"Budynek  dla - Urzędu Ubezpieczalni Zdrowotnej. Wnętrze dostosowano do zaplanowanych funkcji: na parterze urządzono 28 stanowisk obsługi petentów, inne pomieszczenia tego 7-kondygnacyjnego obiektu przeznaczono na archiwa, pralnię, łaźnię, mieszkania itd.",brick,,,54.3588029,commercial,,,,,,doctor,,,
,,,,,,,54,,,,,,,,,,,,,,Wiczlińska,,,Medica Wiczlino Clinic,,Przychodnia Wiczlino,,,81-578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geoportal.gov.pl:ortofoto,Gdynia,,,,,,18.4254980,,,,,,,,Przychodnia Medica Wiczlino,,Mo-Fr 07:00-19:00,,,,,,http://medicawiczlino.pl,,,,,,,+48 58 728 78 77,,,,,,,,,,,,,,,doctors,,,,,,,,,2,,,,,,,,,,,54.4898592,public,,,,,,,PL,,
,,,,,,,2,,,,,,,,,,,,,,Konwaliowa,,,,,Przychodnia Witomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gdynia,,,,,,18.5142108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,54.5007726,civic,,,,,,,PL,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia Wsola NFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1236408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,51.4874051,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Przychodnia ZOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0419785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.2158548,yes,,,,,,,,,
,,,,,,,9,,,,,,,,,,,,,,Sądowa,,,,,Przychodnia ZOZ Nr 1,,,28-100,,,,,,,,,,,,,,,,,,,,,,,19581,,,,,,,,,0946651,,,,Busko-Zdrój,,,,,,20.7162977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buskozdroj.e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,50.4725093,yes,,,,,,,,,
,,,,,,,2a,,,,,,,,,,,,,,Powstańców Wielkopolskich,,,,,Przychodnia ZOZ Prowita,,,89-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Więcbork,,,,,,17.4922045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,53.3537522,yes,,,,,,rehabilitation,,,
,,,,,,,10a,,,,,,,,,,,,,,Niepodległości,,,,,Przychodnia Zdrowia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Międzyzdroje,,,,,,14.4483830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e-mapa.net,,,doctors,,,,,,,,,,,,,,,,,,,,53.9277659,yes,,,,,,,,,
