shop,building:part,indoor,payment:cash,ref:addr,addr:housenumber,payment:debit_cards,addr:state,source,drive_in,short_name,addr:street,source:name,fixme,name,designation,level,addr:postcode,roof:material,payment:credit_cards,roof:orientation,source:user,payment:mastercard,recycling:drugs,amenity_1,building:usage:pl,description,payment:maestro,3dr:type,brand:wikidata,addr:street:sym_ul,ref,email,barrier,contact:email,addr:province,roof:shape,building:use,addr:city:simc,atm,source:geometry,payment:visa_electron,addr:city,source:building,payment:visa_debit,source_ref,drive_through,lon,contact:website,roof:colour,height,operator,name:pl,brand:wikipedia,area,opening_hours,contact:phone,addr:housename,building.source:levels,start_date,website,brand,addr:subdistrict,phone,smoking,emuia:id,room,buildingpart,dispensing,landuse,roof:levels,amenity,source:opening_hours,payment:notes,building:use:pl,source:amenity,addr:district,building:levels,note,ref:source,source:addr,building:material,source_ref:name,payment:visa,lat,payment:telephone_cards,building,building:colour,payment:coins,url,wheelchair,addr:place,building:levels:underground,healthcare,addr:country
,,,,,,,,,,,,,,Dbam o zdrowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5173825,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,53.5315139,,,,,,,,,,
,,,,,281/289,,,,,,Rzgowska,,,Dbam o zdrowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łódź,,,,,19.4834602,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,,51.7082815,,yes,,,,,,,,
,,,,,4,,,http://ump.waw.pl/ retrieved 11:18:52 11/17/09 (UMP-Tarnow/src/POI-szpitale.pnt-converted.txt),,,1 Maja,,,Dla zdrowia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dąbrowa Tarnowska,,,,,20.9826300,,,,,,,,,,,,,,,,+48146424846,,,,,,,,pharmacy,,,,,,,,,,,,,50.1733800,,yes,,,,,,,,
,,,,,4/6,,,,,,Pod Arkadami,,,Dobra,,,87-400,,,,,,,,,,,,,,,,,,,,,,,,,Golub-Dobrzyń,,,,,19.0560954,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,53.1047748,,retail,,,,,,,,
,,,,,14,,,,,,Stefana Czarnieckiego,,,Dobra Apteka,,,59-400,,,,,,,,,,,,,03283,,,,,,,,,,,,Jawor,,,,,16.1934428,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.0497060,,apartments,,,,,,,pharmacy,
,,,,,66,,,,,,Marszałka Józefa Piłsudskiego,,,Dobra Apteka,,,42-300,,,,,,,,,,,,,,,,,,,,,0932057,,,,Myszków,,,,no,19.3080414,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,50.5728077,,yes,,,,,,,pharmacy,
,,,,,34,,,survey,,,Osiedle Kościuszkowców,survey,,Dom Leków,,,62-020,,,,,,,,,,,,,,,,,,,,,0971502,,,,Swarzędz,,,,,17.0807888,,,,,,,,Mo-Su 07:00-23:00,,,,,http://www.domlekow.pl,,,+48 61 855 18 91,,,,,,,,pharmacy,,,,,,,,,survey,,,,52.4218624,,yes,,,,,,,,
,,,,,38,,,gis.um.szczecin.pl,,,Lucjana Rydla,,,Dom Leków,,,,,,,,,,,Inny niemieszkalny lub podziemny,,,,,,,,,,,,,,,,,Szczecin,,,,,14.6557634,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,1,,,,,,,53.3784321,,yes,,,,,,,,
,,,,,30B,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,Opolska,,,Doz,,,49-100,,,,,,,,,,,,,,,,,,,,,,,,,Niemodlin,,,,,17.6311483,,,,,Doz,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.6410668,,residential,,,,,,,pharmacy,
,,,,,,,,,,,,,,Dr Zdrowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5099558,,,,,,,,Mo-Sa 09:00-21:00; Su 09:00-20:00,,,,,,,,+48 42 679 61 66,,,,,,,,pharmacy,,,,,,,,,,,,,51.7927034,,,,,,,,,,
,,,,,14,,,,,,Szwajcarska,,,Dr Zdrowie,,,61-285,,,,,,,,,,,,,,,,,,,,,,,,,Poznań,,,,,16.9951657,,,,,,,,,,,,,,,,,,,,room,,,,pharmacy,,,,,,,,,,,,,52.3835581,,,,,,,,,pharmacy,
,,,,,7,,,UMRzeszow,,,Stanisława Witkacego,,,Dr. Max,,,35-111,,,,,,,,,,,,,,,,,,,,,,,,,Rzeszów,,,,,21.9802341,,,,,,,,Mo-Fr 08:00-18:00,,,,,http://www.drmax.pl,,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.0362930,,yes,,,,,,,,
,,,,,1,,,,,,Norymberska,,,Dr. Max,,,30-376,,,,,,,,,,,,,,,,,krakow.norymberska@drmax.pl,,,shop,,,,,Kraków,,,,,19.9114346,,,,,,,,"Mo-Fr 09:00-21:00, Su 09:00-19:00; Sa 09:00-21:00",,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.0300546,,yes,,,,yes,,,,
,,room,,,,,,,,,,,,Dr. Max,,0,,,,,,,,,,,,,Q56317371,,,,,,,,,,,,,,,,,,19.9460041,,,,,,fr:Dr.Max,,,,,,,,Dr. Max,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.0682059,,,,,,,,,pharmacy,
,,,,,6,,,,,,Profesora Ludwika Chmaja,,,Dr. Max,,,35-021,,,,,,,,,,,,,,,,,,,,,,,,,Rzeszów,,,,,21.9858787,,,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-14:00,,,,,http://www.drmax.pl,,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.0281030,,retail,,,,,,,,
,,,,,6,,,https://polska.e-mapa.net/,,,Mariacka,,,Dr. Max,,,32-340,,,,,,,,,,,,,12327,,,,,,,,0945315,,,,Wolbrom,,,,,19.7607705,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,50.3862677,,yes,,,,,,,pharmacy,
,,,yes,,,,,Starostwo Powiatowe Będzin,,,,,,Dr.Max,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,19.1309181,,,,,,,,Mo-Fr 08:00-21:00; Sa 08:00-21:15; Su 09:00-19:00,,,,,,,,,,,,,yes,,,pharmacy,,,Inny niemieszkalny,,,1,,,,,,yes,50.3203774,,service,,,,yes,,,,
mall,,,,,5,,,,,,Kardynała Bolesława Kominka,,,Drogeria Renata,,,59-101,,,,,,,,,,,,,,,,,,,,,,,,,Polkowice,,,,,16.0690256,,,,,Drogeria Renata,,,Mo-Fr 08:00-19:00; Sa 09:00-15:00,,,,,,,,76 845 04 27,,,,,,,,pharmacy,,,,,,,,,EMUiA (polkowice.e-mapa.net),,,,51.5079266,,industrial,,,,,,,,
,,,,,24,,,,,,Gwiezdna,,,Dyżurna,,,82-300,,,,,,,,,,,,,,,,,,,,,,,,,Elbląg,,,,,19.4032432,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,54.1698427,,yes,,,,,,,pharmacy,
,,,,,4,,,,,,Elizy Orzeszkowej,,,Eskulap,,,64-530,,,,,,,,,,,,,,,,,,,,,0584567,,,,Kaźmierz,,,,,16.5867265,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-13:00,,,,,,,,+48 61 291 83 68,,,,,,,,pharmacy,,,,,,,,,kazmierz.e-mapa.net,,,,52.5150655,,yes,,,,,,,,
,,,,,5,,,,,,Marii Skłodowskiej-Curie,,,Eskulap,,,56-400,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,Oleśnica,,,,,17.3864816,,,,,,,,,,,,,,,,713149399,,,,,,,,pharmacy,,,,,,,,,molesnica.e-mapa.net,,,,51.2104612,,yes,,,,,,,pharmacy,PL
,,,,,,,,,,,,,,Eskulap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4892190,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,52.7545591,,,,,,,,,pharmacy,
,,area,,,,,,,,,,,,Euro,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9813073,,,,,,,,Mo-Sa 09:00-21:00; Su 10:00-20:00,,,,,,,,+48 502 651 943,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.0942429,,,,,,,,,pharmacy,
,,room,,,,,,,,,,,,Euro Apteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9997958,,,,,,,,Mo-Sa 09:00-21:00; Su[-1] 10:00-17:00; PH off,+48 517 446 651,,,,http://euroapteka.pl/pl/offices/listingitems/location.52,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,50.3012895,,,,,,,,,pharmacy,
,,,,,,,,,,,,,,Euro Apteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1809692,,,,,,,,Mo-Sa 09:00-21:00; Su 09:00-20:00,,,,,,,,,,,,room,yes,,,pharmacy,,,,,,,,,,,,,50.3276245,,,,,,,,,,
,,,,,54B,,,,,,Kosynierów Gdyńskich,,,Europharm,,,82-300,,,,,,,,,,,,,,,,,,,,,,,,,Elbląg,,,,,19.4074894,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,54.1635257,,yes,,,,,,,,PL
,,,,,93a,,,,,,Teofila Noniewicza,,,Gemini,,,16-400,,,,,,,,,,,,,,,,,,,,,,,,,Suwałki,,,,,22.9312149,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,54.1053377,,yes,,,,,,,,
,,,,,29,,,,,,Szadkowska,,,Hellenica,,,98-220,,,,,,,,,,,,,,,,,,,,,,,geoportal.gov.pl:BDOT,,,,,,,18.9453543,,,,,,,,,,Hellenica,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.6083481,,residential,,,,,,,pharmacy,
,,,,,87,,,,,,Juliusza Słowackiego,,,Herba,,,87-700,,,,,,,,,,,,,,,,,,,,,,,,,Aleksandrów Kujawski,,,,,18.6999803,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,52.8711874,,house,,,,,,,,PL
,,,,,5,,,,,,Wojska Polskiego,,,Herbalek,,,87-300,,,,,,,,,,,,,,,,,,,,,,,,,Brodnica,,,,,19.3792393,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,53.2612828,,yes,,,,,,,,
,,,,,23D,,,,,,Osiedle Złotego Wieku,,,Hygieia,,,31-617,,,,,,,,,,,,,,,,,,,,,,,,,Kraków,,,,,20.0046464,,,,,,,,Mo-Fr 07:00-21:00; Sa 07:00-18:00,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.0942133,,retail,,,,,,,,
,,,,,5A,,,,,,Ateńska,,,K&D,,,03-978,,,,,,,,,,,,,00484,,,,,,,,0918123,,,,Warszawa,,,,,21.0654037,,,,,,,,Mo-Fr 08:00-20:00; Sa 09:00-15:00,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,mapa.um.warszawa.pl,,,,52.2230064,,commercial,,,,,,,,
,,,,,8,,,,,,Bogumiła i Barbary,,,Kaliniec,,,62-800,,,,,,,,,,,,,,,,,,,,,,,,,Kalisz,,,,,18.0749307,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,1,,,,,,,51.7514554,,retail,,,,,,,,
,,,,,33,,,,,,Wojska Polskiego,,,Kasztanowa,,,62-500,,,,,,,,,,,,,,,,,,,,,,,,,Konin,,,,,18.2519495,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,52.2182920,,yes,,,,,,,,
,,,,,,,,,,,,,,Lekosfera,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0187534,,,,,,,,,,,,,,,,,,,,room,,,,pharmacy,,,,,,,,,,,,,51.0938900,,,,,,,,,,
,,,,,2c,,,,,,Lipowa,,,Lipowa,,,11-100,,,,,,,,,,,,,11139,,,,,,,,0964732,,,,Lidzbark Warmiński,,,,,20.5762318,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,54.1274192,,yes,,,,,,,,
,,,,,2,,,,,,Marii Zientary-Malewskiej,,,Manada,,,13-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1888550,,,,,Manada,,,,,,,,,,,+48 23 6980748,,,,,,,,pharmacy,,,,,,,,,,,,,53.2432425,,yes,,,,,,,,
,,,,,13a,,,,,,Wyzwolenia,,,MediQ,,,83-425,,,,,,,,,,,,,,,dziemiany.wyzwolenia@drmax.pl,,,,,,,,,,Dziemiany,,,,,17.7714073,,,,,,,,"Mo-Fr 08:00-17:00, Sa 08:00-14:00",,,,,,,,+48586880169,,,,,,,,pharmacy,,,,,,,,,,,,,54.0083228,,yes,,,,,,,,
,,,,,11,,,,,,Plac Wolności,,,Medicamen,,,62-820,,,,,,,,,,,,,,,,,,,,,,,,,Stawiszyn,,,,,18.1107040,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,stawiszyn.e-mapa.net,,,,51.9181772,,yes,,,,,,,,
,,,,,3,,,,,,Armii Krajowej,,,Medicata,,,62-700,,,,,,,,,,,,,,,,,,,,,,,,,Turek,,,,,18.5103095,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,EMUiA (mturek.e-mapa.net),,,,52.0158863,,yes,,,,,,,,
,,,,,,,,,,,,,,Medicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5760668,,,,Medicus,,,,Mo-Sa 08:00-21:00; Su 08:00-18:00,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.1109190,,,,,,,,,pharmacy,
,,,,,9,,,,,,Kolejowa,,,Melisa,,,39-200,,,,,,,,,,,,,,,,,,,,,,,,,Dębica,,,,,21.4073357,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,50.0502841,,yes,,,,,,,,
,,,,,2 B,,,,,,Zwycięzców,,,Melisa,,,68-200,,,,,,,,,melisazary@wp.pl,,,,,,,,,,,,,,,,Żary,,,,,15.1272390,,,,,,,,,,,,,,,,+48 68 470 96 91,,,,,,,,pharmacy,,,,,,,,,,,,,51.6356629,,yes,,,,,,,,
,,,,,43,,,,,,Armii Krajowej,,,Melissa,,,56-400,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,Oleśnica,,,,,17.3937035,,,,,,,,,,,,,,,,713142820,,,,,,,,pharmacy,,,,,,,,,molesnica.e-mapa.net,,,,51.2084182,,yes,,,,,,,pharmacy,PL
,,,,,31,,,,,,Stefana Żeromskiego,,,Millenium,,,26-110,,,,,,,,,,,,,,,,,,,hipped,,,,,,Skarżysko-Kamienna,,,,,20.8689736,,#686870,,,,,,24/7,,,,,,,,+48 412525603,,,,,,,,pharmacy,,,,,,1,,,,,,,51.1179213,,yes,#f45e6a,,,,,,,
,,,,,18,,,geoportal.gov.pl:ortofoto,,,Powstańców Warszawskich,,,Miętowa,,,76-150,,,,,,,,,,,,,,,,,,,,,,,,,Darłowo,,,,,16.4099481,,,,,Miętowa,,,,,,,,,,,943140333,,,,,,,,pharmacy,,,,,,,,,mdarlowo.e-mapa.net,,,,54.4207043,,yes,,,,,,,,
,,,,,15,,,,,,Kolejowa,,,Miła,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siechnice,,,,,17.1405759,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.0373946,,yes,,,,,,,,
,,,,,10,,,,,,Niepodległości,,,Mniszek,,,32-050,,,,,,,,,,,,,,,,,,,,,,,,,Skawina,,,,,19.8207124,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,http://portal.gison.pl/skawina,,,,49.9756191,,yes,,,,,,,pharmacy,
,,,,,433,,,,,,Aleja generała Władysława Sikorskiego,,,Moja,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rzeszów,,,,,22.0207053,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,49.9816364,,yes,,,,,,,,
,,,,,,,,,,,,,,Na Morcinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5861891,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.1119600,,,,,,,,,pharmacy,
,,,,,1,,,,,,Widna,,,Na Widnej,,,43-516,,,,,,,,,,,,,,,,,,,,,,,,,Zabrzeg,,,,,18.9440894,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,49.9074381,,yes,,,,,,,,
,,,,,,,,,,,,,,Nad Nysą,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0446551,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.2490232,,yes,,,,yes,,,,
,,,,,13,,,,,,Wincentego Ciastowicza,,,Nasza,,,62-085,,,,,,,,,,,,,,,,,,,,,0971459,,,,Skoki,,,,,17.1588014,,,,,,,,8:00-16:00,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,EMUiA (skoki.e-mapa.net),,,,52.6732658,,retail,,,,,,,,
,,,,,27,,,,,,Lwowska,,,Nasza Apteka,,,33-300,,,,,,,,,,,,,,,,,,,,,,,,,Nowy Sącz,,,,,20.6983009,,,,,,,,24/7,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,49.6249481,,yes,,,,,,,,
,,,,,,,,,,,,,,Nasza Apteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3319673,,,,,,,,Mo-Su 08:00-22:00,,,,,,,,,,,,,no,,,pharmacy,,,,,,,,,,,,,50.5757771,,,,,,,,,pharmacy,
,,,,,,,,,,,,,,Niezapominajka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9995627,,,,Niezapominajka,,,,Mo-Fr 08:00-20:00; Sa 08:00-16:00; Su closed,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,50.0951816,,yes,,,,,,,,
,,,,,3,,PL,,,,Piastowska,,,Nova,,,58-130,,,,,,,,,,,,,,,,,,Dolny Śląsk,,,,,,,Żarów,,,,,16.4924261,,,,,,,,,,,,,,,Żarów,,,,,,yes,,,pharmacy,,,,,świdnicki,,,,,,,,50.9357194,,commercial,,,,yes,Osiedle Piastów,,,PL
,,,,,2B,,,,,,Ogrodowa,,,Nova Apteka,,,86-022,,,,,,,,,,,,,14834,,,,,,,,0084356,,,,Dobrcz,,,,,18.1447508,,,,Nova,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,53.2659542,,yes,,,,,,,,
,,,,,,,,,,,,,,Novum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4332016,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,54.1580435,,yes,,,,,,,pharmacy,
,,,,,32A,,,,,,Poznańska,,,Obok Przychodni,,,62-035,,,,,,,,,,,,,,,aptekaobokprzychodni@wp.pl,,,,,,0970922,,,,Kórnik,,,,,17.0846776,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-14:00; Su off,,,,,,,,+48 61 893 72 89,,,,,yes,,,pharmacy,,,,,,,,,EMUiA (kornik.e-mapa.net),,,,52.2511992,,yes,,,,,,,,
,,,,,33,,,,,,Legionów,,,Officina Sanitatis 2000,,,62-800,,,,,,,,,,,,,,,,,,,,,,,,,Kalisz,,,,,18.0783007,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,51.7510039,,yes,,,,,,,,
,,,,,17A,,,Urząd Miasta Elbląg,,,Stanisława Wyspiańskiego,,,Ojca Klimuszki,,,82-300,,,,,,,,,,,,,,,,,,,,,,,,,Elbląg,,,,,19.4135460,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,54.1583326,,yes,,,,,,,pharmacy,
,,,,,11,,,,,,Bieszczadzka,,,Omega,,,38-524,,,,,,,,,,,,,,,,,,,,,,,,,Besko,,,,,21.9579783,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,49.5864426,,yes,,,,,,,pharmacy,
,,,,,2e,,,,,,Spółdzielcza,,,Osiedlowa,,,87-700,,,,,,,,,,,,,20696,,,,,,,,0985384,,,,Aleksandrów Kujawski,,,,,18.7009137,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,maleksandrowkujawski.e-mapa.net,,,,52.8766933,,yes,,,,,,,,
,,,,,,,,http://sdi.opolskie.pl/mapa_bazowa/request.aspx,,,,,,Otmuchowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1724519,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,http://www.rejestrymedyczne.csioz.gov.pl/rejestr-aptek,,4,,,,,,,50.4656689,,apartments,,,,,,,,
,,,,,6b,,,,,,Romualda Traugutta,,,Ośrodek Zdrowia,,,,,,,,,,,,,,,,22965,,,,,,,,0983824,,"geoportal.gov.pl, GPS",,Boguszów-Gorce,,,,,16.1692795,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,boguszowgorce.e-mapa.net,,,,50.7641791,,yes,,,,,,,pharmacy,
,,,,,1,,,,,,Stolarska,,,Ośrodek zdrowia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wola Filipowska,,,,,19.5863996,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,UM w Krzeszowicach,,,,50.1331445,,yes,,,,,,,,
,,,,,11,,,,,,Jana Pawła II,,,Panaceum,,,64-530,,,,,,,,,,,,,,,,,,,,,0584567,,,,Kaźmierz,,,,,16.5852945,,,,,,,,,,,,,,,,+48 61 291 76 92,,,,,yes,,,pharmacy,,,,,,,,,,,,,52.5128120,,yes,,,,,,,,
,,,,,52c,,,,,,Cmentarna,,,Panaceum,,,39-200,,,,,,,,,,,,,,,,,,,,,,,,,Dębica,,,,,21.4268033,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,EMUiA (emuia.gugik.gov.pl),,,,50.0561099,,yes,,,,,,,,
,,,,,22,,,,,,Syriusza,,,Panaceum,,,80-299,,,,,,,,,,,,,,,,,,,,,,,,,Gdańsk,,,,,18.4809635,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,Urząd Miasta Gdańsk,,,,54.4262234,,yes,,,,,,,,PL
,,,,,,,,https://www.osoz.pl/,,,,,,Parafarm,,,,,,,,,,,,,,,,,,apteka.parafarm@op.pl,,,,,,,,,,,,,,,21.1889348,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-14:00,,,,,,,,+48 22 615 64 39,,,,,,,,pharmacy,,,,,,,,,,,,,52.1833504,,yes,,,,,,,,
,,,,,,,,,,,,,,Pharmacja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3311045,,,,,,,,,,,,,,,,61 287 34 39,,,,,,,,pharmacy,,,,,,,,,,,,,52.0637165,,yes,,,,,,,,
,,,,,1A,,,,,,Kazimierza Wielkiego,,,Pini Plus,,,62-510,,,,,,,,,,,,,,,,,,,,,,,,,Konin,,,,,18.2077515,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,52.2324511,,yes,,,,,,,,
,,,,,9,,,,,,Rynek,,,Pod Arkadami,,,59-400,,,,,,,,,,,,,,,,,,,,,,,,,Jawor,,,,,16.1926900,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,51.0504690,,house,,,,,,,pharmacy,
,,,,,24,,,,,,Tadeusza Kościuszki,,,Pod Gołębiami,,,59-610,,,,,,,,,,,,,09582,,,,,,,,0936500,,"geoportal.gov.pl, GPS",,Wleń,,,,,15.6766242,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,wlen.e-mapa.net,,,,51.0171652,,yes,,,,,,,,
,,,,,19c,,,,,,Kolejowa,,,Pod Gryfem,,,59-620,,,,,,,,,,,,,08828,,,,,,,,0936003,,"geoportal.gov.pl, GPS",,Gryfów Śląski,,,,,15.4198917,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,emuia.gugik.gov.pl,,,,51.0322837,,yes,,,,,,,pharmacy,
,,,,,,,,,,,,,,Pod Kasztanem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8363392,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,52.5433454,,yes,,,,,,,,
,,,,,14,,,,,,Fryderyka Chopina,,,Pod Konwalią,,,87-700,,,,,,,,,,,,,,,,,,,,,,,,,Aleksandrów Kujawski,,,,,18.6919900,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,52.8761675,,yes,,,,,,,,
,,,,,48,,,,,,Grochowska,,,Pod Koroną,,,,,,,,,,,,,,,,,,,,,,,,,,Geopoz: Ewidencja gruntow i budynkow,,Poznań,,,,,16.8762272,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,EMUiA (emuia.geoportal.gov.pl),,,,52.4008920,,yes,,,,,,,,
,,,,,7,,,,,,Stefana Żeromskiego,,,Pod Lipami,,,58-160,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,Świebodzice,,,,,16.3207887,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-15:00,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,50.8599820,,commercial,,,,,,,,PL
,,,,,1,,,,,,Rynek,,,Pod Lipami,,,13-340,,yes,,,yes,,,,,yes,,,,,,,,,,,,,,,Biskupiec,,,,,19.3512235,,,,DobekHD,,,,8:00-18:00,,,,,https://www.facebook.com/Apteka-Pod-Lipami-1741229676151554/,,,732777737,,,,,yes,,,pharmacy,,,,,,,,,,,,yes,53.5009776,yes,yes,,,,,,,,
,,,,,19,,,,,,Rynek,,,Pod Niedźwiedziem,,,83-400,,,,,,,,,,,,,19253,,,,,,,,0934553,,,,Kościerzyna,,,,,17.9780822,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,mkoscierzyna.e-mapa.net,,,,54.1216091,,yes,,,,,,,pharmacy,PL
,,,,,,,,,,,,,,Pod Orłem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4895305,,,,,,,,,,,,,,,,+48 52 302 30 64,,,,,yes,,,pharmacy,,,,,,,,,,,,,52.7548974,,,,,,,,,pharmacy,
,,,,,11,,,,,,Rynek,,,Pod Orłem,,,56-400,,,,,,,,,,,,,,,,,,,,,,,"geoportal.gov.pl, GPS",,Oleśnica,,,,,17.3801893,,,,,,,,,,,,,,,,713982217,,,,,,,,pharmacy,,,,,,,,,molesnica.e-mapa.net,,,,51.2095661,,yes,,,,,,,pharmacy,PL
,,,,,2,,,,,,Mariana Pisarka,,,Pod Różą,,,39-300,,,,,,,,,,,,,,,,,,,,,,,,,Mielec,,,,,21.4236855,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-15:00,,,,,,,,,,,,,,,,pharmacy,,,,,,1,,,EMUiA (emuia.gugik.gov.pl),,,,50.2939637,,retail,,,,,,,,
