shop,seasonal,healthcare:speciality,building:part,postal_code,rooms,educamadrid:codigo_postal,name:ca,addr:housenumber,educamadrid:transporte,ele,source,emergency_telephone_code,educamadrid:cod_centro,contact:website,fax,short_name,sorting_name,material,educamadrid:nombre_via,wheelchair:description,addr:street,colour,fixme,name:en,contact:fax,name,designation,addr:postcode,roof:material,roof:orientation,educamadrid:horario_amp,name:eu,name:es,internet_access,name:ar,educamadrid:url,parking,loc_name,phone_1,wikipedia,educamadrid:comedor,ine:municipio,access,religion,ref,email,highway,barrier,contact:email,addr:province,denomination,educamadrid:numero_portal,ref:cadastre:building,roof:shape,emergency,b5m:urlOrto,addr:city,b5m:id,supervised,military,toilets:wheelchair,educamadrid:telefono,health_facility:type,wall,lon,educamadrid:bilingue,roof:colour,layer,height,indoor:level,educamadrid:tipo,alt_name,operator,fee,area,opening_hours,contact:phone,addr:housename,stars,catastro:ref,educamadrid:publico_bilingue,start_date,website,addr:unit,lanes,nohousenumber,source:date,phone,construction,old_name,name:zh,abandoned:building,source:url,landuse,roof:levels,amenity,educamadrid:municipio,operator:type,addr:hamlet,official_name,wikidata,addr:neighbourhood,medical_system:western,building:levels:underground,building:levels,note,b5m:url,description,building:material,fence_type,educamadrid:fax,source:date:pnoa,lat,local_code,building,building:colour,addr:city:es,url,wheelchair,addr:place,name:gl,educamadrid:tipo_via,healthcare,addr:country
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-1.1065399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3334846,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Hospital ""Capio Santa Justa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7954670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.9730681,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,Ronda Norte,,,,,"Hospital ""Juan Ramón Jiménez""",,21005,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Huelva,,,,,,,,-6.9276097,,,,,,,,Junta de Andalucía,,,,,Juan Ramón Jiménez,,,,,,,,yes,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.2808610,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Hospital ""Siberia-Serena""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2253643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.0308078,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Alta Resolución de Loja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1552795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.1713323,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Alto Guadalquivir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andújar,,,,,,,,-4.0323867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.0408348,,,,,,,,,,hospital,
,,,,,,,,10,,,,,,,,,,,,,Calle del General López Pozas,,,,,Hospital Ambulatorio Virgen del Mar,,28036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madrid,,,,,,office,,-3.6852358,,,,,,,,,,,Mo-Fr 08:00-22:00,,,,,,,https://www.hospitalvirgendelmar.es/pacientes-consultas-externas,,,,,+34 91 353 95 00,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4646300,,yes,,,,,,,,hospital,
,,,,,,,,12,,,,,,,,,,,,,Calle San Clemente,,,,,Hospital Arnau de Vilanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4031758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4915247,,,,,,,,,,hospital,
,,,,,,,,,,,Esri,,,,,,,,,,Avenida Residencia,,,,,Hospital Arquitecto Marcide,,15405,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Ferrol,,,,,,,,-8.2168375,,,1,,,,,,,,,,,,,,,,,,,,+34 981334000,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.5102356,,yes,,,,,,,,hospital,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Beata María Ana,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,-3.6669305,,,,,,,,Hermanas Hospitalarias,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4183115,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Avenida de Pablo Iglesias,,,,,Hospital Begoña,,33204,,,,,,,,,,,,,,Gijón/Xixón,,,,,,,,,,,,,,,Gijon,,,,,,,,-5.6479800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.5348119,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,Avenida Hospital,,,,,Hospital Campo Arañuelo,,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navalmoral de la Mata,,,,,,,,-5.5606487,,,,,,,,Servicio Extremeño de Salud,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.8886425,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Campoo Los Valles,,,,,,,,,,,,,,es:Hospital Tres Mares,,,,,,,,,,,,,,,,,,,,,,,,,-4.1321523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.0066710,,yes,,,,,,,,,
,,,,,,,,,,,ideib WMS layer (see wiki),,,,,,,,,,,,,,,Hospital Can Misses,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4184821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.9169854,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Cardiovascular de San Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5303559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.4017586,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Carlos III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6973684,,,,,,,,Comunidad de Madrid.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q18200522,,,,,,,,,,,,40.4754216,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Casa Blanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2631856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.1213992,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Casa Maternitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2.1229266,,,,,,,,,,,,,Pavelló Blau,,,,,,,,,,,,,,,,,,hospital,,,,,,,,1,6,,,,,,,,41.3850391,,hospital,,,,,,,,,
,,,,,,,,22,,,,,,,,,,,,,Avenida de la Reina Victoria,,,,,Hospital Central de la Cruz Roja San José y Santa Adela,,28003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madrid,,,,,,,,-3.7069435,,,,,,,,Servicio Madrileño de Salud,,,,,,,,,,,,,,,,,,,,,,,hospital,,public,,,,,,,,,,,,,,,40.4472057,,,,,,,,,,hospital,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Central de la Defensa Gómez Ulla.,,,,,,,,,,,,,,es:Hospital Central de la Defensa Gómez Ulla,,,,,,,,,,,,,,,,,,,,hospital,,,,,-3.7447107,,,,,,,,Ministerio de Defensa.,,,,,,,,,,,,,,,,,,,,,military,,hospital,,,,,Q5902561,,,,,,,,,,,,40.3885363,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Centro Médico Acuario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0017234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.8230289,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Ciudad de Coria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-6.5426750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.9903825,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,Plaza del Hospital Civil,,,,,Hospital Civil,,29009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4345111,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.7279442,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Clinic Balear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7402371,,,,,,,,,,,,,,,,,,http://www.clinicbalear.com/hospital.php?id=7,,,,,+34 971443030,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4906903,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Clínic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2.1524100,,,,,,,,,,,,,,,,,,https://www.hospitalclinic.org/,,,,,,,,,,,,,hospital,,,,,Q2371388,,,,,,,,,,,,41.3888263,,yes,,,,,,,,,
,,,,,,,,8,,,,,,,,,,,,,Avinguda d'Alfonso Puchades,,,,,Hospital Clínica Benidorm,,03501,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Benidorm,,,,,,,,-0.1293041,,,,,,,,,,,,,,,,,,https://www.clinicabenidorm.com/,,,,,+34 965 85 38 50,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.5432766,,yes,,,,,,,,,
,,,,,,,,182,,,,,,,,,,,,,Paseo de San Vicente,,,,,Hospital Clínico Universitario,,37007,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Salamanca,,,,,,,,-5.6753893,,,,,,,,,,,,,,,,,,https://www.saludcastillayleon.es/CASalamanca/es/hospital-clinico,,,,,+34 923 291 100,,,,,,,,hospital,,,,,,,,,7,,,,,,,,40.9640108,,hospital,,,,,,,,,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Clínico Universitario Lozano Blesa,,,,,,,,,,,,El Clínico,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9027808,,,,,,,,,,,,,,,,,,http://www.hcuz.es/web/guest,,,,,,,,,,,,,hospital,,,,,Q5902581,,,,,,,,,,,,41.6438842,,yes,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,University Hospital Virgen de la Arrixaca,,Hospital Clínico Universitario Virgen de la Arrixaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-1.1641352,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.9302204,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Clínico Universitario Virgen de la Victoria,Hospital Universitario Virgen de la Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Málaga,,,,,,,,-4.4791055,,,,,,,,,,,,,,,,,,http://www.huv.es,,,,,+34 951 03 20 00,,,,,,,,hospital,,,,,Q5902584,,,,,,,,,,,,36.7194147,,,,,,,,,,hospital,
,,general;paediatrics;orthopaedics;surgery;ophthalmology;emergency;gynaecology;oncology;radiology;dermatology;cardiology;physiatry;maternity;internal;otolaryngology;osteopathy,,,,,,3,,,,,,,,,,,,,Calle Real de Burgos,,,,,Hospital Clínico Universitario de Valladolid,,47003,,,,,,no,,,,,,es:Hospital Clínico Universitario de Valladolid,,,,,,,,,,,,,,,yes,,Valladolid,,,,,,,,-4.7171031,,,,,,,,SACyL,,,,,,,,,,https://www.saludcastillayleon.es/HCUValladolid/es,,,,,,,,,,,,,hospital,,public,,,Q5902588,,,,,,,,,,,,41.6557982,,,,,,yes,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Melilla,,,,,,,,-2.9482513,,,,,,,Hospital Comarcal de Melilla,,,yes,,,,,,,1988,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,35.2861272,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Hospital Comarcal ""Valle de los Pedroches""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8502336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.3833934,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal Del Alto Deba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4821923,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,43.0628475,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal Sant Jaume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2.6567306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.6156937,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal Santiago Apóstol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9903591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.6689262,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal Vega Baja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.8539921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.0867509,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal Virgen de las Montañas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.6500144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.8630926,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal d'Igualada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6202337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.5894328,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Camí vell de Llubí,,,,,Hospital Comarcal d'Inca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2.9197169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q388490,,,,,,,,,,,,39.7153837,,,,,,yes,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,Lugar Salmón,,,,,Hospital Comarcal da Barbanza,,15993,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Ribeira,,,,,,,,-8.9998163,,,,,,,,,,,,,,,,,,,,,,,+34 981835985,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.5943260,,yes,,,,,,,,,ES
,,,,,,,,,,,,,,,,,,,,,Avenida Muñoz Rojas,,,,,Hospital Comarcal de Antequera,,29200,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Antequera,,,,,,,,-4.5265195,,,,,,,,,,,,,Hospital Comarcal de Antequera,,,,,http://www.juntadeandalucia.es/servicioandaluzdesalud/hantequera,,,,,+34 951 061 600,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.0298039,,,,,,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal de La Axarquía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0908017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.7511473,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal de Móra d'Ebre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6385737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.0950500,,yes,,,,,,,,,
,,,,,,,,23,,,,,,,,,,,,,Carrer de Sant Josep,,,,,Hospital Comarcal de Sant Antoni Abat,,08800,,,,,,,,,,,,,,,,,,gerencia@fhcsaa.net,,,,,,,,,,,,,,,,,,,1.7233115,,,,,,,,,,,,,,,,,,www.fhcsaa.cat/,,,,,+34 938931616,,,,,,,,hospital,,,,,,,,,,,,,,,,,41.2293056,,,,,,,,,,,
,,,,,,,,50,,,,,,,,,,,,,Avenida Conde de Fenosa,,,,,Hospital Comarcal de Valdeorras,,32300,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Barco de Valdeorras,,,,,,,,-6.9917452,,,,,,,,Servicio Galego de Saúde,,,,,,,,,,,,,,,+34 988339000,,,,,,,,hospital,,,,,,,,,2,,,,,,,,42.4172417,,public,,,,,,,,,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal de la Línea de la Concepción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-5.3542044,,,,,,,Hospital de La Línea,Servicio Andaluz de Salud,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.1750583,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal de la Marina Baixa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.1983847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.5307318,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal de la Merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-5.0956803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.2314356,,,,,,limited,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal del Noroeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8675687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,38.1043396,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Comarcal do Salnés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-8.7257024,,,,,,,,,,,,,,,,,,,,,,,+34 986568000,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.5747694,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Divino Valles,,,,,,,Hospital Divino Valles,,,,,,,es:Hospital Divino Valles,,,,,,,,,,,,,,,,,,,,,,,,,-3.6919497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q5902611,,,,,,,,,,,,42.3606981,,yes,,,,,,,,,
,,,,,,,,1,,,,,,,,Hospital Dr. Gálvez,,,,,Calle San Agustín,,,,,Hospital Doctor Gálvez,,29015,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Málaga,,,,,,,,-4.4194864,,,,,,,Hospital Gálvez,,,,,,,,,,,http://www.hospitalgalvez.com,,,,,+24 952224295,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.7210957,,yes,,,,yes,,,,,ES
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Doctor Moliner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,-0.4737137,,,,,,,Hospital Dr. Moliner,Generalitat Valenciana,,,,,,,,,,,,,,,,,,,,,,,hospital,,public,,,,,,,,,,,,,,,39.6555649,,,,,,,,,,,
,,,,,,,,,,,,,,,+34 924 38 68 01,,,,,,Avenida de las Vegas Altas,,,,,Hospital Don Benito-Villanueva de la Serena,,06400,,,,,,,,,,,,,,,,,,gerent.hdbv@ses.juntaex.es,,,,,,,,,yes,,Don Benito,,,,,,,,-5.8281772,,,,,,,,Servicio Extremeño de Salud-SES,,,,,,,,,,,,,,,+34 924 38 68 00,,,,,,,,hospital,,public,,,,,,,,,,,,,,,38.9637476,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Doña Blasa. Residencia de Ancianos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9111966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.0433278,,,,,,,,,,,
,,,,,,,Hospital Dr. Josep Trueta,,,,Ajuntament de Girona,,,,,,,,,,Avinguda de França,,,,,Hospital Dr. Josep Trueta,,17007,,,,,,,,,,,,ca:Hospital Universitari de Girona Dr. Josep Trueta,,,,,,,,,,,,,,,yes,,Girona,,,,,,,,2.8197050,,,,,,,,,,,,,,,,,,http://icsgirona.cat,,,yes,,,,,,,,,,hospital,,public,,,,,,,,,,,,,,,41.9982129,7288,hospital,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Dr. Rodríguez Lafora (Psiquiátrico),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6930275,,,,,,,,Comunidad de Madrid,,,,,,,,,,http://www.madrid.org/cs/Satellite?pagename=HospitalRodriguezLafora/Page/HLAF_home&c=Page&site=HospitalRodriguezLafora,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.5326892,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital El Bierzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.6446671,,,,,,,,Junta de Castilla y León - Consejería de Sanidad,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.5738813,,,,,,,,,,hospital,
,,,,,,,,,,,GRAFCAN OrtoExpress Urbana 2009,,,,,,,,,,,,,,,Hospital Febles Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.2685366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.4694273,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Fundación Alcorcón.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8368247,,,,,,,,Comunidad de Madrid.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.3514612,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Fundación Jiménez Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7183897,,,,,,,,Quirón Salud,,,,,,,,,,http://www.fjd.es/,,,,,,,,,,,,,hospital,,,,,Q10946560,,,,,,,,,,,,40.4397483,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Fátima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9880924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.3684559,,yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital García Orcoyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-2.0382588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,42.6841290,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-1.0897334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4877633,,yes,,,,,,,,hospital,
,,,,,,,,,,,ideib WMS,,,,,,,,,,Plaça de l'Hospital,,,,,Hospital General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6464516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,This is a approximate contourn. The antich casque have touching buildings,,,,,,,39.5744720,,yes,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General Jose Molina Orosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.5677038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,28.9751009,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Avenida Enrique Martin Cuevas,,,,,Hospital General Santa Ana,,18600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motril,,,,,,,,-3.5203116,,,,,,,,,,,,,,,,,,,,,,,+34 958 03 82 00,,,,,,,,hospital,,,,,,,,,,,,,,,,,36.7556933,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,Avenida de las Tres Cruces,,,,,Hospital General Universitari,,,,,,,Hospital General Universitario,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.4064932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,39.4694036,,,,,,,,,,hospital,
,,,,,,,Hospital General Universitari d'Elx,,,,,,,,,,,,,Los ascensores tienen los pulsadores tan altos que no se pueden utilizar para la mitad de pisos. Los pacientes ingresados no disponen de cuarto de baño accesible. Los pacientes de consultas externas no disponen de una balanza para saber cuál es su peso c,,,,,,Hospital General Universitari d'Elx,,,,,,,Hospital General Universitario de Elche,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.6844712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q5902659,,,,,,,,,,,,38.2594241,,,,,,no,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Hospital General Universitario ""Reina Sofía""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-1.1198154,,,,,,,,SMS - Servicio Murciano de Salud,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,Q5902867,,,,,,,,,,,,37.9835265,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General Universitario Gregorio Marañón.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-3.6730115,,,,,,,,Comunidad de Madrid.,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,40.4182536,,,,,,,,,,,
,,,,,,,,54,,,,,,,,,,,,,Paraje Torre Octavio,,,,,Hospital General Universitario Los Arcos del Mar Menor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,-0.8625417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.8211351,,,,,,,,,,hospital,
,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital General Universitario Morales Meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1295895,,,,,,,,Servicio Murciano de Salud,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,37.9937884,,,,,,,,,,,
