shop,office,healthcare:speciality,building:part,payment:debit_cards,postal_code,private_treatment,smoking,addr:housenumber,source:addr:housenumber,description,addr:state,addr:terrace,source,ref:NPLG:UPRN:1,opening_hours:url,addr:village,building:color,fax,roof:colour,source:amenity,contact:facebook,former_amenity,height,wheelchair:description,addr:street,source:name,fixme,name:en,contact:fax,addr:city,designation,payment:cash,addr:postcode,roof:material,level,payment:credit_cards,payment:contactless,HE_ref,roof:orientation,source:footprint,payment:mastercard,addr:flats,amenity_1,cqc:location:id,payment:american_express,building_name,building:start_date,access,payment:cheque,check_date,email,contact:email,addr:province,roof:shape,building:use,contact:twitter,last_check,nhs_treatment,source:geometry,source:building,roof:direction,source:listed_status,old_website,diet:vegetarian,source:location,lon,contact:website,survey:date,layer,source:area,long_name,alt_name,nhs,source_1,operator,fee,source:building:start_date,wheelchair:description:en,area,opening_hours,contact:phone,addr:housename,name,heritage,website,addr:unit,source:height,listed_status,source:listed,phone,dentist,old_name,source:outline,opening_hours:signed,architect,dispensing,cqc:location_id,landuse,wheelchair,amenity,source:shape,building:flats,addr:suburb,building:min_level,lat,building:level,wikidata,source:postcode,addr:town,emergency,building:levels,image,website2,note,FIXME,source:addr,building:material,payment:visa,toilets,addr:county,source:addr:postcode,toilets:wheelchair,old_shop,building,building:colour,name:gd,url,roof:levels,addr:place,uri,healthcare,telephone,addr:country,heritage:operator
,,,,,,,,77C,,,,,survey,,,,,,,,,,,,High Street,,,,,Nottingham,,,NG5 7DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1293728,,,,,,,,,,,,,,,,,The Arnold Dental Centre,,http://www.thearnolddentalcentre.co.uk/,,,,,,,,,,,,,,,dentist,,,,,53.0040405,,,,,,,,,,,CQC open data,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,47,,,,,,,,,,,,,,,,,The Avenue,,,,,Southampton,,,SO17 1XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4040302,,,,,,,,,,,,,,,,,The Avenue Dental Practice,,https://www.healthwatchsouthampton.co.uk/services/avenue-dental-practice-limited-southampton-so17-1xp/,,,,,,,,,,,,,,,dentist,,,,,50.9198661,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,14,,,,,,,,,,,,,,,,,Milnthorpe Road,,,,,Kendal,,,LA9 5AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7452970,,,,,,,,,,,,,,,,,The Bridge Dental Practice,,https://www.nhs.uk/Services/dentists/Overview/DefaultView.aspx?id=21601,,,,,+44 1539 721730,,,,,,,,,,dentist,,,,,54.3203163,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,173,,,,,survey,,,,,,,,,,,,Loughborough Road,,,,,,,,NG2 7JS,,,,,,,,,,,1-220668949,,,,,,,,,,,,,,,,,,,,,,-1.1376149,,,,,,,,,,,,,,,,,The Campbell Clinic,,,,,,,,,,,,,,,,,dentist,,,,,52.9255207,,,,,,,,,,,CQC Open Data,,,,,,,,yes,,,,,,,,,,
,,,,,,,,14,,,,,Bing;survey,,,,,,,,,,,,North Walk,,,,,Salisbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7940124,,,,,,,,,,,,,,,,,The Cathedral Close Dental Practice,,https://www.cathedralclosedental.com/,,,,,,,,,,,,,,,dentist,,,,,51.0658460,,,,,,2,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Newbury Street,,,,,Wantage,,,OX12 8DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4259623,,,,,,,,,,,,,,,,Wantage House Dental Care,The Chapel,,,,,,,,,,,,,,,,,dentist,,,,,51.5867240,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,61,,,,,,,,,,,,,,,,,Perrymount Road,,,,,Haywards Heath,,,RH16 3BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1035591,,,,,,,,,,,,,,,,,The Clinic,,http://theclinicdentalfacial.com/,,,,,,,,,,,,,,yes,dentist,,,,,51.0049745,,,,,,1,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,Bing;photograph,,,,,,,,,,,,High Street,,,,,Harrow,,,HA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3357060,,,,,,,,,,,,,,,,,The Clock Tower Dental Practice,,http://www.clocktowerdental.co.uk/,,,,,+44 20 84271627,,,,,,,,,,dentist,,,Wealdstone,,51.5970817,,,,,,2,,,,,,,,,,,,,apartments,,,,1,,,,,GB,
,,,,,,,,7B,,,,,Isle of Man Government aerial imagery (2001);Bing;Survey,,,,,,,,,,,,Village Walk,,,,,Onchan,,,IM3 4EA,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4556449,,,,,,,,,,,,,,"Mo,Tu,Th,Fr 09:00-13:00; Mo,Tu,Th 14:00-18:00; We 11:00-14:00,15:00-18:00",,,"The Compass, Dental Surgery",,,,,,,+44 1624 622837,,,,,,,,,,dentist,,,,,54.1756461,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,IM,
,,,,,,,,,,,,,OS OpenMap Local,,,,,,,,,,,,Corby Health Complex,,,,,Corby,,,NN17 2UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7124478,,,,,,,,,,,,,,,,,The Cottingham Road Dental Pratice,,,,,,,,,,,,,,,,,dentist,,,,,52.4909634,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,GB,
,,,,,,,,31,,,,,,,,,,,,,,,,,Stone Street,,,,,Cranbrook,,,TN17 3HF,,,,,,,,,,,,,,,,,,contact@cranbrookdentalpractice.co.uk,,,,,,,,,,,,,,,0.5368814,,,,,,,,,,,,,,,,The Cranbrook Dental Practice,The Cranbrook Dental Practice,,http://www.cranbrookdentalpractice.co.uk,,,,,+44 1580715786,,,,,,,,,,dentist,,,,,51.0960300,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,4,,,,,,,,,,,,,,,,,The Crescent,,,,,Taunton,,,TA1 4EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1057830,,,,,,,,,,,,,,,,,The Crescent Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.0135298,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,Chester Road,,,,,,,,WA4 5LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6307801,,,,,,,,,,,,,,,,Daresbury Lodge,The Dental Academy,,,,,,,,,,,,,,,,,dentist,,,,,53.3444949,,,,,,3,,,Dental School,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,75,,,,,,,,,,,,,,,,,Market Street,,,,,Little Lever,,,BL3 1HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3720773,,,,,,,,,,,,,,,,,The Dental Care Centre,,http://www.gentlesmile.co.uk,,,,,+44 1204 796795,,,,,,,,,,dentist,,,,,53.5622072,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8907848,,,,,,,,,,,,,,,,,The Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,50.8026859,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,6,,,,,,,,,,,,,,,,,Brookvale Road,,,,,Southampton,,,SO17 1QL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3950075,,,,,,,,,,,,,,,,,The Dental Group,,https://www.thedentalgroup.co.uk/,,,,,,,,,,,,,,,dentist,,,,,50.9253434,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,83a,,,,,http://www.nhs.uk/Services/dentists/Overview/DefaultView.aspx?id=26665,,,,,,,,,,,,High Street,,,,,Gillingham,,,ME7 1BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5453946,,,,,,,,,,,,,,"Mo-Th 08:00-13:00,14:00-18:00; Fr 08:00-14:00 || ""on appointment""",,,The Dental Health Care Practice,,,,,,,+441634 851061,,,,,,,,,no,dentist,,,,,51.3872851,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,63,,,,,,,,,,,,,,,,,Port Street,,,,,,,,WR11 3LF,,,,,147509,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9383726,,,,,,,,,,,,,,,,,The Dental Practice,,,,,Grade II,English Heritage,,,,,,,,,,,dentist,,,,,52.0906461,,,ONS Open Data,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,1,,,,,local_knowledge,,,,,,,,,,,,Kenilworth Road,,,,,Southampton,,,SO15 2GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4091626,,,,,,,,,,,,,,,,,The Dental Practice,,http://tonikhan.co.uk/,,,,,,,,,,,,,,,dentist,,,,,50.9125569,,,,,,,,,,,,,,,,,,,house,,,,,,,,,GB,
,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,Gateshead,,,NE11 0EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6187368,,,,,,,,,,,,,,"Mo,We 08:30-18:00; Tu 08:30-16:30; Th 08:30-17:30; Fr 08:00-15:00",,,The Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,54.9336562,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,22,,,,,,,,,,,,,,,,,Camden High Street,,,,,,,,NW1 0JH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1388006,,,,,,,,,,,,,,,,,The Dental Practice,,http://www.thedentalpractice.info,,,,,+44 20 7388 6108,,,,,,,,,,dentist,,,,,51.5353029,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,306,,,,,survey,,,,,,,,,,,,Broadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,0.1327903,,,,,,,,,,,,,,,,,The Dental Practice Bexleyheath,,http://www.bexleyheathdental.co.uk,,,,,+44 20 8304 2882,,,,,,,,,,dentist,,,,,51.4585011,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,236,,,,,,,,,,,,,,,,,Bergholt Road,,,,,Colchester,,,CO4 5AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8845134,,,,,,,,,,,,,,,,,The Dental Studio,,https://the-dental-studio.com,,,,,,,,,,,,,,,dentist,,,,,51.9052113,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,
,,,,,,,,12,,,,,,,,,,,,,,,,,Ramsgate Road,,,,,Broadstairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4390846,,,,,,,,,,,,,,,,,The Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,51.3565642,,,,,,,,,,,,,,,,,,,house,,,,,,,dentist,,,
,,,,,,,,15,,,,,,,,,,,,,,,,,The Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6212680,,,,,,,,,,,,,,,,,The Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,51.4554098,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,110,,,,,,,,,,,,,,,,,High Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4368727,,,,,,,,,,,,,,,,,The Denture Clinic,,,,,,,,,,,,,,,,,dentist,,,,,51.3597963,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Beetham Road,,,,,Milnthorpe,,,LA7 7QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7731647,,,,,,,,,,,,,,,,Old Hall,The Denture Studios,,http://www.thedenturestudios.co.uk/,,,,,+44 15395 64770,,,,,,,,,,dentist,,,,,54.2263232,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2529184,,,,,,,,,,,,,,,,,The Dutch Barn Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.3475969,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,27,,,,,Bing,,,,,,,,,,,,Butt Lane,,,,,Maldon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6812906,,,,,,,,,,,,,,,,,The Elms Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.7321459,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,GB,
,,,,,,,,256,,,,,,,,,,,,,,,,,Norcot Road,,,,,Reading,,,RG30 6AD,,,,,,,,,,,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,-1.0171674,,,,,,,,,,,,,,Mo-Fr 08:30-17:30,,,The Elms Dental Practice,,https://www.nhs.uk/Services/dentists/Overview/DefaultView.aspx?id=29722,,,,,+44 118 942 7951,,,,,,,,,no,dentist,,,,,51.4611954,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,Reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS_OpenData_StreetView,,,,,,-0.9191129,,,,,,,,,,,,,,,,,The Evergreen Dental Centre,,,,,,,,,,,,,,,,,dentist,,,,,51.4397517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7809055,,,,,,,,,,,,,,,,,The Forum,,,,,,,,,,,,,,,,,dentist,,,,,53.4112004,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4013420,,,,,,,,,,,,,,,,,The Gables Dental Clinic,,,,,,,,,,,,,,,,,dentist,,,,,53.3308357,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,332,,,,,"survey,Bing",,,,,,,,,,,,Cherry Hinton Road,,,,,Cambridge,,,CB1 8AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1529024,,,,,,,,,,,,,,,,,The Gables Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,52.1865228,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,18,,,,,,,,,,,,,,,,,Cornwall Road,,,,,Dorchester,,,DT1 1RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4423204,,,,,,,,,,,,,,,,The Gardens Dental Practice,The Gardens Dental Practice,,https://www.dorchesterdentist.co.uk,,,,,,,,,,,,,,,dentist,,,,,50.7129813,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,44,,,,,Maxar-Premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0166968,,,,,,,,,,,,,,,,,The Gateway,,,,,,,,,,,,,,,,,dentist,,,,,51.8208754,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,
,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2533171,,,,,,,,,,,,,,,,,The Health Centre Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.3453034,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,9,,,,,,,,,,,,,,,,,Leyton Road,,,,,Harpenden,,,AL5 2HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3562998,,,,,,,,,,,,,,,,,The Hertfordshire Centre for Dentistry,,,,,,,,,,,,,,,,,dentist,,,,,51.8145210,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Newmarket Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7169952,,,,,,,,,,,,,,,,,The Hygenist,,,K1;K2,,,,,,,,,,,,,,dentist,,,,,52.0584076,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,
,,,,,,,,40,,,,,,,,,,,,,,,,,New Town,,,,,,,,TN22 5DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0972341,,,,,,,,,,,,,,,,,The Lodge Dental,,,,,,,+44 1825 763 773,,,,,,,,,,dentist,,,,,50.9656461,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,84,extrapolation;OS map dated 1950,,,,,,,,,,,,,,,,Wilton Road,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1399640,,,,,,,,,,,,,,,,,The London Dental Studio,,https://www.londondentalstudio.co.uk/,,,,,+44 20 7630 0782,,,,,,,,,,dentist,,,,,51.4923964,,,,,,2,,,,,,plaster,,,,,,,retail,white,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1420421,,,,,,,,,,,,,,,,,The London Smile Clinic,,,,,,,,,,,,,,,,,dentist,,,,,51.5210289,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5762464,,,,,,,,,,,,,,,,,The Lyndhurst Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,50.8739217,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3540740,,,,,,,,,,,,,,,,,The Mount Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.6115820,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,39-41,,,,,survey;OS_OpenData_StreetView,,,,,,,,,,,,Peterson Road,,,,,,,,WF1 4DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4903817,,,,,,,,,,,,,,,,,The Mount Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,53.6831203,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,515,,,,,Bing;photograph,,,,,,,,,,,,Old York Road,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1882645,,,,,,,,,,,,,,,,,The Neem Tree,,,,,,,,,,,,,,,,,dentist,,,,,51.4602489,,,,,,2,,,,,,,,,,,,,yes,,,,1,,,,,GB,
,,,,,,,,54,,,,,Bing;photograph,,,,,,,,,,,,Fleet Street,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1085352,,,,,,,,,,,,,,,,,The Neem Tree,,,,,,,,,,,,,,,,,dentist,,,,,51.5141396,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,GB,
,,,,,,,,183a,,,,,,,,,,,,,,,,,Newmarket Road,,,,,Norwich,,,NR4 6AP,,,,,,,,,,,,,,,,,,info@norwichdental.co.uk,,,,,,,,,,,,,,,1.2591099,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,The Newmarket Road Dental Clinic,,http://www.newmarketroaddentalclinic.co.uk/,,,,,+44 1603 505443,,,,,,,,,,dentist,,,,,52.6126774,,,,,,,,,,,,,,,,,,,house,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3448075,,,,,,,,,,,,,,,,,The Orthadontic Practice,,http://www.bracessussex.co.uk,,,,,+441403266017,,,,,,,,,,dentist,,,,,51.0654308,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,26,,,,,Bing;survey,,,,,,,,,,,,Regent Street,,,,,,,,NG1 5BQ,,,,,1254986,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1570749,,,,,,,,,,,,,,,,,The Orthodontic Centre,,http://www.nottinghamortho.co.uk/,,,,,,orthodontist,,,,Robert Charles Sutton,,,,,dentist,,,,,52.9532218,,,ONS,,,,,,,,,,,,,,,,commercial,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Sketty Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9722207,,,,,,,,,,,,,,,,,The Orthodontic Centre Swansea,,,,,,,,,,,,,,,,no,dentist,,,,,51.6177328,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,
,,,,,,,,18,,,,,OS_OpenData_StreetView,,,,,,,,,,,,Royal Scot Road,,,,,Derby,,,DE24 8AJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4466977,,,,,,,,,,,,,,,,,The Park Dental Clinic,,,,,,,,,,,,,,,,,dentist,,,,,52.9099557,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,323,,,,,,,,,,,,,,,,,Upper Richmond Road West,,,,,,,,SW14 8QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2644325,,,,,,,,,,,,,,,,,The Park Dental Clinic,,,,,,,+44 20 8876 5088,,,,,,,,,,dentist,,,,,51.4648385,,,,,,3,,,,,,,,,,,,,retail,,,,,,,,,,
,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7180010,,,,,,,,,,,,,,,,,The Practice Dental Surgery,,,,,,,,,,,,,,,,,dentist,,,,,56.0186820,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,
,,,,,,,,21,,,,,bing,,,,,,,,,,,,Portland Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9173560,,,,,,,,,,,,,,,,,The Priory Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,52.6026987,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,5,,,,,survey; Bing,,,,,,,,,,,,Victoria Embankment,,,,,,,,NG2 2JY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1387777,,,,,,,,,,,,,,,,,The Smile Centre,,http://www.smilecentreonline.com/,,,,,,,,,,,,,,,dentist,,,,,52.9388381,,,ONS,,,,,,,,,,,,,,,,house,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5415862,,,,,,,,,,,,,,,,,The Smile Clinic,,,,,,,,,,,,,,,,,dentist,,,,,53.5971795,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,orthodontics;dentistry;surgery;emergency;dental_implants;teeth_whitening;smile_makeover;Veneers;Crowns;White_fillings,,,,,,5,,"An award-winning dental group with finest dental surgeons to restore your smile, improve your confidence and give you the smile that you have always wanted.",,,,,,,,,,,,,,,Hill Street,,,,,Richmond,,yes,TW9 1SX,,,yes,,,,,,,,,yes,,,,yes,,richmond@thesmilestudios.com,,,,,,,,,,,,,,,-0.3063949,,,,,,,,,Dr Mani Bhardwaj,,,,,Mo-Fr 08:30-18:00; Sa 08:30-16:00,,,The Smile Studios: Richmond,,https://www.thesmilestudios.co.uk/dentist/richmond-dentist-about.php,,,,,+44 20 8332 6833,,,,,,,,,no,dentist,,,,,51.4594214,,,,,,3,,,,,,,yes,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,28,,,,,,2465195114,,,,,,,,,,,Narborough Road,,,,,Leicester,,,LE3 0BQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1479838,,,,,,,,,,,,,,,,,The Smile and Implant Centre,,,,,,,,,,,,,,,,,dentist,,,,,52.6300741,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,25,,,,,sas;survey,,,,,,,,,,,,Monument Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4558677,,,,,,,,,,,,,,,,,The Specialist Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.3731257,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,GB,
,,,,,,,,,,,,,,,,,,,,,,,,,Neath Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5532077,,,,,,,,,Bupa,,,,,,,,The St George Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.4632564,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8625132,,,,,,,,,,,,,,,,,The Staffordshire Clinic,,,,,,,,,,,,,,,,,dentist,,,,,52.9001918,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Whittlesey Road,,,,,Peterborough,,,PE2 8RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2258741,,,,,,,,,,,,,,,,,The Stanground Surgery,,,,,,,,,,,,,,,,,dentist,,,,,52.5514527,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Lynchford Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7310616,,,,,,,,,,,,,,,,,The Station Dental Clinic,,,,,,,,,,,,,,,,,dentist,,,,,51.2757723,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3345579,,,,,,,,,,,,,,,,,The Talbot Clinic,,talbotclinic.co.uk/,,,,,,,,,,,,,,,dentist,,,,,51.3916696,,,,,,,,,,,,,,,,,,,yes,,,,,,,dentist,,,
,,,,,,,,137A,,,,,,,,,,,,,,,,,Tamworth Road,,,,,,,,NG10 1BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2749798,,,,,,,,,,,,,,,,,The Tamworth Road Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,52.8941911,,,,,,,,,,,,,,,,CQC open data,,,chapel,,,,,,,,,,
,,,,,,,,12,,,,,,,,,,,,,,,,,St Botolphs Street,,,,,Colchester,,,CO2 7DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9033604,,,,,,,,,,,,,,,,,The Toothplace,,,,,,,,,,,,,,,,,dentist,,,,,51.8872866,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,,,,,,,,157,,,,,,,,,,,dark_grey,,,,,,Mare Street,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0566442,,,,,,,,,,,,,,,,,The Triangle Dental Practice,,,,,,,,,,,,,,,,,dentist,,,,,51.5394796,,,,,,3,,,,,,brick,,,,,,,retail,brown,,,,,,,,,
