health_facility:type,office,healthcare:speciality,indoor,social_facility,payment:cash,postal_code,ref:FR:FINESS,is_in,addr:housenumber,emergency,source,opening_hours:signed,fax,source:amenity,government,ref:FR:SIREN,ref:FR:SIRET,source:FINESS,addr:street,bmo:type,source:name,contact:fax,name,level,type:FR:FINESS,addr:postcode,payment:credit_cards,source:geometry:date,internet_access,amenity_1,amenity_2,source:architect,network,operational_status,payment:cheque,ref,email,barrier,contact:email,roof:shape,description1,healthcare:speciality_1,healthcare:speciality_2,source:geometry,addr:city,wall,lon,contact:website,roof:colour,layer,height,alt_name,source_1,operator,area,opening_hours,contact:phone,addr:housename,source:boundary,start_date,website,contact:housenumber,source:date,phone,old_name,name:oc,room,architect,landuse,wheelchair,source:ref:FR:FINESS,amenity,operator:type,official_name,short_name,building:levels,note,operator:wikipedia,contact:street,FIXME,description,building:material,lat,building,roof:levels,addr:place,healthcare,addr:country,operator:wikidata
,,,,,,,,,,,,,,,,,,,,,,,Korian Les Horizons,,,,,,,,,,,,,,,,,,,,,,,,-0.4519524,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,44.7468536,,,,,,
,,,,,,,,,1,,,,,,,,,,Rue du Docteur Louis Bergouignan,,,,La Clinique Bergouignan,,,27000,,,,,,,,,,,,,,,,,,,Évreux,,1.1451965,,,,,,,,,,,,,,http://clinique-evreux-hospitalisation-eure-cardiologie-27.com/,,,+33 2 32 31 45 25,,,,,,,,clinic,,,,,,,,,,,49.0196740,,,,,,
,,,,,,,750300139,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,survey,,,,,,,,,La Clinique de l'Alma,,365,,,,,,,survey,,,,,,,,,,,,,,,2.3055713,,,,,,,,,,,,,,https://clinique-alma.com/,,,,,,,J. Blanc,,,data.gouv.fr:Ministère des Affaires sociales et de la Santé - 05/2014,clinic,,,,9,,,,,,,48.8614469,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,La Mosaique,,,,,,,,,,,,,,,,,,,,,,,,6.5010627,,,,,,,,,,,,,,,,,,,,,,,official,,clinic,,,,,,,,,,,47.6909716,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,La Vannerie,,,,,,,,,,,,,,,,,,,,,,,,-1.7552607,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.5136615,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Laboratoire Analyse Médicale,,,,,,,,,,,,,,,,,,,,,,,,-1.8174632,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.9986143,yes,,,clinic,,
,,,,,,,,,47,,,,,,,,,,Rue de la Liberté,,,,Laboratoire Lepers Saint-Martin Biologie,,,,,,,,,,,,,,,,,,,,,,,,-63.0867166,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,18.0659590,yes,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Laboratoire d'Analyses Médicales,,,,,,,,,,,,,,,,,,,,,,,,-0.1032952,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.2791379,yes,,,yes,,
,,,,,,,,,106,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,Rue Léon Gambetta,,,,Laboratoire d'Analyses Médicales,,,14150,,,,,,,,,,,,,,,,,,,Ouistreham,,-0.2602660,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.2833490,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Laboratoire d'Analyses Médicales,,,,,,,,,,,,,,,,,,,,,,,,2.4989095,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.8167015,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Laboratoire d'analyses,,,,,,,,,,,,,,,,,,,,,,,,4.2364360,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,44.4802740,yes,,,,,
,,,,,,,,,,,BMO2009,,,,,,,,Rue Jean Jaurès,D,,,Laboratoire d'analyses Médicales,,,29200,,,,,,,,,,,,,,,,,,,Brest,,-4.4701482,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.4002771,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,Route de Redoute,,,,Laboratoire d'analyses médicales,,,,,,,,,,,,,,,,,,,,,,Fort-de-France,,-61.0608781,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,14.6247608,yes,,,laboratory,,
,,,,,,,,,,,Direction Générale des Finances Publiques - cadastre. Mise à jour : 2012,,,,,,,,,,,,Le Carré Blanc,,,,,,,,,,,,,,,,,flat,,,,,,,7.7060484,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,0,,,,,,,48.6107688,hospital,,,,,
,,osteopathy;kinésithérapie,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Le Moigne Busset,,,,,,,,,,,,,,,,,,,,,,,,0.7369367,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,45.1796143,yes,,,clinic,,
,,,,,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,,,,,,,Les Acacias,,,,,,,,,,,,,,,,,,,,,,,,6.6321719,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,44.9080907,yes,,,clinic,,
,,psychiatry,,,,,,,22,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,Rue Jules César,,,,Les Ateliers du Moulin Vert,,,,,,,,,,,,,,,,,,,,,,,,-2.8718180,,,,,,,Le Moulin Vert,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.5362750,yes,,,,,
,,,,,,,,,4,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2009,,,,,,,,Place du Pont aux Chats,,,,"MGEN, Mutuelle Générale de l'Éducation Nationale",,,67085,,,,,,,,,,,,,,,,,,,,,7.7565099,,,,,,,,,Mo-Fr 07:30-19:30; Sa 07:30-13:30,,,,,https://proximite.mgen.fr/177-centre-medical-et-dentaire-de-strasbourg,,,,,,,,,,,clinic,,,,,,,,,,,48.5809334,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,Maison Medicale,,,,,,,,,,,,,,,,,,,,,,,,3.9054391,,,,,,,,,Mo-Fr 17:00-19:00,,,,,,,,,,,,,,,,clinic,,,,2,,,,,,,44.5906069,retail,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2015,,,,,,,,,,,,Maison Médicale,,,,,,,,,,,,,,,,,,,,,,,,2.2225820,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,45.1339090,yes,,,,,
,,,,,,,,,40,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,Rue des Landes,,,,Maison Médicale,,,49070,,,,,,,,,,,,,,,,,,,Saint-Lambert-la-Potherie,,-0.6834057,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.4826125,yes,,,clinic,,
,,general;psychiatry;infirmiére;podologue;osteopathy;kiné,,,,,,,23,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,Rue Sonneville,,,,Maison Médicale Patrick Halluin,,,59251,,,,,,,,,,,,,,,,,,,Allennes-les-Marais,,2.9542198,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,50.5369785,yes,,,clinic,,
,,,,,,,,,8,,,,+33 3 69 06 07 28,,,,,,Rue François Épailly,,,,Maison Médicale des Deux Rives,,,67000,,,,,,,,,,,,,,,,,,,Strasbourg,,7.7928230,,,,,,,,,,,,,,https://www.imagerie-medicale-rhena.fr,,,+33 3 69 06 07 08,,,,,,,,clinic,,,,,,,,,,,48.5720263,yes,,,clinic,,
,,,,,,,,,37,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2015,,,,,,,,Rue du Général Empain,,,,Maison Médicale des Elfes,,,95570,,,,,,,,,,,,,,,,,,,Bouffémont,,2.3091221,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.0405390,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Maison Médicale du Serval,,,,,,,,,,,,,,,,,,,,,,,,2.5353038,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.1276944,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,Maison de Sante Galenus,,,,,,,,,,,,,,,,,,,,,,,,7.4942718,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.6360303,yes,,,clinic,,
,,,,,,,,,2,,,,,,,,,,Place de la République,,,,Maison de Santé,,,63230,,,wlan,,,,,,,,,,,,,,,,Pontgibaud,,2.8508889,,,,,,,,,"Mo-Fr 08:00-20:00, Sa 08:00-12:00",,,,,https://maison-de-sante-de-pontgibaud.business.site/,,,+33 4 73 78 44 53,,,,,,,,clinic,,,,1,,,,,,,45.8314783,yes,,,,,
,,doctor,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Maison de Santé,,,,,,,,,,,,,,,,,,,nurse,dentist,,,,-0.1146786,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,43.1859594,yes,,,centre_de_santé,,
,,,,,,,,,,,,,,,,,,,Rue de la République,,,,Maison de Santé,,,10190,,,,,,,,,,,,,,,,,,,Estissac,,3.8068264,,,,,,,Troyes Champagne Métropole,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.2674851,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Maison de Santé Caux Estuaire,,,,,,,,,,,,,,,,,,,,,,,,0.3588904,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.5243127,yes,,,,,
,,general;dentistry;psychiatry,,,,,,,6,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2018,,,,,,,,Rue de Romillé,,,,Maison de Santé Claude Rosenzweig,,,,,,,,,,,,,,,,,,,,,,,,-1.7930808,,,,,,,,,,,,,,http://www.mspgeveze.fr,,,,,,,,,,,clinic,,,MSCR,,,,,,,,48.2217204,civic,,,clinic,,
,,,,,,,,,,no,,,,,,,,,,,,,Maison de Santé Le Ryonval,,,,,,,,,,,,,,,,,,,,,,,,2.7681572,,,,,,,UGECAM,,,,,,,http://www.ugecam-nord.fr/etablissements/clinique-le-ryonval,,,,,,,,,,,clinic,,,,,,,,,,,50.3133892,,,,,,
,,general;nurses;physiotherapy;midwife,,,yes,,,,2,,,,+33 5 31 80 99 21,,,,,,Avenue Marie Curie,,,,Maison de Santé pluridisciplinaire de la haute vallée du Thoré,,,81270,yes,,,,,,,,yes,,,,,,,,,,Labastide-Rouairoux,,2.6325389,,,,,,,,,,,,,,,,,+33 5 31 80 99 20,,,,,,yes,,clinic,,,,,,,,,,,43.4749550,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,,,,,Maison de la Santé,,,,,,,,,,,,,,,,,,,,,,,,6.8219330,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.8564520,civic,,,,,
,,,,,,,910006170,,,,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,Maison de la Santé,,,,,,,,,,,,,,,,,,,,,,,,2.1247470,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.6227201,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2019,no,,,,,,,,,,,Maison de santé,,,,,,,,,,,,,,,,,,,,,,,,-2.0891964,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,1,,,,,,,48.0076891,hospital,0,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Maison de santé,,,,,,,,,,,,,,,,,,,,,,,,0.5072246,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,44.2873318,yes,,,clinic,,
,,general,,,,,,,,,,,,,,,,,Rue Léo Desaivre,,,,Maison de santé,,,79410,,,,,,,,,,,,,,,,,,,Échiré,,-0.4199124,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.3888865,yes,,,clinic,,
,,,,,,,,,,,survey,,,,,,,,,,,,Maison de santé Simone Veil,,,,,,,,,,,,,,,,,,,,,,,,4.3401517,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.6238756,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;local knowledge,,,,,,,,,,,,Maison des Services,,,,,,,,,,,,,,,,,,,,,,,,1.8245260,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.4323040,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2018,,,,,,,,,,,,Maison des consultations,,,,,,,,,,,,,,,,,,,,,,,,1.5091294,,,,,,,Groupe Capio,,,,,,,,,,,,,,,,,,clinic,private,,,6,,,,,,,43.5826569,hospital,,,,,
,,general;dental;internal;nurse;dentiste;généralistes;osteopathe;masseur;kinesitherapy,,,,,,,,no,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011;streetlevel_imagery;local_knowledge;gps,,,,,,,,Rue du Barri,,,,Maison médiacle,,,04140,,,,,,,,,,,,,,,,,,,Seyne-les-Alpes,,6.3564384,,,,,,,,,,+33 4 92 35 00 25,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,44.3513212,yes,,,clinic,FR,
,,general;kinésithérapie;mésothérapie;Infirmière,,,,,,,,,Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2017,,,,,,,,,,,,Maison médiale de Jussac,,,,,,,,,,,,,,,,,,,,,,,,2.4242982,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,44.9885537,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,,,,,Maison médicale,,,,,,,,,,,,,,,,,,,,,,,,7.2643700,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.0472310,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Maison médicale,,,,,,,,,,,,,,,,,,,,,,,,0.8557337,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,45.1255863,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Maison médicale,,,,,,,,,,,,,,,,,,,,,,,,0.8559281,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,45.1254870,yes,,,clinic,,
,,,,,,,010005072,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012;Celtipharm - 10/2014,,,,,,,,,,,,Maison médicale,,,,,,,,,,,,,,,,,,,,,,,,5.3339990,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.0492420,yes,,,clinic,,
,,general,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,Maison médicale,,,,,,,,,,,,,,,,,,,,,,,,5.1151980,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.5235670,yes,,,clinic,,
,,,,,,,,,2,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2015,,,,,,,,Rue d'Emendreville,,,,Mathilde II,,,76100,,,,,,,,,,,,,,,,,,,Rouen,,1.0955132,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.4293937,yes,,,,,
,,general;osteopathy,,,,,,,,,,,,,,,,,,,,,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,6.5858215,,,,,,,,,"Mo-Su,PH 09:00-19:00",,,,,,,,+33 6 26 79 87 67,,,,,,yes,,clinic,,,,2,,,,,,,45.2957245,civic,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,Medisud,,,,,,,,,,,,,,,,,,,,,,,,166.4453026,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,-22.3006854,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Médic Center,,,,,,,,,,,,,,,,,,,,,,,,4.8411009,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.7759328,yes,,,,,
,,osteopathy;chiropractic,,,yes,,,,1,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,Rue de Dijon,,,,OSTEOPATHE +33144679218,,,75012,yes,,,,,,,,yes,,osteopremjee@yahoo.fr,,,,,,,,Paris,,2.3853095,,,,,,,PREMJEE Raiz,,Mo-Fr 07:30-20:00 and Sa 09h00-18h00,,,,,http://www.osteopremjee.free.fr,,,+33144679218,,,,,,,,clinic,,,,8,Nous faisons de notre main un véritable outil d'investigation. Cranien / Visceral / Structurel / PCP / Fascia / Grossesse / Nourisson / Enfant / Adulte / Senior / Sportif / Cellulites,,,,,,48.8356164,yes,,,clinic,,
,,,,,,,,,,,GrandNancy Orthophotographie 2016,,,,,,,,,,,,Ortholor Institut de chirurgie orthopédique et de traumatologie sportive,,,,,,,,,,,,,,,,,,,,,,,,6.1378008,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.7032268,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Pole Santé,,,,,,,,,,,,,,,,,,,,,,,,5.0505328,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.3612572,yes,,,clinic,,
,,,,,,,110780228,,,yes,Le ministère des solidarités et de la santé - 03/2019,,+33 4 68 65 49 85,,,,,,,,,,Polyclinique Le Languedoc,,365,,,,,,,,,,,,,,,,,,,,,,3.0258817,,,,,,,Elsan,,,,,,,https://www.elsan.care/fr/polyclinique-languedoc,,,+33 8 26 80 09 00,,,,,,,,clinic,private,,,,,,,,,,43.1822728,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Polyclinique Paofai,,,,,2013,,,,,,operational,,,,,,,,,,Aerial photogrammetry,,,-149.5754008,,,,,,,,,,,,,,,,2017-01-31,,,,,,,yes,,clinic,private,,,,,,,,,hard,-17.5441447,yes,,,clinic,,
,,,,,,,,,2,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,Avenue du Général Charles de Gaulle,,,,Polyclinique Priollet,,,51000,,,,,,,,,,,,,,,,,,,Châlons-en-Champagne,,4.3685388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,48.9503565,hospital,,,,,
,,,,,,,020000360,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Polyclinique Saint-Christophe,,,,,,,,,,,,,,,,,,,,,,,,3.3125059,,,,,,,,,,,,,,,,,,,,,,,yes,,clinic,,,,,,,,,,,49.3777548,yes,,,,,
,,,,,,,890002389,,,yes,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,+33 3 86 52 37 44,,,,,,,,,,Polyclinique Sainte-Marguerite,,365,,,,,,,,,,,,contact@polyclinique-auxerre.fr,,,,,,,,,,3.5649417,,,,,,,C2S,,,,,,,http://www.bourgogne-sante-services.com/,,,+33 3 86 94 49 49,,,,,,,,clinic,private,,,,,,,,,,47.8121417,hospital,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Polyclinique Urbain V,,,,,,,,,,,,,,,,,,,,,,,,4.8431830,,,,,,,,,,,,,,,,,,,,,,healthcare,,,clinic,,,,,,,,,,,43.9443537,,,,clinic,,
,,,,,,,490002037,,,yes,Le ministère des solidarités et de la santé - 03/2019,,,,,,,,,,,,Polyclinique du Parc,,,,,,,,,,,,,,contact@polyclinique-du-parc.net,,,,,,,,,,-0.8985964,,,,,,,,,,,,,,http://www.polyclinique-du-parc.net/,,,,,,,,,,,clinic,private,,,,,,,,,,47.0392773,,,,,,
,,general,,,,,,,,,,,,,,,,,Rue des Rondeys,,,,Pool médical,,,25210,,,,,,,,,,,,,,,,,,,Le Russey,,6.7205934,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.1585064,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,,,,,,,,,,,,Poste de Secours - Cinéscénie,,,,,,,,,,,,,,,,,,,,,,,,-0.9274123,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.8908254,yes,,,clinic,,
,,general,,,,,,,,,,,,,,,,,Avenue Simone Veil,,,,Pôle Médical & Laboratoire d’Analyses,,,69150,,,,,,,,,,,,,,,,,,,Décines-Charpieu,,4.9801875,,,,,,,,,,,,,2019,,,,,,,,,,,,clinic,,,,,,,,,,,45.7680977,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2011,,,,,,,,Place Georges Clémenceau,,,,Pôle Santé Clemenceau,,,,,,,,,,,,,,,,,,,,,,Beauvais,,2.0811330,,,,,,,Ville de Beauvais,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.4292180,yes,,,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2017,,,,,,,,,,,,Pôle Santé Grande Île,,,,,,,,,,,,,,,,,,,,,,,,4.8086122,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,45.1815364,yes,,,clinic,,
,,,,,,,,,,no,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,,,,,Pôle Santé des Andaines,,,,,,,,,,,,,,,,,,,,,,,,-0.3596090,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.5878850,public,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Pôle de Chancelade,,,,,,,,,,,,,,,,,,,,,,,,0.6698078,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,45.2006511,retail,,,clinic,,
,,general,,,,,,,,,,,,,,,,,Route du Rozel,,,,Pôle de Santé Ouest Cotentin,,,50340,,,,,,,,,,,,,,,,,,,les pieux,,-1.8138726,,,,,,,,,,,,,,https://www.psoc.fr,,,,,,,,,,,clinic,,,,,,,,,,,49.5086170,yes,,,clinic,,
,,,,,,,,,22,,,,,,,,,,Avenue de la République,,,,Pôle de santé La Francilienne,,,77340,,,,,,,,,,,,,,,,,,,Pontault-Combault,,2.6151857,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.8057772,hospital,,,clinic,,
,,,,,,,,,13,,,,,,,,,,Rue de Saint-Louis,,,,Pôle médical  Hasso,,,68220,,,,,,,,,,,,,,,,,,,Hésingue,,7.5245086,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.5760319,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Pôle médical du littoral,,,,,,,,,,,,,,,,,,,,,,,,-2.8143901,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.5726546,yes,,,clinic,,
,,,,,,,,,,,,,,,,,,,,,,,Résidence Les Sorbiers Rouges,,,,,,,,,,,,,,,,,,,,,,,,-1.0965194,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.5703601,,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,,,,,,,,,,,,Résidence Sainte-Marie,,,,,,,,,,,,,,,,,,,,,,,,6.1907420,,,,,,,HPMetz,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.1086260,yes,,,,,
,,,,,,,,,188,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2013,,,,,,,,Rue du Pressoir Aubry,,,,S.S.I.A.D. Le Levain,,,45160,,,,,,,,,,,,,,,,,,,Olivet,,1.8964470,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.8551910,yes,,,clinic,,
,,,,,,,,,20,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,,,,,,,Route de Findrol,,,,SERA - Centre de Radiothèrapie,,,74130,,,,,,,,,,,,,,,,,,,Contamine-sur-Arve,,6.3190022,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,46.1452556,yes,,,clinic,,
,,,,,,,400780383,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2012,,+33 5 58 55 99 01,,,,,,,,,,SSR Saint-Louis,,109,,,,,,,,,,,,,,,,,,,,,,-0.9892979,,,,,,,,,,,,,,,,,+33 5 58 55 99 00,,,,,,,,clinic,private,,,,,,,,,,43.7839481,hospital,,,,,
,,,,,,,,,31,,KG Ground Survey 2016,,,,,,,,Rue du Docteur Joseph Pitat,,,,Sante Forme,,,,,,,,,,,,,,,,,,,,,,,,-61.7322239,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,15.9978045,yes,,,,,
,,,,,,,,,3,,,,,,,,,,Rue des Prunelliers,,,,Santé et Médecine du Travail de la Vallée de l'Oise,,,60100,,,,,,,,,,,,,,,,,,,Creil,,2.4958222,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,49.2603443,yes,,Parc Alata,clinic,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2010,,,,,,,,,,,,Service de Consultations et de Traitements Dentaires,,,,,,,,,,,,,,,,,,,,,,,,4.8384853,,,,,,,,,,,,,,https://odontologie.univ-lyon1.fr/presentation/le-centre-de-soins-d-enseignement-et-de-recherche-dentaire/le-centre-de-soins-d-enseignement-et-de-recherche-dentaire-222099.kjsp,,,+33 825 08 25 69,,,,,,,,clinic,,,,3,,,,,,,45.7508436,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2009,,,,,,,,,,,,Simse imagerie médicale,,,,,,,,,,,,,,,,,,,,,,,,7.7485308,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,48.6068440,yes,,,,,
,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,,,,,,,,,,,,Sylvain Marceul,,,,,,,,,,,,,,,,,,,,,,,,0.7138259,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,47.2875038,yes,,,clinic,,
