health_facility:type,shop,office,healthcare:speciality,building:part,photo,description:de,addr:housenumber_1,health_specialty:occupational_therapy,note:de,health_specialty:ophthalmology,unimainz:buildingId,guest_house,contact:yelp,headframe:speciality,building:type,addr:housenumber,toilets,user_defined_other,man_made,seamark:type,opening_hours:note,TODO,created_by,healthcare:speciality:TCM,addr:state,name:de,source,payment:girocard,opening_hours:url,image,bdouble,fax,survey:date,emergency,building:roof,contact:facebook,historic,check_date:opening_hours,building:roof:material,tourism,wikimedia_commons,addr:street,source:name,fixme,name:en,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,ref:bldam,lastcheck,roof:orientation,name:1,source:outline,health_specialty:psychosomatic_medicine,elevator,health_specialty:psychiatry,amenity_1,designation,roof:height,operator,name:it,parking,loc_name,phone_1,est_height,lon,seamark:building:function,wikipedia,asb,access,health_specialty:gastroenterology,check_date,language:en,is_in,ref,email,building:height,contact:email,addr:source,roof:shape,doctors,building:use,healthcare:speciality:alternative,healthcare:speciality_1,min_level,name:hsb,health_specialty:general,addr:inclusion,country,atm,source:geometry,addr:city,source:building,language:de,disused:building,name:3,health_person:type,toilets:wheelchair,internet_access,health_specialty:diagnostic_radiology,telecom,ref:witten,contact:website,roof:colour,layer,height,alt_name,building:roof:shape,healthcare:counselling,ele,short_name,area,opening_hours,contact:phone,addr:housename,heritage:website,indoor,contact:mobile,health_specialty:chiropractic,heritage,emergency_service,roof:ridge:direction,start_date,website,addr:hamlet,phone,official_name,changing_table,old_name,smoking,heritage:ref,opening_hours:signed,max_level,room,type,health_specialty:sports_medicine,healthcare:speciality:de,health_speciality:physiotherapy,wheelchair:description:de,buildingpart,architect,healthcare:for,dispensing,wikipedia:de,contact:phone_1,source:addr,wheelchair,amenity,speciality,operator:type,addr:place,name:2,building:flats,addr:suburb,generator:source,building:min_level,short_name:de,wikidata,addr:street_1,specialization,addr:district,doctor,building:levels,language:ar,health_facility,note,kvl_hro:type,specialisation,branch,doctors:de,FIXME,disused:amenity,description,healthcare:speciality:acupuncture,building:material,year_of_construction,health_specialty:family_medicine,kvl_hro:amenity,health_specialty:orthopaedics,building:architecture,lat,capacity,fax:2,medical_system:western,building,building:colour,url,roof:levels,floor,health_specialty:gynaecology,building:levels:underground,healthcare,onkz,addr:country,heritage:operator
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHV Wetzlar,,,,,,,,,,,,,,,,,,,,,,8.5333892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,Dialyse,,,,,,,,,,,,,,,50.5369254,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,Vogelsbergstraße,,,,,PHV-Dialysezentrum,,,36341,,,,,,,,,,,,,,,,,,,9.3958192,,,,,,,,,,,,,,,,,,,,,,,,,,Lauterbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6289235,,,,yes,,,,,,,doctor,,DE,
,,,general,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Bornhäuser Straße,,,,,Pallinger & Olowson,,,38723,,,,,,,,,,,,,,,,,,,10.1681765,,,,,,,,,,,,,,,,,,,,,,,,,,Seesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8897841,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,6,,,,,,,,,,,Aerowest - local Geoserver,,,,,,,,,,,,,,,Oberbüssauer Weg,,,,,Paracelsus Gesundheitszentrum,,,23560,,,,,,,,,,,,,,,,,,,10.6307455,,,,,,,,,Haus 1,,,,,,,,,,,,,,,,,Lübeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8400442,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,6a,,,,,,,,,,,,,,,,,,,,,,,,,,Am Stadtfeld,,,,,Paracelsus Ärztehaus 2,,,39218,,,,,,,,,,,,,,,,,,,11.7300098,,,,,,,,,,,,,,,,,,,,,,,,,,Schönebeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0140389,,,,yes,,,,,,,centre,,,
,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,Königstraße,,,,,Paracelsushaus,,,78628,concrete,,,,,,,,,,,,,,,,,,8.6317791,,,,,,,,,,,,,,flat,,,,,,,,,,,,Rottweil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.paracelsushaus.de,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1622853,,,,apartments,,,,,,,,,DE,
,,,paediatrics;psychiatry,,,,,,,,,,,,,39a,,,,,,,,,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Penthien und Leuschner,,,24217,,,,,,,,,,,,,,,,,,,10.3737038,,,,,,,,,,,,,,,,,,,,,,,,,,Schönberg (Holstein),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3880824,,,,yes,,,,,,,doctor,,DE,
,,,internal,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Bardieksweg,,,,,Petersen Dr. & Benner Dr. Fachärzte für Innere Medizin,,,26125,,,,,,,,,,,,,,,,,,,8.2030337,,,,,,,,,,,,,,,,,,,,,,,,,,Oldenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1859397,,,,yes,,,,,,,doctor,,,
,,,paediatrics,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Kohldistelstraße,,,,,Petra Niedermeier - Kinderärztin,,,21698,,,,,,,,,,,,,,,,,,,9.5154406,,,,,,,,,,,,,,,,,,,,,,,,,,Harsefeld,,,,,,,,,,,http://www.praxis-niedermeier.de,,,,,,,,,,,+49 4164 909210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4572788,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petra Schreiber,,,,,,,,,,,,,,,,,,,,,,11.7335406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5688261,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,+49 2603 504833,,,,,,,,,,Römerstraße,,,,,Physio! Hemm,,0,56130,,,,,,,,,,,,,Reiner Hemm; Florian Hemm,,,,,,7.7143503,,,,,,,,,,info@physio-hemm.de,,,,,,,,,,,,,,,,Bad Ems,,,,,,,,,,,,,,,,,,,,,Mo-Th 07:40-20:00; Fr 07:40-14:00,,,,room,,,,,,,http://www.physio-hemm.de/,,+49 2603 3863,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3340773,,,,,,,,,,,physiotherapist,,DE,
,,therapist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/praxisphysiosport/,,,,,,,,,,,Physio-Sport Gemeinschaftspraxis,,,,,,,,,,,,,,,,,,,,,,10.1341585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6800087,,,,yes,,,,,,,physiotherapist,,,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Schulstraße,,,,,PhysioMotion,,,56869,,,,,,,,,,,,,,,,,,,7.3563734,,,,,,,,,,,,,,,,,,,,,,,,,,Mastershausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://physiomotion-mastershausen.de/,,+49 6545 9149040,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0662606,,,,yes,,,,,,,physiotherapist,,,
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Thomastraße,,,,,Physiotherapie Gack,,,76707,,,,,,,,,,,,,,,,,,,8.5426492,,,,,,,,,,,,,,,,,,,,,,,,,,Hambrücken,,,,,,,,,,,,,,,,,,,,,"Mo-Th 08:00-12:00, 13:00-20:00; Fr 08:00-12:00, 13:00-18:00",,,,,,,,,,,http://www.physiotherapie-gack.de/,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1920621,,,,yes,,,,,,,physiotherapist,,,
,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,Satower Straße,,,,,Physiotherapie Knopp,,,18198,,,,,,,,,,,,,,,,,,,12.0538627,,,,,,,,,,,,,,,,,,,,,,,,,,Kritzmow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.physio-knopp.de/,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0559611,,,,yes,,,,,,,physiotherapist,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physiotherapie Roschka Haubold,,,,,,,,,,,,,,,,,,,,,,11.3246455,,,,,,,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6902864,,,,yes,,,,,,,physiotherapist,,,
,,,general,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,Gutleutstraße,,,,,Pietsch Ulrich,,,63667,,,,,,,,,,,,,,,,,,,9.0092927,,,,,,,,,,,,,,,,,,,,,,,,,,Nidda,,,,,,,,,,,https://www.praxispietsch.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Ulfa,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4610487,,,,yes,,,,,,,doctor,,DE,
,,,psychiatry,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,Vilstalstraße,,,,,Pirkl-Kettenbohrer,,,92245,,,,,,,,,,,,,,,,,,,11.8802272,,,,,,,,,,,,,,,,,,,,,,,,,,Kümmersbruck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4180430,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,Römerstraße,,,,,Podologische Fachpraxis,,0,56130,,,,,,,,,,,,,Marlene Müller-Engels,,,,,,7.7147767,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Ems,,,,,,,,,,,,,,,,,,,,,"Mo,Tu,Th 08:00-12:00,14:00-18:00; We 08:00-14:00; Fr ""nur Hausbesuche""; Sa,Su off; PH off",,,,room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3340753,,,,,,,,,,,podiatrist,,DE,
,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Windmühlenstraße,,,,,Podologische Praxis,,,38678,,,,,,,,,,,,,Tina Hoffmann,,,,,,10.3348649,,,,,,,,,,,,,,,,,,,,,,,,,,Clausthal-Zellerfeld,,,,,,,,,,,,,,,,,,,,,Mo-Th 09:00-16:00; Tu off,+49 5323 9979992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Clausthal,,,,,,,,,1,,,,,,,,,,,,,,,,,,51.8074288,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,Kaßbergstraße,,,,,Poliklinik am Kaßberg,,,09112,,,,,,,,,,,,,,,,,,,12.9095893,,,,,,,,,,,,,,,,,,,,,,,,,,Chemnitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,50.8380921,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,Franz-Jacob-Straße,,,,,Polikum,,,10369,,,,,,,,,,,,,,,,,,,13.4672373,,,,,,,,,,,,,,,,,,,,,,,,,,Berlin,,,,,,yes,,,,,http://www.polikum.de/gesundheitszentrum/standorte/polikum-berlin-fennpfuhl/,,,,,,,,,,Mo-Fr 08:00-19:00,+49 30 86204689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,Fennpfuhl,,,,,,,,,4,,,,,,,,,,,,,,,,,,52.5280144,,,,yes,,,,,,,centre,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polikum Friedenau,,,,,,,,,,,,,,,,Sana Ambulante Medizin Management GmbH,,,,,,13.3448417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.polikum.de/gesundheitszentrum/standorte/polikum-berlin-friedenau,,,,,,,,,,Mo-Fr 08:00-20:00,+49 30 72011099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4639179,,,,yes,,,,,,,centre,,,
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Ranner Trift,,,,,Prakt. Arzt,,,32699,,,,,,,,,,,,,,,,,,,9.1250419,,,,,,,,,,,,,,,,,,,,,,,,,,Extertal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0690147,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prakt. Arzt,,,,,,,,,,,,,,,,,,,,,,9.1223906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0680103,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prakt. Ärzte Annegret und Burkhard Koberg,,,27809,,,,,,,,,,,,,,,,,,,8.6190515,,,,,,,,,,,,,,,,,,,,,,,,,,Lemwerder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1630119,,,,yes,,,,,,,centre,,,
,,,general,,,,,,,,,,,,,24a,,,,,,,,,,,bing,,,,,,,,,,,,,,,Regensburger Straße,,,,,"Prakt. Ärzte, Dr.Geisler, Dr.Mederer",,,93164,,,,,,,,,,,,,,,,,,,11.8890586,,,,,,,,,,,,,,,,,,,,,,,,,,Laaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0656306,,,,office,,,,,,,doctor,,,
,,,general,,,,,,,,,,,,,5A;5a,,,,,,,,,,,,,,,,+49 34497 78298,,,,,,,,,,Platz der Einheit,,,,,Praktische Ärztin Petra Keller,,,04618,,,,,,,,,,,,,,,,,,,12.5882580,,,,,,,,,,,,,,,,,,,,,,,,,,Langenleuba-Niederhain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 34497 78298,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9604707,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxicum Kirchberg,,,,,,,,,,,,,,,,,,,,,,9.9814589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2032240,,,,yes,,,,,,,,,,
office,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,Eichenstraße,,,,,Praxis Altenburg,,,91472,,,,,,,,,,,,,,,,,,,10.4918132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Altenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5264705,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Am Hang,,,,,,,,,,,,,,,,,,,,,,7.7330771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4817758,,,,yes,,,,,,,,,,
,,,general,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,Hattorfer Straße,,,,,"Praxis Angela Hartmann, Fachärztin für Allgemeinmedizin",,,38442,,,,,,,,,,,,,,,,,,,10.7330001,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfsburg,,,,,,,,,,,,,,,,,,,,,"Mo 07:30-12:00,16:00-18:00; Tu 08:30-12:00; We 08:30-12:00,16:00-18:00; Th 08:30-12:00,17:00-19:00; Fr 08:30-12:00",,,,,,,,,,,http://www.praxis-hartmann-moerse.de,,+49536187760,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,Mörse,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3933203,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing 2012,,,,,,,,,,,,,,,,,,,,Praxis Anja Rieger,,,,,,,,,,,,,,,,,,,,,,10.9045540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2276399,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,Wiehengebirgsstraße,,,,,Praxis Anke Richter - Innere Medizin,,,32549,,,,,,,,,,,,,,,,,,,8.7886800,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Oeynhausen,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 08:00-11:00; Mo, Tu, Th 16:00-18:00",,,,,,,,,,,www.praxis-a-richter.de,,+49 5734 613800,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2600713,,,,yes,,,,,,,,,DE,
,,,general;urology,,,,,,,,,,dr-med-george-bechara-witten,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Dönhoffstraße,,,,+49 2302 23598,Praxis Bechara,,,58455,,,,,,,,,,,,,George Bechara,,,,,,7.3248771,,,,,,,yes,,,,,praxis@bechara.de,,flat,,,,,,,,,,,,Witten,,yes,,,,,,,,,http://www.bechara.de/,black,,,,,,,,,"Mo,We-Th 09:00-12:00,16:00-18:00; Tu 09:00-12:00,16:00-19:00; Fr 09:00-12:00; PH off",+49 2302 54740,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,no,doctors,,private,,,,Mitte,,,,,,,,,1,yes,,,,,,,,,,,plaster,,,,,,51.4526471,,,,commercial,silver,,,,,,doctor,,DE,
,,,general,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,+49 4176 909120,,,,,,,,,,Elbuferstraße,,,,,Praxis Bohnsack,,,21436,,,,,,,,,,,,,Bohnsack,,,,,,10.3618553,,,,,,,,,,,,,,,,,,,,,,,,,,Marschacht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 4176 90910,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4180669,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,Lange Straße,,,,,Praxis Bülthoff & Reschke,,,47228,,,,,,,,,,,,,,,,,,,6.6773301,,,,,,,,,,,,,,,,,,,,,,,,,,Duisburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4176131,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,10,,,,,,,,,Hessen,,,,,,,+49 5664 930096,,,,,,,,,,Finkenweg,,,,,Praxis Bürger,,,34323,,,,,,,,,,,,,,,,,,,9.5487327,,,,,,,,,,,,,,,,,,,,,,,,,,Malsfeld,,,,,,,,,,,,,,,,,,,,,"Mo 08:00-11:00,17:00-19:00; Tu 08:00-11:00,17:00-18:00; We 11:00-12:00; Th 08:00-11:00,17:00-20:00; Fr 08:00-11:00",,,,,,,,,,,,,+49 5664 930093,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0846682,,,,yes,,,,,,,,,DE,
,,physician,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,Dorfstraße,,,,,Praxis C. Meyer-Tauffmann,,,23684,,,,,,,,,,,,,,,,,,,10.6594243,,,,,,,,,,,,,,,,,,,,,,,,,,Scharbeutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,Gleschendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0268881,,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Praxis Camerer/Haerty/Ostermayer,,,82234,,,,,,,,,,,,,,,,,,,11.2485450,,,,,,,,,,,,,,,,,,,,,,,,,,Weßling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0744770,,,,yes,,,,,,,doctor,,DE,
,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,Mühlenstraße,,,,,Praxis Clenze,,,29459,,,,,,,,,,,,,,,,,,,10.9591525,,,,,,,,,,,,,,,,,,,,,,,,,,Clenze,,,,,,,,,,,http://praxis-clenze.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9379387,,,,house,,,,,,,,,DE,
,,,gynaecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Cornelia Edelhoff,,,,,,,,,,,,,,,,,,,,,,7.7408585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo,Tu,Th 08:30-12:00,14:00-16:00; We,Fr 08:30-12:00 || ""und nach Vereinbarung""",,,,,,,,,,,,,+49 2508 997100,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7986423,,,,yes,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,Am Hafen,,,,,Praxis Dipl.-Med. Vinzenz Kühnl,,,17375,,,,,,,,,,,,,,,,,,,13.9673915,,,,,,,,,,,,,,,,,,,,,,,,,,Mönkebude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+493977420389,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7720853,,,,residential,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Dohmen Psychotherapie,,,,,,,,,,,,,,,,,,,,,,10.0703273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1354818,,,,yes,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Burgstraße,,,,,Praxis Dr. Ammenwerth,,,46514,,,,,,,,,,,,,,,,,,,6.8695736,,,,,,,,,,,,,,,,,,,,,,,,,,Schermbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6930090,,,,house,,,,,,,,,DE,
,,,general,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,Admiral-Scheer-Straße,,,,,Praxis Dr. Anschau,,,,,,,,,,,,,,,,Dr. med. Martina Anschau,,,,,,8.2884687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 08:00-11:30; Mo,Tu,Th 15:00-17:00; Fr 08:30-11:00",,,,,,,,,,,https://www.dr-martina-anschau.com/,,+49 6134 63131,,,,,,,,,,,,,,,,,,,,,no,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0073986,,,,apartments,,,,,,,doctor,,,
,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,Mainstraße,,,,,Praxis Dr. Bellmer,,,64390,,,,,,,,,,,,,,,,,,,8.6421392,,,,,,,,,,,,,,,,,,,,,,,,,,Erzhausen,,,,,,,,,,,,,,,,,,,,,"Tu-We, Fr 08:30-12:00; Mo 08:30-12:30, 16:00-19:00; Th 08:30-12:00, 16:00-18:00",,,,,,,,,,,,,+49 6150 7637,,,,,,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9531920,,,,yes,,,,,,,,,,
