health_facility:type,rating,maxspeed,healthcare:speciality,building:part,man_made,contact:postcode,social_facility,lon,abbreviation,payment:cash,currency:others,postal_code,rooms,smoking,health_specialty:ophthalmology,source:position,contact:yelp,network,is_in,addr:housenumber,toilets,alt_name_1,source:housenumber,electricity,mapillary,addr:state,name:de,source,source:metrics,source_date,capacity:disabled,covered,image,step_count,fax,lit,tower:type,health_specialty:general_surgery,short_name,building:roof,ref:lda,fixme,leisure,lunch,description:de,historic,foot,emergency:contact:phone,currency:EUR,tourism,wheelchair:description,wikimedia_commons,addr:street,architect:wikipedia,contact:facebook,name:en,contact:fax,addr:city,designation,level,ref,notes,donation:compensation,lastcheck,roof:orientation,nursery,health_specialty:obstetrics,staff_count:physician,addr:postcode,roof:material,source:outline,internet_access,payment:mastercard,int_name,building:roof:shape,max_age,capacity:beds,rd_do:kh,contact:google_plus,architect:wikidata,BLfD:criteria,ramp,parking,loc_name,health_specialty,sport,building:fireproof,source:addr,capacity,power,lda:criteria,old_name:-1950,hospital_type:de,section,operational_status,wikipedia,leaf_type,access,religion,contact:youtube,internet,alt_website,check_date,name:zh,email,highway,name:etymology:wikidata,note:de,source:maxspeed,isced:level,barrier,contact:email,denomination,roof:shape,handrail:center,source:start_date,building:use,contact:twitter,health_specialty:internal_medicine,min_age,health_specialty:pulmonology,health_specialty:psychosomatic,name:hsb,tracktype,building:obm,source:geometry,ref_heritage,source:phone,internet_access:fee,building:roof:colour,local_name,toilets:wheelchair,old_short_name,health_amenity:type,comment,tunnel,opening_hours:visitors,loc_ref,handrail,old_name:-2006,building:height,heritage:website,contact:website,roof:colour,layer,height,source:date,long_name,alt_name,institution:support,contact:country,operator,contact:city,use,fee,blood:whole,service,area,opening_hours,hospital,contact:phone,addr:housename,elevator,name,smoothness,blood:plasma,is_in:county,heritage,ref:BLfD,park_ride,start_date,website,addr:unit,name:ar,lanes,health_specialty:plastic_surgery,contact:housenumber,nohousenumber,brand,vehicle,telephone,ref:isil,phone,surface,old_name,wheelchair:access,heritage:ref,building:min_level,name:hr,abandoned:landuse,internet_access:operator,building:walls,abandoned,maxheight,member_of,castle_type,type,healthcare:speciality:de,health_specialty:optometry,female,aeroway,architect,ele,wikipedia:de,maxweight:signed,landuse,old_name:1940,wheelchair,bridge,amenity,public_building,opening_hours:emergency,operator:type,religion:wikidata,contact:xing,reg_name,addr:suburb,official_name,payment:giro_card,short_name:de,blood:platelets,wikidata,social_facility:for,contact:foursquare,ramp:stroller,emergency,addr:district,year_of_construction,building:levels,health_specialty:surgery,website2,note,kvl_hro:type,name:fr,contact:street,opening_hours:office,nat_ref,contact:phone:emergency,disused:amenity,name:nl,description,building:material,oneway,fence_type,payment:visa,stars,UntereDenkmalbehörde:inscription_date,name:ru,payment:maestro,lat,medical_system:western,building,building:colour,parking:lane:right,natural,staff_count:nurse,noaddress,url,roof:levels,health_specialty:gynaecology,dog,beds,building:levels:underground,cutting,addr:place,healthcare,addr:country,heritage:operator,operator:wikidata
,,,,,,,,9.9943151,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heidbergstraße,,,,,Norderstedt,,,,,,,,,,,22846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxisklinik Norderstedt,,,,,,,,https://www.segebergerkliniken.de/fuer-patienten/kliniken-zentren/praxisklinik-norderstedt.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7047352,,yes,,,,,,,,,,,,,,hospital,,,
,,,,,,,,7.1773938,,,,,,,,,,,,203-205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freiheitstraße,,,,,Remscheid,,,,,,,,,,,42853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxisklinik Remscheid,,,,,,,,https://www.praxisklinik-remscheid.de/,,,,,,,,,,,+49 2191 9516500,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1813793,,yes,,,,,,,,,,,,,,,DE,,
,,,,,,,,8.0616041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 6345 940-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chefarzt@pkbg.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.privatklinik-bad-gleisweiler.de,,,,,,,,,Privatklinik Bad Gleisweiler Hilz KG,,,,,,,,,+49 6345 940-0,,,Privatklinik Bad Gleisweiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,49.2421780,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,7.1912086,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mühlenstraße,,,,,Recklinghausen,,,,,,,,,,,45659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@prosper-hospital.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prosper-Hospital,,,,,,,,https://www.prosper-hospital.de/,,,,,,,,,,,+49 2361 540,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,Q29386320,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,51.6065431,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,7.8568148,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Freiburg im Breisgau,,,,,,,,,,,79104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universitätsklinik Freiburg,,,,,,,,,,,,Psychiatrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,48.0084343,,hospital,,,,,,,,,,,,,,,,,
,,,,,,,,9.3917710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychiatrische Abteilung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6306005,,yes,,,,,,,,,,,,,,hospital,,,
,,,,,,,,11.5600364,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Die Herrentoilette im Bereich der Aufnahme im Erdgeschoss hat eine extrem schwergängige Außentür. Die Tür zur Toilette ist zu schmal für einen Rollstuhl. Katheterisieren im Vorraum möglich. ;o),,Nußbaumstraße,,,,,München,,,,,,,,,,,80336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@klinikum.uni-muenchen.de,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,Ludwig-Maximilians-Universität (LMU),,,,,,,,,,,,Psychiatrische Klinik,,,,,,,,http://www.klinikum.uni-muenchen.de,,,,,,,,,,,+49 89 51600,,,,,,,,,,,,,,,,,,,,,,,,,limited,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1325990,,yes,,,,,,,,,,,,,,hospital,DE,,
,,,psychiatry,,,,,10.3806779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 4131 60 2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@pk.lueneburg.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.pk.lueneburg.de,,,,,,,,,Psychiatrische Klinik Lüneburg gGmbH,,,,,,,,,+49 4131 60 0,,,Psychiatrische Klinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Q2115895,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,53.2568090,,,,,,,,,,,,,,,,hospital,,,
,,,psychiatry,,,,,10.5281068,,,,,,,,,,,,50,,,,,,,,,,,,,,,+49 581 3895 319,,,,,,,,,,,,,,,,,,An den Zehn Eichen,,,,,Uelzen,,,,,,,,,,,29525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@pk-uelzen.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychiatrische Klinik Uelzen,,,,,,,,,,,,Psychiatrische Klinik Uelzen,,,,,,,,https://www.psychiatrische-klinik-uelzen.de/,,,,,,,,,,,+49 581 3895 0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,Q55302972,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9667221,,hospital,,,,,,,,,,,,,,hospital,,,
,,,psychiatry,,,,,10.5521792,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alewinstraße,,,,,Uelzen,,,,,,,,,,,29525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychiatrische Klinik Uelzen,,,,,,,,,,,,Psychiatrische Klink Uelzen - Ambulanz & Tagesklink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9654758,,,,,,,,,,,,,,,,hospital,,,
,,,psychiatry,,,,,10.9158196,,,,,,,,,,,,1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weimarer Straße,,,,,Ilmenau,,,,,,,,,,,98693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.helios-kliniken.de/klinik/hildburghausen/,,,,,,,,,Fachkrankenhaus für Psychiatrie und Neurologie Hildburghausen GmbH,,,,,,,,,,,,Psychiatrische Tagesklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,50.6875612,,yes,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,9.2315703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychiatrische Tagesklinik,,,,,,,,https://www.klinikum-weissenhof.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1385311,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,7.9431976,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagaistraße,,,,,Bad Säckingen,,,,,,,,,,,79713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychiatrische Tagesklinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,"Krankenhaus statt Klinik, da sonst nicht in Karte dargestellt",,,,,,,,,,,,,,,,,,47.5631498,,yes,,,,,,,,,,,,,,,DE,,
,,,,,,,,10.5536397,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alewinstraße,,,,,Uelzen,,,,,,,,,,,29525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychiatrische Klinik Uelzen,,,,,,,,,,,,Psychiatrische Tagesstätte Uelzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9652102,,,,,,,,,,,,,,,,hospital,,,
,,,psychiatry,,,,,8.6211734,,,,,,,,,,,,83-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aumunder Heerweg,,,,,Bremen,,,,,,,,,,,28757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gesundheit Nord,,,,,,,,,,,,Psychiatrisches Behandlungszentrum Nord,,,,,,,,https://www.gesundheitnord.de/krankenhaeuserundzentren/kbn/klinikum-bremen-nord/psychiatrisches-behandlungszentrum.html,,,,,,,,,,,+49 421 6606 1220,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1739954,,,,,,,,,,,,,,,,hospital,,,
,,,psychiatry,,,,,10.1789013,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daldorfer Straße,,,,,Rickling,,,,,,,,,,,24635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Landesverein für Innere Mission in Schleswig-Holstein,,,,,,,,,,,,Psychiatrisches Krankenhaus Rickling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,53.9952086,,,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,8.7001360,,,,,,,,,,,,1a,,,,,,,,,,,,,,,,,,,PZN,,,,,,,,,,,,,,Heidelberger Straße,,,,,Wiesloch,,,,,,,,,,,69168,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Psychiatrisches Zentrum Nordbaden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychiatrisches Zentrum Nordbaden,,,,,,,,https://www.pzn-wiesloch.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Q2115903,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3012559,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.0192300,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfsweg,,,,,Gengenbach,,,,,,,,,,,77723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychosomatische Fachklinik Gengenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,48.4129754,,yes,,,,,,,,,,,,,,,,,
,,,,,,,,9.6902585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychosomatische Klinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8606726,,yes,,,,,,,,,,,,,,,,,
,,,psychosomatic_medicine,,,,,10.2253773,,,,,,,,,,,,31,,,,,,,,,,,,,,,+49 9771 67-79000,,,,,,,,,,,,,,,,,,Kurhausstraße,,,,,Bad Neustadt an der Saale,,,,,,,,,,,97615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psk@psychosomatische-klinik-bad-neustadt.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rhön-Klinikum, Campus Bad Neustadt",,,,,,,,,,,,Psychosomatische Klinik Bad Neustadt,,,,,,,,https://psychosomatik.campus-nes.de/,,,,,,,,,,,+49 9771 6770,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gebäude 7 des Campus Bad Neustadt (Campus Süd),,,,,,,,,50.3182192,,,,,,,,,,,,,,,,psychotherapist,DE,,
,,,,,,,,11.0472258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychosomatische Klinik Windach,,,,,,,,https://www.klinik-windach.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0728915,,,,,,,,,,,,,,,,hospital,,,
,,,,,,,,8.5502469,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuranlagenallee,,,,,Bad Wildbad,,,,,,,,,,,75323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quellenhof (Neurologisches Rehabilitationszentrum),,,,,,,,https://www.quellenhof.de/home.html,,,,,,,,,,,+49 7081 173-0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frühreha-Phase, der Phase C sowie der Phase D versorgt.Schwerpunkten der Klinik gehört Multiple Sklerose, Schlaganfall, Post-Polio-Syndrom, Guillain Barré-Syndrom.",,,,,,,,,48.7484685,,hospital,,,,,,,,,,,,,,hospital,,,
,,,,,,,,12.5872008,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hermann-Lielje-Straße,,,,+49-33841-54-799,Bad Belzig,,,,,,,,,,,14806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49-33841-54-0,,,"REHA-Klinik ""Hoher Fläming""",,,,,,,,http://www.rehaklinikum-oberlinhaus.de/startseite/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1640330,,,,,,,,,,,,,,,,,DE,,
,,,,,,,,8.7668327,,,,,,,,,,,,85,,,,,,,,NRW-Atlas: ALK,,,,,,,,,,,,,,,,,,,,,,,,,Schloß Hamborn,,,,,Borchen,,,,,,,,,,,33178,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REHA-Klinik Schloss Hamborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6653800,,yes,,,,,,,,,,,,,,,DE,,
department,,,,,,,,7.3288383,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volksgartenstraße,,,,,Dortmund,,,,,,,,,,,44388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiologie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5018797,yes,yes,,,,,,,,,,,,,,hospital,DE,,
,,,,,,,,8.8900164,,,,,,,,,,,,2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alte Waibstadter Straße,,,,,Sinsheim,,,,,,,,,,,74889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiologisches Zentrum Sinsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2529255,,yes,,,,,,,,,,,,,,,DE,,
,,,,,,,,10.5418552,,,,,,,,,,,,24,,,,,,,,bing,,,,,,,+49-981-840200,,,,,,,,,,,,,,,,,,,,,,,Ansbach,,,,,,,,,,,91522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangauklinik Ansbach,,,,,,,,,,,,,,,,,,,+49-981-8400,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3244917,,,,,,,,,,,,,,,Strüth,,,,
,,,,,,,,7.6315768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Raphaelsklinik Münster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphaelsklinik,,,,,,,,https://www.raphaelsklinik.de/,,,,,,,,,,,+49 251 5007 0,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,Q2131450,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,51.9594134,,,,,,,,,,,,316,,,,hospital,,,
,,,,,,,,13.0648865,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunrise-sunset,,,,,Raucherinsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4007270,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.6956870,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virchowstraße,,,,,Bretten,,,,,,,,,,,75015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rechbergklinik,,,,,,,,http://www.rechbergklinik.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,49.0334142,,,,,,,,,,,,,,,,,,,
,,,,,,,,6.9911926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rechtsmedizin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,51.3621999,,yes,,,,,,,,,,,,,,,,,
,,,,,,,,9.6773228,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holmer Straße,,,,,Wedel,,,,,,,,,,,22880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regio Klinikum Wedel,,,,,,,,https://www.regiokliniken.de/leistungsspektrum/klinikum-wedel.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6019236,,,,,,,,,,,,,,,,hospital,,,
,,,behavior,,,,,7.8194382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGJ-Fachverbandes für Prävention und Rehabilitation in der Erzdiözese Freiburg e. V,,,,,,,,,,,,Reha Klinik St. Landelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2171617,,,,,,,,,,,,,,,,rehabilitation,,,
,,,,,,,,8.1553610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reha und Präventionszentrum Quellenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,yes,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5915834,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.0175517,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renchtalstraße,,,,,Renchen,,,,,,,,,,,77871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reha-Fachklinik Haus Renchtal,,,,,,,,http://www.bw-lv.de/de/fachkliniken/fachklinik-haus-renchtal/,,,,,,,,,,,+49 7843 949113,,,,,,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,48.5820166,,,,,,,,,,,,,,,,,,,
