shop,health_facility:type,office,building:part,indoor,payment:alipay,payment:cash,currency:others,postal_code,language:tr,source:outline,construction_year,source:position,addr:housenumber,toilets,payment:debit_cards,payment:unionpay,addr:state,name:de,source,image,fax,survey:date,note:de,building:roof,ref:lda,contact:facebook,historic,currency:EUR,tourism,wikimedia_commons,addr:street,delivery,source:name,fixme,contact:fax,name,wheelchair:description,level,addr:postcode,roof:material,website:operator,payment:credit_cards,payment:contactless,lastcheck,roof:orientation,internet_access,payment:mastercard,opening_hours:text,house,designation,roof:height,owner,BLfD:criteria,fixme:wikipedia,payment:american_express,source:addr,payment:maestro,network,lda:criteria,internet_access:fee,wikipedia,access,ref:Alsdorf,check_date,language:en,ref,email,building:height,contact:email,opening_hours:lastcheck,roof:shape,building:use,tenant,atm,source:geometry,addr:city,source:building,language:de,toilets:wheelchair,drive_through,lon,contact:website,roof:colour,layer,height,phone:mobile,alt_name,operator,ele,emergency:iodine_tablets,wheelchair:description:en,area,opening_hours,payment:jcb,contact:phone,addr:housename,check-date,heritage,ref:BLfD,type,start_date,website,addr:unit,payment:ep_geldkarte,lfd:criteria,brand,source:date,phone,old_name,smoking,payment:cryptocurrencies,payment:account_cards,opening_hours:signed,internet_access:operator,room,tunnel,roof,wheelchair:description:de,buildingpart,dispensing,wheelchair,inscription,amenity,operator:type,addr:hamlet,addr:suburb,payment:discover_card,wikidata,payment:notes,language:ru,payment:v_pay,medical_system:western,addr:district,payment:girocard,building:levels,payment:visa_debit,surveillance,note,demolished,opening_hours:check_date,ref:lfd,description,building:material,healthcare,payment:visa,building:architecture,lat,source:metrics,3dr:type,building,building:colour,payment:coins,url,roof:levels,source:address,source:addr:housenumber,payment:diners_club,year_of_construction,addr:country,heritage:operator
,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Schloss-Apotheke,,,91154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roth,,,,,11.0907020,,,,,,,,,,,,"Mo-Fr 08:30-12:30, 14:00-18:00; Sa 09:00-12:30",,,,,,,,,,,,,,,,,,,,,,,,,Stufen am Eingang,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.2452921,,,yes,,,,,,,,,,
,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,Lindenstraße,,,,,Schloss-Apotheke,,,50181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedburg,,,no,,6.5740983,,,,,,,,,,,,,,,,,,,,,https://www.apotheke-bedburg.de/,,,,,,,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.9933162,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Schloßstraße,,,,,Schloss-Apotheke,,,38179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwülper,,,,no,10.4319169,,,,,,,,,,,,Mo-Fr 08:00-18:30; Sa 08:00-13:00,,,,,,,,,http://www.apotheke-schwuelper.de,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,Groß Schwülper,,,,,,,,,,,,,,,,,,,,,52.3536691,,,retail,,,,,,,,,DE,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Emser Straße,,,,+49 2604 942962,Schloss-Apotheke,,,56377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nassau,,,,,7.7964839,,,,,,,Marlies Engels,,,,,,,+49 2604 4384,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.3132135,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,Mühldorfer Straße,,,,,Schloss-Apotheke,,,84419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing 2012,Schwindegg,,,,,12.2581375,,,,,,,,,,,,"Mo-Fr 08:00-12:30,14:00-18:00; Sa 08:00-12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.2721976,,,residential,,,,,,,,,DE,
,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,Kronenstraße,,,,,Schlossapotheke,,,76133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karlsruhe,,,,,8.4083389,,,,,,,,,,,,"Mo-Fr 08:30-18:30;Sa 09:30-14:00;PH,Su off",,,,,,,,,https://www.schlossapotheke-ka.de/,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.0091699,,,,,,,,,,,,DE,
,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,Schloßstraße,,,,,Schloß-Apotheke,,,85283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolnzach,,,,,11.6258726,,,,,,,,,,,,"Mo,Tu,Th,Fr 07:30-19:00; We 07:30-17:30; Sa 08:00-14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.6026693,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,St.-Anton-Straße,,,,,Schloß-Apotheke,,,86316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friedberg,,,,,10.9744177,,,,,,,Carmen Widmann e.Kfr.,,,,,,,,,,,,,,https://www.schloss-apotheke-friedberg-staetzling.de,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,Stätzling,,,,,,,,,,,,,,,,,,,,,48.3905797,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Schloß-Apotheke,,,49584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fürstenau,,,,,7.6734028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.5173434,,,house,,,,,,,,,DE,
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,Alter Markt,,,,+49 4461 71989,Schloß-Apotheke,,,26441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jever,,,,,7.9038946,http://www.schloss-apotheke-jever.de/,,,,,,Ulrich Schipper,,,,,"Mo,We,Th,Fr 08:00-18:30; Tu 08:00-19:30; Sa 08:30-14:00",,+49 4461 6866,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.5741376,,,yes,white,,,,,,,,DE,
,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,Schloßstraße,,,,,Schloßapotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dargun,,,no,,12.8516245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,53.8986166,,,yes,,,,,,,,,,
,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,Marktstraße,,,,,Schloßapotheke,,,88410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Wurzach,,,,,9.8970359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,47.9086513,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Schloßapotheke,,,92242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hirschau,,,,,11.9476545,,,,,,,,,,,,"Mo-Fr 08:30-12:30, Mo-Th 14:30-18:30, Fr 14:30-18:30; Sa 08:30-12:00; Su,PH off",,,,,,,,,,,,,,,+49 9622 2160,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.5444044,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,Schnieglinger Straße,,,,,Schniegling-Apotheke,,,90427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nürnberg,,,,,11.0281023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,49.4681393,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Bahnhofstraße,,,,,Schnucken-Apotheke,,,29348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eschede,,,,,10.2346963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"außen Rampe, Zugang stufenlos",,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.7340613,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Category:Cultural_heritage_monuments_in_Alsdorf#/media/File:Alsdorf_turbinenzentrale_anna.JPG,,,,,,,yes,,,,,,,,,Schopps Apotheke im Kaufland,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,6.1581608,,,,,,,,,,,,,,,,,8,,,,https://www.schopps-apo-kaufland-alsdorf.de/,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,Turbinenzentrale,,pharmacy,,,50.8722540,,,industrial,,,,,,,,,,UntereDenkmalbehörde
,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Schraden-Apotheke,,,04932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hirschfeld,,,,,13.6187911,,,,,,,,,,,,"Mo-Fr 08:00-13:00,14:00-18:00; Sa 09:00-12:00",,,,,,,,,https://www.schraden-apotheke-hirschfeld.de/,,,,,,+49 35343 243,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.3880783,,,yes,,,,,,,,,,
,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,Schubertstraße,,,,,Schubert-Apotheke,,,64546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mörfelden-Walldorf,,,,,8.5585688,,,,,,,,,,,,,,+49 6105 22220,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.9759050,,,,,,,,,,,,DE,
,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,Nürnberger Straße,,,,,Schug-Apotheke,,,91282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betzenstein,,,,,11.4166049,,,,,,,,,,,,"Mo 08:30-12:30,15:00-18:00; Tu,Th 08:30-12:30,15:00-19:00; We 08:30-12:30; Fr 08:30-12:30,15:00-18:30; Sa 09:00-12:00",,+49 9244 1221,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.6788868,,,yes,,,,,,,,,,
,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Bartholomäusstraße,,,,,Schulze-Kathrin Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saarwellingen,,,,,6.8619753,,,,,,,,,,,,,,+49 6838 92626,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,Schwarzenholz,,,,,,,,,,,,,,,,,,,,,49.3342087,,,yes,,,,,,,,,,
,,,,,,,,,,,,,31a,,,,,,,,,,,,,,,,,,Große Allee,,,,,Schwaben-Apotheke,,,89407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dillingen a.d.Donau,,,,,10.4914145,,,,,,,,,,,,Mo-Fr 08:00-20:00; Sa 08:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.5809446,,,commercial,,,,,,,,,,
,pharmacy,,,,,,,,,,1656,,21,,,,,,,https://commons.wikimedia.org/wiki/File%3AHusum_Schwan_Apotheke-02.jpg,+49 4841 839521,,,,,,building,,,,Großstraße,,,,,Schwan-Apotheke,,,25813,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@schwan-apotheke-husum.de,,,,gabled,,,,,Husum,,,,,9.0502240,,black,,,,,Volker Articus,,,,,"Mo-Th 08:00-18:30; We,Fr 08:00-18:00; Sa 09:00-14:00",,,,,,,,,https://www.schwan-apotheke-husum.de/,,,,,,+49 4841 3066,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,yes,,,,,,,,,,,plaster,pharmacy,,,54.4774620,,,yes,white,,,,,,,,DE,
,,,,,,,,,,,,,5,,,,,,,,+49 7533 97053,,,,,,,,,,Allensbacher Straße,,,,,Schwanen Apotheke,,,78465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konstanz,,,,,9.1157513,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 7533 97040,,,,,,,,,,,,,yes,,pharmacy,,,Dettingen,,,,,,,,,,,,,,,,,,,,,47.7341529,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,Im Ziegelhaus,,,,+49 6051 16452,Schwanen-Apotheke,,,63571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gelnhausen,,,,,9.1909105,http://www.schwanen-apotheke-gelnhausen.de/,,,,,,Ali Changaee,,,,,"Mo,Tu,Th,Fr 08:00-19:00; We 08:00-18:00; Sa 09:00-14:00",,+49 6051 2475,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,50.1985579,,,yes,,,,,,,,,DE,
,,,,room,,,,,,,,,10,,,,,,,,,,,,,,,,,,Marktstraße,,,,,Schwanen-Apotheke,,0,70173,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,Stuttgart,,,,,9.1795277,,,,,,,Julia Graser,,,,,Mo-Fr 09:00-19:30; Sa 09:00-18:30; PH off,,,,,,,,,http://www.schwanenapotheke.de/,,,,,,,,,,,,,shop,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,48.7746441,,,,,,,,,,,,DE,
,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,Mühlbühlstraße,,,,,Schwanenapotheke,,,95643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tirschenreuth,,,,,12.3366420,,,,,,,,,,,,,,+49 9631 4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.8782716,,,yes,,,,,,,,,DE,
,,,yes,,,,,,,,,,11 A,,,,,,,,,,,,,,,,,,Hoyaer Straße,,,,,Schwarmer-Apotheke,,,27327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwarme,,,,,9.0205279,http://www.schwarmer-apotheke.de/,,,,,,,,,,,"Mo-Fr 08:30-13:00,14:30-18:30; Sa 08:30-13:00",,+49 4258 983003,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.8959448,,,,,,,,,,,,DE,
,,,,,,,,,,,,,9,,,,,,,,+49 7444 4679,,,,,,,,,,Hauptstraße,,,,,Schwarzwald-Apotheke,,,72275,,,,,,,,,,,,,,,,,,,,,,,,,,,,schwarzwald.apo@t-online.de,,,,,,,,,Alpirsbach,,,,,8.4022271,,,,,,,,,,,,"Mo-Fr 08:30-12:30,14:30-18:30; Sa 08:30-12:30",,,,,,,,,,,,,,,+49 7444 1444,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,48.3449087,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Schwarzwald-Apotheke,,,77830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bühlertal,,,,,8.1918413,,,,,,,,,,,,"Mo-Fr 08:00-12:30,14:30-18:30; Sa 08:00-13:00",,,,,,,,,https://www.schwarzwald-apotheke.com/,,,,,,+49 7223 72450,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.6821283,,,yes,,,,,,,,,,
,,,,,,,,,,,,,7,,,,,,,,+49 9131 303379,,,,,,,,,,Karlsbader Straße,,,,,Sebaldus-Apotheke,,,91058,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@sebaldus-apotheke.de,,,,,,,,,Erlangen,,,,,11.0220461,,,,,,,Michael Krauter,,,,,Mo-Fr 08:00-18:00; Sa 08:00-13:00,,,,,,,,,http://www.apotheken.de/index.php?id=97892,,,,,,+49 9131 33423,,,,,,,,,,,,,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,49.5773827,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,Balduinistraße,,,,,Sebastian Apotheke,,,63762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Großostheim,,,,no,9.0461361,,,,,,,,,,,,"Mo-We,Fr 08:00-12:30,14:30-18:00; Th 08:00-18:00; Sa 08:00-12:30",,,,,,,,,,,,,,,+49 60 26 48 83,,,,,,,,,,,,yes,yes,,pharmacy,,,Wenigumstadt,,,,,,,,,,,,,,,,,,,,,49.8943602,,,yes,,,,,,,,,,
,,,,,,,,,,,,,1,,,,,,NRW-Atlas (ALK),,+49 2533 4204,,,,,,,,,,Sebastianstraße,,,,,Sebastian Apotheke,,,48161,,,,,,,,,,,,,,,,,,,,,,,,,,,,sebastianapo@t-online.de,,,,,,,,,Münster,,,,,7.5604996,,,,,,,,,,,,"Mo-Fr 08:00-13:00,14:00-18:30; Sa 09:00-13:00",,,,,,,,,http://www.sebastian-apotheke-muenster.de/,,,,,,+49 2533 4789,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.9985021,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Ohligstraße,,,,,Seebach-Apotheke,,,67593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westhofen,,,,,8.2447137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.7038508,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,Aitrachstraße,,,,,Seestern - Apotheke,,,84130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dingolfing,,,,,12.4854908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,48.6370873,,,commercial,,,,,,,,,DE,
,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,Brückstraße,,,,,Seestern Apotheke Neustadt,,,23730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neustadt in Holstein,,,,,10.8127693,,,,,,,Inh. Dr. Ralf Ingmar Stolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,2,,,,,,,,,pharmacy,,,54.1070590,,,yes,,,,,,,,,,
,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,Markt,,,,+49 36021 92430,Seiler-Apotheke,,,99994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@seilerapotheke.de,,,,,,,Schlotheim,,,,,10.6572000,http://www.seilerapotheke.de/,,,,,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-12:00,,+49 36021 80310,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.2468908,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,Bismarckstraße,,,,,Seminar-Apotheke,,,88361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altshausen,,,,,9.5407390,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 7584 92383-80,,,,,,,,,,,,yes,limited,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,47.9339651,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,Haselnußweg,,,,+49 221 791889,Sertürner Apotheke,,,50767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential;industrial,,,,Köln,,,,,6.9060685,http://www.sertuerner-apotheke-koeln.de,,1,,,,Dr. Dr. med. Thomas Künzer,,,,,"Mo,We 08:30-13:00; Mo,We 15:00-18:30;Tu,Th,Fr 09:00-13:00, 15:00-18:30;Sa 08:30-13:00",,+49 221 798989,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,1,,,,,,,,,,,,51.0111917,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,Am Magnusplatz,,,,,Sertürnerapotheke,Ebenerdig; automatische Tür,0,48351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everswinkel,,,,no,7.8467293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.9260658,,,,,,,,,,,,,
,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,Siegtalstraße,,,,,Siegtal-Apotheke,,,51570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windeck,,,,,7.5100492,,,,,,,C. Geuß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.7808293,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,Forstenburgstraße,,,,,Sintfeld-Apotheke,,,33181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bad Wünnenberg,,,,,8.7413424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.5145528,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,1a,,,,,,,,,,,,,,,,,,Platz des Friedens,,,,,Sittig Apotheke,,,06792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandersdorf-Brehna,,,,,12.2589524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,51.6302057,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Kellerstraße,,,,,Sixtus Apotheke,,,49757,,,,,,,,,,,,,,,,,,,,,,,,,,,,sixtus-apotheke@t-online.de,,,,,,,,,Werlte,,,,,7.6758161,,,,,,,,,,,,"Mo-Sa 08:30-13:00; Mo, Tu, Th, Fr 14:30-18:00",,,,,,,,,,,,,,,+49 5951 5430,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,52.8487763,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,Am Sommerwald,,,,,Sommerwald-Apotheke,,,66953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirmasens,,,,,7.6126527,,,,,,,,,,,,,,+49 6331 65266,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,49.2131753,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,Coppenbrügger Landstraße,,,,,Sonnen - Apotheke - Lauenau,,,31867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lauenau,,,,,9.3689706,,,,,,,,,,,,,,,,,,,,,http://www.sonnen-apotheke-lauenau.de,,,,,,+49 5043 2286,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,2,,,,,,,,,,,,52.2733745,,,house,,,,,,,,,,
,,,,,,,,,,,,,109,,,,,,,,+49 201 380076,,,,,,,,,,Karnaper Straße,,,,,Sonnen Apotheke,,,45329,,,,,,,,,,,,,,,,,,,,,,,,,,,,sonnen-apotheke-essen@t-online.de,,,,,,,,,Essen,,,,,7.0080149,,,,,,,Andreas Overkemping,,,,,"Mo,Tu,Th,Fr 8:00-13:00,14:30-18:30; We,Sa 8:00-13:00",,,,,,,,,https://www.sonnen-apotheke-essen.de/,,,,,,+49 201 380138,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.5228097,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,132,,,,,,local knowledge,,,,,,,,,,,,Borkener Straße,,,,+49 2362 699795,Sonnen Apotheke,,,46284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@sonnen-apotheke-dorsten.de,,,,,,,Dorsten,,,,,6.9575785,http://www.sonnen-apotheke-dorsten.de,,,,,,Gerhard Poppenberg,,,,,"Mo-Fr 08:00-13:00,14:30-18:30;We,Sa 08:00-13:00",,+49 2362 699692,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,Holsterhausen,,,,,,,,,,,,,,,,,,,,,51.6808441,,,commercial,,,,,,,,,DE,
,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,Austraße,,,,+49 6127 903947,Sonnen Apotheke,,,65527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@apotheke-hoch.de,,,,,,,Niedernhausen,,,,,8.3139786,http://www.apotheke-hoch.de/,,,,,,Helmut Hoch,,,,,"Mo-Fr 08:00-13:00, 14:00-18:30; Sa 08:30-13:00",,+49 6127 2930,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,50.1613542,,,public,,,,,,,,,,
,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,Hauptstraße,,,,,Sonnen Apotheke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8809042,,,,,,,,,,,,,,+49 9132 795969,,,,,,,http://www.sonnenapotheke-herzo.de/,,,,,,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,pharmacy,,,49.5690751,,,yes,,,,,,,,,,
,,,,,,,,,,,,,1-3,,,,,,,,,,,,,,,,,,Lüdische Straße,,,,,Sonnen Apotheke,,,59590,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@sonnen-apotheke-geseke.de,,,,,,,,,Geseke,,,,,8.5094472,,,,,,,Dagmar Volmer,,,,,,,,,,,,,,http://www.sonnen-apotheke-geseke.de,,,,,,,,,,,,,,,,,,yes,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.6400953,,,yes,,,,,,,,,DE,
,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,Gersdorfstraße,,,,,Sonnen-Apotheke,,,02828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Görlitz,,,,,14.9773775,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 3581 314050,,,,,,,,,,,,,yes,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,51.1628795,,,apartments,,,,,,,,,DE,
